,Slack,SD,File,Machines,Accepted Load,Rejected Load,Available Resource
64,0.1,0.05,S5,50,2560123,7463600,6557900
65,0.1,0.05,S6,50,3303664,6720059,8440700
66,0.1,0.05,S7,50,2847078,7176645,8741850
67,0.1,0.05,S8,50,2884104,7139619,6587000
68,0.1,0.05,S9,50,2617210,7406513,6665450
69,0.1,0.05,S10,50,2856262,7167461,8646500
70,0.1,0.05,S1,90,3746781,6276942,10023723
71,0.1,0.05,S2,90,4265756,5757967,10023723
72,0.1,0.05,S3,90,4458888,5564835,10023723
73,0.1,0.05,S4,90,4769733,5253990,10023723
74,0.1,0.05,S5,90,3873703,6150020,10023723
75,0.1,0.05,S6,90,5438772,4584951,10023723
76,0.1,0.05,S7,90,3752044,6271679,10023723
77,0.1,0.05,S8,90,4030220,5993503,10023723
78,0.1,0.05,S9,90,4222781,5800942,10023723
79,0.1,0.05,S10,90,4681264,5342459,10023723
80,0.1,0.05,S1,130,5953108,4070615,10023723
81,0.1,0.05,S2,130,6835443,3188280,10023723
82,0.1,0.05,S3,130,5860775,4162948,10023723
83,0.1,0.05,S4,130,6991646,3032077,10023723
84,0.1,0.05,S5,130,5954129,4069594,10023723
85,0.1,0.05,S6,130,5370607,4653116,10023723
86,0.1,0.05,S7,130,5737732,4285991,10023723
87,0.1,0.05,S8,130,5990744,4032979,10023723
88,0.1,0.05,S9,130,6077902,3945821,10023723
89,0.1,0.05,S10,130,6862578,3161145,10023723
90,0.1,0.05,S1,170,7493222,2530501,10023723
91,0.1,0.05,S2,170,5738461,4285262,10023723
92,0.1,0.05,S3,170,6354703,3669020,10023723
93,0.1,0.05,S4,170,7741295,2282428,10023723
94,0.1,0.05,S5,170,7142023,2881700,10023723
95,0.1,0.05,S6,170,7529078,2494645,10023723
96,0.1,0.05,S7,170,7652254,2371469,10023723
97,0.1,0.05,S8,170,5939576,4084147,10023723
98,0.1,0.05,S9,170,7474761,2548962,10023723
99,0.1,0.05,S10,170,6194283,3829440,10023723
100,0.1,0.033,S1,10,960382,9063341,1343030
101,0.1,0.033,S2,10,1003205,9020518,1667940
102,0.1,0.033,S3,10,1005932,9017791,1692110
103,0.1,0.033,S4,10,827992,9195731,1676240
104,0.1,0.033,S5,10,1196198,8827525,1686750
105,0.1,0.033,S6,10,993664,9030059,1783840
106,0.1,0.033,S7,10,931011,9092712,1716300
107,0.1,0.033,S8,10,1069050,8954673,1701570
108,0.1,0.033,S9,10,892628,9131095,1694510
109,0.1,0.033,S10,10,831444,9192279,1687090
110,0.1,0.033,S1,50,2929707,7094016,6742300
111,0.1,0.033,S2,50,2712170,7311553,6691000
112,0.1,0.033,S3,50,2711063,7312660,6558400
113,0.1,0.033,S4,50,2815858,7207865,6665450
114,0.1,0.033,S5,50,2640798,7382925,6918150
115,0.1,0.033,S6,50,3039040,6984683,8969250
116,0.1,0.033,S7,50,2602782,7420941,6659700
117,0.1,0.033,S8,50,3474982,6548741,8533100
118,0.1,0.033,S9,50,2807738,7215985,6679850
119,0.1,0.033,S10,50,2583722,7440001,6599400
120,0.1,0.033,S1,90,3732697,6291026,10023723
121,0.1,0.033,S2,90,4760227,5263496,10023723
122,0.1,0.033,S3,90,5296931,4726792,10023723
123,0.1,0.033,S4,90,4279867,5743856,10023723
124,0.1,0.033,S5,90,4595480,5428243,10023723
125,0.1,0.033,S6,90,4074015,5949708,10023723
126,0.1,0.033,S7,90,3701802,6321921,10023723
127,0.1,0.033,S8,90,4740508,5283215,10023723
128,0.1,0.033,S9,90,4135963,5887760,10023723
129,0.1,0.033,S10,90,4883028,5140695,10023723
130,0.1,0.033,S1,130,5940899,4082824,10023723
131,0.1,0.033,S2,130,6505771,3517952,10023723
132,0.1,0.033,S3,130,6950309,3073414,10023723
133,0.1,0.033,S4,130,6926309,3097414,10023723
134,0.1,0.033,S5,130,6938289,3085434,10023723
135,0.1,0.033,S6,130,5991341,4032382,10023723
136,0.1,0.033,S7,130,7042287,2981436,10023723
137,0.1,0.033,S8,130,6379195,3644528,10023723
138,0.1,0.033,S9,130,5822260,4201463,10023723
139,0.1,0.033,S10,130,5462530,4561193,10023723
140,0.1,0.033,S1,170,6378268,3645455,10023723
141,0.1,0.033,S2,170,6187484,3836239,10023723
142,0.1,0.033,S3,170,7780425,2243298,10023723
143,0.1,0.033,S4,170,6848135,3175588,10023723
144,0.1,0.033,S5,170,5934385,4089338,10023723
145,0.1,0.033,S6,170,6289465,3734258,10023723
146,0.1,0.033,S7,170,7591604,2432119,10023723
147,0.1,0.033,S8,170,7613282,2410441,10023723
148,0.1,0.033,S9,170,7484925,2538798,10023723
149,0.1,0.033,S10,170,7113686,2910037,10023723
150,0.1,0.034,S1,10,1064842,8958881,1433500
151,0.1,0.034,S2,10,1088616,8935107,1671290
152,0.1,0.034,S3,10,999651,9024072,1669560
153,0.1,0.034,S4,10,1014541,9009182,1686510
154,0.1,0.034,S5,10,1122342,8901381,1678610
155,0.1,0.034,S6,10,765971,9257752,1464310
156,0.1,0.034,S7,10,1067352,8956371,1698300
157,0.1,0.034,S8,10,873349,9150374,1488920
158,0.1,0.034,S9,10,1053825,8969898,1709240
159,0.1,0.034,S10,10,1100747,8922976,1705900
160,0.1,0.034,S1,50,2871984,7151739,7159800
161,0.1,0.034,S2,50,3360829,6662894,8436050
162,0.1,0.034,S3,50,3427946,6595777,8477550
163,0.1,0.034,S4,50,2785515,7238208,6705200
164,0.1,0.034,S5,50,3151196,6872527,8381200
165,0.1,0.034,S6,50,2967747,7055976,8546700
166,0.1,0.034,S7,50,2916832,7106891,5948600
167,0.1,0.034,S8,50,3022008,7001715,6666500
168,0.1,0.034,S9,50,2453098,7570625,6602150
169,0.1,0.034,S10,50,2689200,7334523,6634500
170,0.1,0.034,S1,90,4530317,5493406,10023723
171,0.1,0.034,S2,90,3768750,6254973,10023723
172,0.1,0.034,S3,90,4158135,5865588,10023723
173,0.1,0.034,S4,90,4302332,5721391,10023723
174,0.1,0.034,S5,90,4018385,6005338,10023723
175,0.1,0.034,S6,90,3763188,6260535,10023723
176,0.1,0.034,S7,90,4288859,5734864,10023723
177,0.1,0.034,S8,90,3769209,6254514,10023723
178,0.1,0.034,S9,90,4814833,5208890,10023723
179,0.1,0.034,S10,90,4375925,5647798,10023723
180,0.1,0.034,S1,130,5684897,4338826,10023723
181,0.1,0.034,S2,130,4863631,5160092,10023723
182,0.1,0.034,S3,130,5079599,4944124,10023723
183,0.1,0.034,S4,130,6986613,3037110,10023723
184,0.1,0.034,S5,130,5682283,4341440,10023723
185,0.1,0.034,S6,130,6819892,3203831,10023723
186,0.1,0.034,S7,130,5915588,4108135,10023723
187,0.1,0.034,S8,130,7007237,3016486,10023723
188,0.1,0.034,S9,130,6036929,3986794,10023723
189,0.1,0.034,S10,130,6982398,3041325,10023723
190,0.1,0.034,S1,170,6168398,3855325,10023723
191,0.1,0.034,S2,170,7749950,2273773,10023723
192,0.1,0.034,S3,170,7430491,2593232,10023723
193,0.1,0.034,S4,170,7006512,3017211,10023723
194,0.1,0.034,S5,170,6149757,3873966,10023723
195,0.1,0.034,S6,170,7615374,2408349,10023723
196,0.1,0.034,S7,170,5965604,4058119,10023723
197,0.1,0.034,S8,170,7757787,2265936,10023723
198,0.1,0.034,S9,170,6170085,3853638,10023723
199,0.1,0.034,S10,170,6107203,3916520,10023723
200,0.1,0.036,S1,10,808587,9215136,1501660
201,0.1,0.036,S2,10,926541,9097182,1346970
202,0.1,0.036,S3,10,818712,9205011,1693670
203,0.1,0.036,S4,10,991687,9032036,1709880
204,0.1,0.036,S5,10,883515,9140208,1469280
205,0.1,0.036,S6,10,1043676,8980047,1653850
206,0.1,0.036,S7,10,808097,9215626,1521600
207,0.1,0.036,S8,10,877973,9145750,1515700
208,0.1,0.036,S9,10,844938,9178785,1468420
209,0.1,0.036,S10,10,878869,9144854,1470100
210,0.1,0.036,S1,50,2940179,7083544,5935300
211,0.1,0.036,S2,50,2772095,7251628,6737800
212,0.1,0.036,S3,50,2392864,7630859,5953000
213,0.1,0.036,S4,50,2590862,7432861,6765200
214,0.1,0.036,S5,50,2818630,7205093,7051900
215,0.1,0.036,S6,50,2609050,7414673,5944400
216,0.1,0.036,S7,50,2557962,7465761,6602150
217,0.1,0.036,S8,50,2601716,7422007,8833500
218,0.1,0.036,S9,50,2563076,7460647,6692050
219,0.1,0.036,S10,50,2779688,7244035,6612500
220,0.1,0.036,S1,90,4391451,5632272,10023723
221,0.1,0.036,S2,90,3881116,6142607,10023723
222,0.1,0.036,S3,90,4138407,5885316,10023723
223,0.1,0.036,S4,90,5222132,4801591,10023723
224,0.1,0.036,S5,90,4920320,5103403,10023723
225,0.1,0.036,S6,90,3866802,6156921,10023723
226,0.1,0.036,S7,90,4186680,5837043,10023723
227,0.1,0.036,S8,90,4658870,5364853,10023723
228,0.1,0.036,S9,90,4268942,5754781,10023723
229,0.1,0.036,S10,90,4278405,5745318,10023723
230,0.1,0.036,S1,130,5892873,4130850,10023723
231,0.1,0.036,S2,130,5422760,4600963,10023723
232,0.1,0.036,S3,130,5301565,4722158,10023723
233,0.1,0.036,S4,130,6851029,3172694,10023723
234,0.1,0.036,S5,130,6946738,3076985,10023723
235,0.1,0.036,S6,130,6959422,3064301,10023723
236,0.1,0.036,S7,130,7020736,3002987,10023723
237,0.1,0.036,S8,130,6071930,3951793,10023723
238,0.1,0.036,S9,130,5795754,4227969,10023723
239,0.1,0.036,S10,130,5965851,4057872,10023723
240,0.1,0.036,S1,170,6077305,3946418,10023723
241,0.1,0.036,S2,170,7535032,2488691,10023723
242,0.1,0.036,S3,170,7667945,2355778,10023723
243,0.1,0.036,S4,170,6053334,3970389,10023723
244,0.1,0.036,S5,170,6113544,3910179,10023723
245,0.1,0.036,S6,170,7528744,2494979,10023723
246,0.1,0.036,S7,170,7079428,2944295,10023723
247,0.1,0.036,S8,170,5845053,4178670,10023723
248,0.1,0.036,S9,170,6941834,3081889,10023723
249,0.1,0.036,S10,170,7546188,2477535,10023723
250,0.1,0.037,S1,10,853654,9170069,1474680
251,0.1,0.037,S2,10,1079041,8944682,1675120
252,0.1,0.037,S3,10,1129204,8894519,1744430
253,0.1,0.037,S4,10,838371,9185352,1520130
254,0.1,0.037,S5,10,1166876,8856847,1448810
255,0.1,0.037,S6,10,733318,9290405,1121690
256,0.1,0.037,S7,10,875816,9147907,1518170
257,0.1,0.037,S8,10,1181714,8842009,1772250
258,0.1,0.037,S9,10,841098,9182625,1459920
259,0.1,0.037,S10,10,815194,9208529,1518140
260,0.1,0.037,S1,50,2822379,7201344,8715000
261,0.1,0.037,S2,50,2549385,7474338,6602850
262,0.1,0.037,S3,50,2348649,7675074,6397800
263,0.1,0.037,S4,50,2675389,7348334,6670050
264,0.1,0.037,S5,50,2517587,7506136,5981400
265,0.1,0.037,S6,50,3303216,6720507,7421050
266,0.1,0.037,S7,50,2640331,7383392,6074900
267,0.1,0.037,S8,50,2938246,7085477,8934050
268,0.1,0.037,S9,50,2568161,7455562,5777500
269,0.1,0.037,S10,50,2742138,7281585,8578450
270,0.1,0.037,S1,90,3756314,6267409,10023723
271,0.1,0.037,S2,90,4041279,5982444,10023723
272,0.1,0.037,S3,90,5231120,4792603,10023723
273,0.1,0.037,S4,90,3798442,6225281,10023723
274,0.1,0.037,S5,90,4961784,5061939,10023723
275,0.1,0.037,S6,90,4323672,5700051,10023723
276,0.1,0.037,S7,90,5268746,4754977,10023723
277,0.1,0.037,S8,90,3873425,6150298,10023723
278,0.1,0.037,S9,90,4152851,5870872,10023723
279,0.1,0.037,S10,90,5381434,4642289,10023723
280,0.1,0.037,S1,130,4650018,5373705,10023723
281,0.1,0.037,S2,130,5838198,4185525,10023723
282,0.1,0.037,S3,130,6952833,3070890,10023723
283,0.1,0.037,S4,130,5868877,4154846,10023723
284,0.1,0.037,S5,130,6811755,3211968,10023723
285,0.1,0.037,S6,130,5991454,4032269,10023723
286,0.1,0.037,S7,130,7210521,2813202,10023723
287,0.1,0.037,S8,130,5951333,4072390,10023723
288,0.1,0.037,S9,130,7025876,2997847,10023723
289,0.1,0.037,S10,130,5824578,4199145,10023723
290,0.1,0.037,S1,170,5950108,4073615,10023723
291,0.1,0.037,S2,170,7615372,2408351,10023723
292,0.1,0.037,S3,170,6196839,3826884,10023723
293,0.1,0.037,S4,170,5938618,4085105,10023723
294,0.1,0.037,S5,170,6229172,3794551,10023723
295,0.1,0.037,S6,170,6217592,3806131,10023723
296,0.1,0.037,S7,170,7552098,2471625,10023723
297,0.1,0.037,S8,170,6147490,3876233,10023723
298,0.1,0.037,S9,170,7482033,2541690,10023723
299,0.1,0.037,S10,170,5882979,4140744,10023723
300,0.1,0.038,S1,10,836875,9186848,1501730
301,0.1,0.038,S2,10,788027,9235696,1531710
302,0.1,0.038,S3,10,1116224,8907499,1722300
303,0.1,0.038,S4,10,784490,9239233,1686180
304,0.1,0.038,S5,10,931318,9092405,1708730
305,0.1,0.038,S6,10,1076912,8946811,1706870
306,0.1,0.038,S7,10,734060,9289663,1684300
307,0.1,0.038,S8,10,1068704,8955019,1706720
308,0.1,0.038,S9,10,1146260,8877463,1686360
309,0.1,0.038,S10,10,1020988,9002735,1493030
310,0.1,0.038,S1,50,2771737,7251986,7118350
311,0.1,0.038,S2,50,2691453,7332270,8415250
312,0.1,0.038,S3,50,2568056,7455667,6698300
313,0.1,0.038,S4,50,2908771,7114952,6724000
314,0.1,0.038,S5,50,2261787,7761936,6442600
315,0.1,0.038,S6,50,2631511,7392212,6691350
316,0.1,0.038,S7,50,3106469,6917254,8644900
317,0.1,0.038,S8,50,2659021,7364702,6940750
318,0.1,0.038,S9,50,2565145,7458578,6605250
319,0.1,0.038,S10,50,2750437,7273286,8374650
320,0.1,0.038,S1,90,4359728,5663995,10023723
321,0.1,0.038,S2,90,4224001,5799722,10023723
322,0.1,0.038,S3,90,5219986,4803737,10023723
323,0.1,0.038,S4,90,4399607,5624116,10023723
324,0.1,0.038,S5,90,4050518,5973205,10023723
325,0.1,0.038,S6,90,4258591,5765132,10023723
326,0.1,0.038,S7,90,4393349,5630374,10023723
327,0.1,0.038,S8,90,4823411,5200312,10023723
328,0.1,0.038,S9,90,4111555,5912168,10023723
329,0.1,0.038,S10,90,5163828,4859895,10023723
330,0.1,0.038,S1,130,5598706,4425017,10023723
331,0.1,0.038,S2,130,5882174,4141549,10023723
332,0.1,0.038,S3,130,4930048,5093675,10023723
333,0.1,0.038,S4,130,7244698,2779025,10023723
334,0.1,0.038,S5,130,7053361,2970362,10023723
335,0.1,0.038,S6,130,5911041,4112682,10023723
336,0.1,0.038,S7,130,5972460,4051263,10023723
337,0.1,0.038,S8,130,6533459,3490264,10023723
338,0.1,0.038,S9,130,6834482,3189241,10023723
339,0.1,0.038,S10,130,5498421,4525302,10023723
340,0.1,0.038,S1,170,5653858,4369865,10023723
341,0.1,0.038,S2,170,6184144,3839579,10023723
342,0.1,0.038,S3,170,5995295,4028428,10023723
343,0.1,0.038,S4,170,7050207,2973516,10023723
344,0.1,0.038,S5,170,7582514,2441209,10023723
345,0.1,0.038,S6,170,5942313,4081410,10023723
346,0.1,0.038,S7,170,7459571,2564152,10023723
347,0.1,0.038,S8,170,7716319,2307404,10023723
348,0.1,0.038,S9,170,7775043,2248680,10023723
349,0.1,0.038,S10,170,6126098,3897625,10023723
350,0.1,0.042,S1,10,1057267,8966456,1708800
351,0.1,0.042,S2,10,805187,9218536,1452580
352,0.1,0.042,S3,10,898774,9124949,1707710
353,0.1,0.042,S4,10,862770,9160953,1493490
354,0.1,0.042,S5,10,848443,9175280,1450560
355,0.1,0.042,S6,10,738353,9285370,1515070
356,0.1,0.042,S7,10,987089,9036634,1359310
357,0.1,0.042,S8,10,1085719,8938004,1678980
358,0.1,0.042,S9,10,746245,9277478,1503920
359,0.1,0.042,S10,10,1049866,8973857,1312550
360,0.1,0.042,S1,50,2777527,7246196,6644550
361,0.1,0.042,S2,50,3439028,6584695,8477650
362,0.1,0.042,S3,50,2699885,7323838,6126700
363,0.1,0.042,S4,50,2625661,7398062,6778600
364,0.1,0.042,S5,50,2565853,7457870,6781350
365,0.1,0.042,S6,50,2740093,7283630,8728050
366,0.1,0.042,S7,50,3365634,6658089,8473900
367,0.1,0.042,S8,50,2600747,7422976,8489800
368,0.1,0.042,S9,50,2951051,7072672,8391250
369,0.1,0.042,S10,50,2483084,7540639,6712800
370,0.1,0.042,S1,90,4368389,5655334,10023723
371,0.1,0.042,S2,90,4197340,5826383,10023723
372,0.1,0.042,S3,90,3866817,6156906,10023723
373,0.1,0.042,S4,90,3653868,6369855,10023723
374,0.1,0.042,S5,90,3952945,6070778,10023723
375,0.1,0.042,S6,90,5203229,4820494,10023723
376,0.1,0.042,S7,90,4731916,5291807,10023723
377,0.1,0.042,S8,90,5368052,4655671,10023723
378,0.1,0.042,S9,90,5365761,4657962,10023723
379,0.1,0.042,S10,90,5027798,4995925,10023723
380,0.1,0.042,S1,130,6913838,3109885,10023723
381,0.1,0.042,S2,130,5336234,4687489,10023723
382,0.1,0.042,S3,130,5918477,4105246,10023723
383,0.1,0.042,S4,130,6990643,3033080,10023723
384,0.1,0.042,S5,130,5333010,4690713,10023723
385,0.1,0.042,S6,130,6397540,3626183,10023723
386,0.1,0.042,S7,130,6943278,3080445,10023723
387,0.1,0.042,S8,130,5781339,4242384,10023723
388,0.1,0.042,S9,130,6794409,3229314,10023723
389,0.1,0.042,S10,130,6020057,4003666,10023723
390,0.1,0.042,S1,170,7780999,2242724,10023723
391,0.1,0.042,S2,170,7669409,2354314,10023723
392,0.1,0.042,S3,170,6114356,3909367,10023723
393,0.1,0.042,S4,170,7641448,2382275,10023723
394,0.1,0.042,S5,170,7392828,2630895,10023723
395,0.1,0.042,S6,170,6180836,3842887,10023723
396,0.1,0.042,S7,170,7845988,2177735,10023723
397,0.1,0.042,S8,170,6021867,4001856,10023723
398,0.1,0.042,S9,170,5778855,4244868,10023723
399,0.1,0.042,S10,170,6320035,3703688,10023723
400,0.1,0.043,S1,10,791209,9232514,1313480
401,0.1,0.043,S2,10,935592,9088131,1684140
402,0.1,0.043,S3,10,981939,9041784,1759620
403,0.1,0.043,S4,10,1135732,8887991,1685170
404,0.1,0.043,S5,10,1092721,8931002,1707980
405,0.1,0.043,S6,10,724753,9298970,1337510
406,0.1,0.043,S7,10,828454,9195269,1527920
407,0.1,0.043,S8,10,916685,9107038,1710520
408,0.1,0.043,S9,10,1101368,8922355,1711660
409,0.1,0.043,S10,10,925266,9098457,1488530
410,0.1,0.043,S1,50,2578844,7444879,6723400
411,0.1,0.043,S2,50,2978545,7045178,6654200
412,0.1,0.043,S3,50,2742785,7280938,8792300
413,0.1,0.043,S4,50,2708070,7315653,5926000
414,0.1,0.043,S5,50,2731475,7292248,6718800
415,0.1,0.043,S6,50,2883958,7139765,6660750
416,0.1,0.043,S7,50,2424000,7599723,6720600
417,0.1,0.043,S8,50,3354466,6669257,7322100
418,0.1,0.043,S9,50,2812708,7211015,8335200
419,0.1,0.043,S10,50,2812763,7210960,6747500
420,0.1,0.043,S1,90,4711971,5311752,10023723
421,0.1,0.043,S2,90,5265246,4758477,10023723
422,0.1,0.043,S3,90,3753633,6270090,10023723
423,0.1,0.043,S4,90,5263163,4760560,10023723
424,0.1,0.043,S5,90,4872175,5151548,10023723
425,0.1,0.043,S6,90,3769587,6254136,10023723
426,0.1,0.043,S7,90,4125726,5897997,10023723
427,0.1,0.043,S8,90,5205028,4818695,10023723
428,0.1,0.043,S9,90,4737731,5285992,10023723
429,0.1,0.043,S10,90,4090162,5933561,10023723
430,0.1,0.043,S1,130,5178863,4844860,10023723
431,0.1,0.043,S2,130,5670396,4353327,10023723
432,0.1,0.043,S3,130,5901744,4121979,10023723
433,0.1,0.043,S4,130,5879298,4144425,10023723
434,0.1,0.043,S5,130,7020280,3003443,10023723
435,0.1,0.043,S6,130,5640481,4383242,10023723
436,0.1,0.043,S7,130,6803963,3219760,10023723
437,0.1,0.043,S8,130,5631943,4391780,10023723
438,0.1,0.043,S9,130,5892694,4131029,10023723
439,0.1,0.043,S10,130,7079382,2944341,10023723
440,0.1,0.043,S1,170,7612790,2410933,10023723
441,0.1,0.043,S2,170,6065315,3958408,10023723
442,0.1,0.043,S3,170,7669446,2354277,10023723
443,0.1,0.043,S4,170,7450139,2573584,10023723
444,0.1,0.043,S5,170,7594452,2429271,10023723
445,0.1,0.043,S6,170,6174250,3849473,10023723
446,0.1,0.043,S7,170,7297011,2726712,10023723
447,0.1,0.043,S8,170,7713277,2310446,10023723
448,0.1,0.043,S9,170,6087102,3936621,10023723
449,0.1,0.043,S10,170,7658998,2364725,10023723
450,0.1,0.045,S1,10,893403,9130320,1491470
451,0.1,0.045,S2,10,818862,9204861,1497090
452,0.1,0.045,S3,10,928326,9095397,1713460
453,0.1,0.045,S4,10,747081,9276642,1334270
454,0.1,0.045,S5,10,1048311,8975412,1713880
455,0.1,0.045,S6,10,755159,9268564,1660960
456,0.1,0.045,S7,10,1108013,8915710,1701500
457,0.1,0.045,S8,10,955156,9068567,1523450
458,0.1,0.045,S9,10,928719,9095004,1452580
459,0.1,0.045,S10,10,799331,9224392,1470240
460,0.1,0.045,S1,50,2738796,7284927,6599550
461,0.1,0.045,S2,50,2226775,7796948,5901400
462,0.1,0.045,S3,50,3245680,6778043,8555850
463,0.1,0.045,S4,50,2668885,7354838,6680650
464,0.1,0.045,S5,50,2878219,7145504,6606500
465,0.1,0.045,S6,50,2702258,7321465,5932200
466,0.1,0.045,S7,50,2722547,7301176,5925650
467,0.1,0.045,S8,50,3296571,6727152,7629000
468,0.1,0.045,S9,50,2649361,7374362,8584800
469,0.1,0.045,S10,50,2995509,7028214,8316600
470,0.1,0.045,S1,90,3841548,6182175,10023723
471,0.1,0.045,S2,90,5091431,4932292,10023723
472,0.1,0.045,S3,90,5378272,4645451,10023723
473,0.1,0.045,S4,90,4185069,5838654,10023723
474,0.1,0.045,S5,90,4994814,5028909,10023723
475,0.1,0.045,S6,90,5304814,4718909,10023723
476,0.1,0.045,S7,90,4188225,5835498,10023723
477,0.1,0.045,S8,90,4352075,5671648,10023723
478,0.1,0.045,S9,90,4631097,5392626,10023723
479,0.1,0.045,S10,90,5339651,4684072,10023723
480,0.1,0.045,S1,130,6195914,3827809,10023723
481,0.1,0.045,S2,130,5821070,4202653,10023723
482,0.1,0.045,S3,130,4559137,5464586,10023723
483,0.1,0.045,S4,130,6918982,3104741,10023723
484,0.1,0.045,S5,130,6989295,3034428,10023723
485,0.1,0.045,S6,130,6057300,3966423,10023723
486,0.1,0.045,S7,130,6629750,3393973,10023723
487,0.1,0.045,S8,130,6801412,3222311,10023723
488,0.1,0.045,S9,130,6893198,3130525,10023723
489,0.1,0.045,S10,130,6978322,3045401,10023723
490,0.1,0.045,S1,170,6349240,3674483,10023723
491,0.1,0.045,S2,170,6076270,3947453,10023723
492,0.1,0.045,S3,170,7683738,2339985,10023723
493,0.1,0.045,S4,170,7590677,2433046,10023723
494,0.1,0.045,S5,170,7617976,2405747,10023723
495,0.1,0.045,S6,170,6287824,3735899,10023723
496,0.1,0.045,S7,170,7723841,2299882,10023723
497,0.1,0.045,S8,170,7727574,2296149,10023723
498,0.1,0.045,S9,170,7787739,2235984,10023723
499,0.1,0.045,S10,170,7624264,2399459,10023723
500,0.1,0.048,S1,10,1097446,8926277,1654300
501,0.1,0.048,S2,10,890782,9132941,1529390
502,0.1,0.048,S3,10,1184561,8839162,1681060
503,0.1,0.048,S4,10,1048975,8974748,1655120
504,0.1,0.048,S5,10,871104,9152619,1473080
505,0.1,0.048,S6,10,1116887,8906836,1751090
506,0.1,0.048,S7,10,1160395,8863328,1675660
507,0.1,0.048,S8,10,1042456,8981267,1678500
508,0.1,0.048,S9,10,1125728,8897995,1430650
509,0.1,0.048,S10,10,1063883,8959840,1711720
510,0.1,0.048,S1,50,2818192,7205531,6788450
511,0.1,0.048,S2,50,3185567,6838156,6619650
512,0.1,0.048,S3,50,2970946,7052777,8870500
513,0.1,0.048,S4,50,2577461,7446262,5892900
514,0.1,0.048,S5,50,2699453,7324270,8536750
515,0.1,0.048,S6,50,2630417,7393306,6780000
516,0.1,0.048,S7,50,2537217,7486506,8428550
517,0.1,0.048,S8,50,3112845,6910878,8591100
