,Slack,SD,File,Machines,Accepted Load,Rejected Load,Available Resource
1262,0.3,0.15,S3,50,2912772,7110951,8114550
1263,0.3,0.15,S4,50,3025803,6997920,9023250
1264,0.3,0.15,S5,50,2999373,7024350,6686350
1265,0.3,0.15,S6,50,2899882,7123841,7175150
1266,0.3,0.15,S7,50,3158751,6864972,7174500
1267,0.3,0.15,S8,50,2412617,7611106,6254150
1268,0.3,0.15,S9,50,2712530,7311193,9152550
1269,0.3,0.15,S10,50,3109302,6914421,7784450
1270,0.3,0.15,S1,90,4830640,5193083,10023723
1271,0.3,0.15,S2,90,4646983,5376740,10023723
1272,0.3,0.15,S3,90,4842530,5181193,10023723
1273,0.3,0.15,S4,90,5183644,4840079,10023723
1274,0.3,0.15,S5,90,4598516,5425207,10023723
1275,0.3,0.15,S6,90,3702124,6321599,10023723
1276,0.3,0.15,S7,90,3663020,6360703,10023723
1277,0.3,0.15,S8,90,4282385,5741338,10023723
1278,0.3,0.15,S9,90,3950836,6072887,10023723
1279,0.3,0.15,S10,90,5181559,4842164,10023723
1280,0.3,0.15,S1,130,6203786,3819937,10023723
1281,0.3,0.15,S2,130,5471800,4551923,10023723
1282,0.3,0.15,S3,130,6370547,3653176,10023723
1283,0.3,0.15,S4,130,6311927,3711796,10023723
1284,0.3,0.15,S5,130,6665473,3358250,10023723
1285,0.3,0.15,S6,130,6418925,3604798,10023723
1286,0.3,0.15,S7,130,5456838,4566885,10023723
1287,0.3,0.15,S8,130,6370080,3653643,10023723
1288,0.3,0.15,S9,130,6349980,3673743,10023723
1289,0.3,0.15,S10,130,5117997,4905726,10023723
1290,0.3,0.15,S1,170,6707572,3316151,10023723
1291,0.3,0.15,S2,170,6887397,3136326,10023723
1292,0.3,0.15,S3,170,6339125,3684598,10023723
1293,0.3,0.15,S4,170,6644705,3379018,10023723
1294,0.3,0.15,S5,170,6669158,3354565,10023723
1295,0.3,0.15,S6,170,6601844,3421879,10023723
1296,0.3,0.15,S7,170,6268397,3755326,10023723
1297,0.3,0.15,S8,170,7248644,2775079,10023723
1298,0.3,0.15,S9,170,6510620,3513103,10023723
1299,0.3,0.15,S10,170,6840232,3183491,10023723
1300,0.3,0.103,S1,10,797310,9226413,1556800
1301,0.3,0.103,S2,10,1139835,8883888,1829990
1302,0.3,0.103,S3,10,1071612,8952111,1964500
1303,0.3,0.103,S4,10,829597,9194126,1587520
1304,0.3,0.103,S5,10,861513,9162210,1816360
1305,0.3,0.103,S6,10,1128440,8895283,1936180
1306,0.3,0.103,S7,10,1010034,9013689,1823940
1307,0.3,0.103,S8,10,1267037,8756686,1920030
1308,0.3,0.103,S9,10,901048,9122675,1798440
1309,0.3,0.103,S10,10,803688,9220035,1584210
1310,0.3,0.103,S1,50,2621980,7401743,9797600
1311,0.3,0.103,S2,50,3187953,6835770,7285400
1312,0.3,0.103,S3,50,2868881,7154842,9530350
1313,0.3,0.103,S4,50,2527007,7496716,6016400
1314,0.3,0.103,S5,50,2500840,7522883,6363700
1315,0.3,0.103,S6,50,2911331,7112392,7912700
1316,0.3,0.103,S7,50,2689296,7334427,6934000
1317,0.3,0.103,S8,50,3162862,6860861,7460150
1318,0.3,0.103,S9,50,3215135,6808588,7324150
1319,0.3,0.103,S10,50,2804173,7219550,7434850
1320,0.3,0.103,S1,90,4768080,5255643,10023723
1321,0.3,0.103,S2,90,4222394,5801329,10023723
1322,0.3,0.103,S3,90,4060872,5962851,10023723
1323,0.3,0.103,S4,90,4134460,5889263,10023723
1324,0.3,0.103,S5,90,4170899,5852824,10023723
1325,0.3,0.103,S6,90,5516625,4507098,10023723
1326,0.3,0.103,S7,90,3638364,6385359,10023723
1327,0.3,0.103,S8,90,4940807,5082916,10023723
1328,0.3,0.103,S9,90,5083005,4940718,10023723
1329,0.3,0.103,S10,90,5178308,4845415,10023723
1330,0.3,0.103,S1,130,4991636,5032087,10023723
1331,0.3,0.103,S2,130,6375607,3648116,10023723
1332,0.3,0.103,S3,130,6356371,3667352,10023723
1333,0.3,0.103,S4,130,6099135,3924588,10023723
1334,0.3,0.103,S5,130,4876827,5146896,10023723
1335,0.3,0.103,S6,130,6478893,3544830,10023723
1336,0.3,0.103,S7,130,6261079,3762644,10023723
1337,0.3,0.103,S8,130,6217790,3805933,10023723
1338,0.3,0.103,S9,130,6620620,3403103,10023723
1339,0.3,0.103,S10,130,6275645,3748078,10023723
1340,0.3,0.103,S1,170,6214416,3809307,10023723
1341,0.3,0.103,S2,170,6741392,3282331,10023723
1342,0.3,0.103,S3,170,6387055,3636668,10023723
1343,0.3,0.103,S4,170,5123112,4900611,10023723
1344,0.3,0.103,S5,170,6185780,3837943,10023723
1345,0.3,0.103,S6,170,5238851,4784872,10023723
1346,0.3,0.103,S7,170,6735999,3287724,10023723
1347,0.3,0.103,S8,170,6131338,3892385,10023723
1348,0.3,0.103,S9,170,5027212,4996511,10023723
1349,0.3,0.103,S10,170,6695568,3328155,10023723
1350,0.3,0.107,S1,10,880817,9142906,1626460
1351,0.3,0.107,S2,10,776672,9247051,1750120
1352,0.3,0.107,S3,10,1210143,8813580,1823200
1353,0.3,0.107,S4,10,1069179,8954544,1794350
1354,0.3,0.107,S5,10,782302,9241421,1517640
1355,0.3,0.107,S6,10,1001500,9022223,1777840
1356,0.3,0.107,S7,10,1093147,8930576,1801830
1357,0.3,0.107,S8,10,785790,9237933,1874580
1358,0.3,0.107,S9,10,1087014,8936709,1922410
1359,0.3,0.107,S10,10,1035642,8988081,1888200
1360,0.3,0.107,S1,50,2741984,7281739,6568150
1361,0.3,0.107,S2,50,2619764,7403959,6768050
1362,0.3,0.107,S3,50,3009404,7014319,6314500
1363,0.3,0.107,S4,50,2679650,7344073,6360300
1364,0.3,0.107,S5,50,2625266,7398457,6693400
1365,0.3,0.107,S6,50,2609428,7414295,6581850
1366,0.3,0.107,S7,50,2950126,7073597,9089650
1367,0.3,0.107,S8,50,2595193,7428530,6259350
1368,0.3,0.107,S9,50,2720657,7303066,6485750
1369,0.3,0.107,S10,50,2709322,7314401,6267950
1370,0.3,0.107,S1,90,4346952,5676771,10023723
1371,0.3,0.107,S2,90,4761410,5262313,10023723
1372,0.3,0.107,S3,90,5103111,4920612,10023723
1373,0.3,0.107,S4,90,4199512,5824211,10023723
1374,0.3,0.107,S5,90,4342196,5681527,10023723
1375,0.3,0.107,S6,90,3811564,6212159,10023723
1376,0.3,0.107,S7,90,5191251,4832472,10023723
1377,0.3,0.107,S8,90,3824944,6198779,10023723
1378,0.3,0.107,S9,90,4401269,5622454,10023723
1379,0.3,0.107,S10,90,3857803,6165920,10023723
1380,0.3,0.107,S1,130,6521818,3501905,10023723
1381,0.3,0.107,S2,130,6252960,3770763,10023723
1382,0.3,0.107,S3,130,6615523,3408200,10023723
1383,0.3,0.107,S4,130,6444898,3578825,10023723
1384,0.3,0.107,S5,130,6483499,3540224,10023723
1385,0.3,0.107,S6,130,6292001,3731722,10023723
1386,0.3,0.107,S7,130,5128063,4895660,10023723
1387,0.3,0.107,S8,130,5819223,4204500,10023723
1388,0.3,0.107,S9,130,5847172,4176551,10023723
1389,0.3,0.107,S10,130,6804250,3219473,10023723
1390,0.3,0.107,S1,170,6439436,3584287,10023723
1391,0.3,0.107,S2,170,6419730,3603993,10023723
1392,0.3,0.107,S3,170,7022988,3000735,10023723
1393,0.3,0.107,S4,170,6434988,3588735,10023723
1394,0.3,0.107,S5,170,5737457,4286266,10023723
1395,0.3,0.107,S6,170,6473077,3550646,10023723
1396,0.3,0.107,S7,170,5465820,4557903,10023723
1397,0.3,0.107,S8,170,7221205,2802518,10023723
1398,0.3,0.107,S9,170,6802043,3221680,10023723
1399,0.3,0.107,S10,170,7153759,2869964,10023723
1400,0.3,0.111,S1,10,907749,9115974,1795450
1401,0.3,0.111,S2,10,1175392,8848331,1764320
1402,0.3,0.111,S3,10,888177,9135546,1812420
1403,0.3,0.111,S4,10,1120051,8903672,1880870
1404,0.3,0.111,S5,10,943225,9080498,1730010
1405,0.3,0.111,S6,10,1195645,8828078,1916280
1406,0.3,0.111,S7,10,995465,9028258,1791230
1407,0.3,0.111,S8,10,1176146,8847577,1896420
1408,0.3,0.111,S9,10,1120557,8903166,1780920
1409,0.3,0.111,S10,10,1054828,8968895,1840160
1410,0.3,0.111,S1,50,3701281,6322442,9775150
1411,0.3,0.111,S2,50,3107155,6916568,6639750
1412,0.3,0.111,S3,50,3185067,6838656,7172050
1413,0.3,0.111,S4,50,3062270,6961453,7523300
1414,0.3,0.111,S5,50,2165443,7858280,6343400
1415,0.3,0.111,S6,50,3458697,6565026,7216550
1416,0.3,0.111,S7,50,2731660,7292063,9187450
1417,0.3,0.111,S8,50,2498995,7524728,9223850
1418,0.3,0.111,S9,50,2745746,7277977,8978550
1419,0.3,0.111,S10,50,3002562,7021161,9096800
1420,0.3,0.111,S1,90,4523405,5500318,10023723
1421,0.3,0.111,S2,90,4502938,5520785,10023723
1422,0.3,0.111,S3,90,3956893,6066830,10023723
1423,0.3,0.111,S4,90,3641436,6382287,10023723
1424,0.3,0.111,S5,90,4127524,5896199,10023723
1425,0.3,0.111,S6,90,5024172,4999551,10023723
1426,0.3,0.111,S7,90,5519580,4504143,10023723
1427,0.3,0.111,S8,90,4086885,5936838,10023723
1428,0.3,0.111,S9,90,5404669,4619054,10023723
1429,0.3,0.111,S10,90,5174864,4848859,10023723
1430,0.3,0.111,S1,130,5949458,4074265,10023723
1431,0.3,0.111,S2,130,5547811,4475912,10023723
1432,0.3,0.111,S3,130,6662177,3361546,10023723
1433,0.3,0.111,S4,130,5963043,4060680,10023723
1434,0.3,0.111,S5,130,6690481,3333242,10023723
1435,0.3,0.111,S6,130,6321129,3702594,10023723
1436,0.3,0.111,S7,130,6183799,3839924,10023723
1437,0.3,0.111,S8,130,5861859,4161864,10023723
1438,0.3,0.111,S9,130,6436781,3586942,10023723
1439,0.3,0.111,S10,130,6570179,3453544,10023723
1440,0.3,0.111,S1,170,6680746,3342977,10023723
1441,0.3,0.111,S2,170,6684130,3339593,10023723
1442,0.3,0.111,S3,170,5238846,4784877,10023723
1443,0.3,0.111,S4,170,6428490,3595233,10023723
1444,0.3,0.111,S5,170,6360387,3663336,10023723
1445,0.3,0.111,S6,170,6400126,3623597,10023723
1446,0.3,0.111,S7,170,7031954,2991769,10023723
1447,0.3,0.111,S8,170,6376221,3647502,10023723
1448,0.3,0.111,S9,170,6114431,3909292,10023723
1449,0.3,0.111,S10,170,6836700,3187023,10023723
1450,0.3,0.115,S1,10,1049236,8974487,1906270
1451,0.3,0.115,S2,10,1047749,8975974,1546610
1452,0.3,0.115,S3,10,830546,9193177,1889290
1453,0.3,0.115,S4,10,1157460,8866263,1887600
1454,0.3,0.115,S5,10,839005,9184718,1526650
1455,0.3,0.115,S6,10,983621,9040102,1776410
1456,0.3,0.115,S7,10,945267,9078456,1790060
1457,0.3,0.115,S8,10,1146017,8877706,1819160
1458,0.3,0.115,S9,10,1199359,8824364,1685790
1459,0.3,0.115,S10,10,1025826,8997897,1733860
1460,0.3,0.115,S1,50,2626544,7397179,6795150
1461,0.3,0.115,S2,50,3166237,6857486,7792050
1462,0.3,0.115,S3,50,3307787,6715936,6597250
1463,0.3,0.115,S4,50,2944746,7078977,6052050
1464,0.3,0.115,S5,50,2940414,7083309,9495700
1465,0.3,0.115,S6,50,2688851,7334872,6223150
1466,0.3,0.115,S7,50,2772522,7251201,6699800
1467,0.3,0.115,S8,50,2706463,7317260,9121950
1468,0.3,0.115,S9,50,3142707,6881016,7846400
1469,0.3,0.115,S10,50,3044512,6979211,6205400
1470,0.3,0.115,S1,90,4891175,5132548,10023723
1471,0.3,0.115,S2,90,4648986,5374737,10023723
1472,0.3,0.115,S3,90,4971737,5051986,10023723
1473,0.3,0.115,S4,90,4102671,5921052,10023723
1474,0.3,0.115,S5,90,4371792,5651931,10023723
1475,0.3,0.115,S6,90,3675645,6348078,10023723
1476,0.3,0.115,S7,90,4679545,5344178,10023723
1477,0.3,0.115,S8,90,5030801,4992922,10023723
1478,0.3,0.115,S9,90,4270601,5753122,10023723
1479,0.3,0.115,S10,90,4114774,5908949,10023723
1480,0.3,0.115,S1,130,6442353,3581370,10023723
1481,0.3,0.115,S2,130,6247404,3776319,10023723
1482,0.3,0.115,S3,130,6279945,3743778,10023723
1483,0.3,0.115,S4,130,6310452,3713271,10023723
1484,0.3,0.115,S5,130,4761811,5261912,10023723
1485,0.3,0.115,S6,130,6431149,3592574,10023723
1486,0.3,0.115,S7,130,6422416,3601307,10023723
1487,0.3,0.115,S8,130,6818639,3205084,10023723
1488,0.3,0.115,S9,130,5122102,4901621,10023723
1489,0.3,0.115,S10,130,6297883,3725840,10023723
1490,0.3,0.115,S1,170,6908037,3115686,10023723
1491,0.3,0.115,S2,170,6445064,3578659,10023723
1492,0.3,0.115,S3,170,6523184,3500539,10023723
1493,0.3,0.115,S4,170,6697285,3326438,10023723
1494,0.3,0.115,S5,170,6352209,3671514,10023723
1495,0.3,0.115,S6,170,4638348,5385375,10023723
1496,0.3,0.115,S7,170,6762564,3261159,10023723
1497,0.3,0.115,S8,170,7329283,2694440,10023723
1498,0.3,0.115,S9,170,6807099,3216624,10023723
1499,0.3,0.115,S10,170,6620130,3403593,10023723
1500,0.3,0.125,S1,10,1220937,8802786,1727030
1501,0.3,0.125,S2,10,1076092,8947631,1970430
1502,0.3,0.125,S3,10,1146770,8876953,1840310
1503,0.3,0.125,S4,10,1176318,8847405,1494060
1504,0.3,0.125,S5,10,1093146,8930577,1904070
1505,0.3,0.125,S6,10,1041926,8981797,1831770
1506,0.3,0.125,S7,10,1271841,8751882,1963890
1507,0.3,0.125,S8,10,1149785,8873938,1878600
1508,0.3,0.125,S9,10,746642,9277081,1556620
1509,0.3,0.125,S10,10,1182753,8840970,1829960
1510,0.3,0.125,S1,50,3711848,6311875,8652150
1511,0.3,0.125,S2,50,2992646,7031077,7765400
1512,0.3,0.125,S3,50,3003509,7020214,7118300
1513,0.3,0.125,S4,50,2588983,7434740,6782550
1514,0.3,0.125,S5,50,3138441,6885282,6712000
1515,0.3,0.125,S6,50,2472395,7551328,6330100
1516,0.3,0.125,S7,50,3115840,6907883,8397750
1517,0.3,0.125,S8,50,3224763,6798960,7775350
1518,0.3,0.125,S9,50,2953176,7070547,7644750
1519,0.3,0.125,S10,50,2942171,7081552,7576550
1520,0.3,0.125,S1,90,4944173,5079550,10023723
1521,0.3,0.125,S2,90,4903503,5120220,10023723
1522,0.3,0.125,S3,90,5090257,4933466,10023723
1523,0.3,0.125,S4,90,4856752,5166971,10023723
1524,0.3,0.125,S5,90,4469480,5554243,10023723
1525,0.3,0.125,S6,90,4081238,5942485,10023723
1526,0.3,0.125,S7,90,5050856,4972867,10023723
1527,0.3,0.125,S8,90,4140217,5883506,10023723
1528,0.3,0.125,S9,90,4229711,5794012,10023723
1529,0.3,0.125,S10,90,4467493,5556230,10023723
1530,0.3,0.125,S1,130,5919763,4103960,10023723
1531,0.3,0.125,S2,130,6870824,3152899,10023723
1532,0.3,0.125,S3,130,6594720,3429003,10023723
1533,0.3,0.125,S4,130,4979409,5044314,10023723
1534,0.3,0.125,S5,130,6288610,3735113,10023723
1535,0.3,0.125,S6,130,6477573,3546150,10023723
1536,0.3,0.125,S7,130,5098829,4924894,10023723
1537,0.3,0.125,S8,130,6430198,3593525,10023723
1538,0.3,0.125,S9,130,6113758,3909965,10023723
1539,0.3,0.125,S10,130,6980010,3043713,10023723
1540,0.3,0.125,S1,170,6651278,3372445,10023723
1541,0.3,0.125,S2,170,6809309,3214414,10023723
1542,0.3,0.125,S3,170,6656632,3367091,10023723
1543,0.3,0.125,S4,170,6812320,3211403,10023723
1544,0.3,0.125,S5,170,6300306,3723417,10023723
1545,0.3,0.125,S6,170,6437397,3586326,10023723
1546,0.3,0.125,S7,170,6817260,3206463,10023723
1547,0.3,0.125,S8,170,6898066,3125657,10023723
1548,0.3,0.125,S9,170,5636254,4387469,10023723
1549,0.3,0.125,S10,170,7220521,2803202,10023723
1550,0.3,0.136,S1,10,1221385,8802338,2000450
1551,0.3,0.136,S2,10,765827,9257896,1856520
1552,0.3,0.136,S3,10,1181665,8842058,1986230
1553,0.3,0.136,S4,10,1248452,8775271,1790100
1554,0.3,0.136,S5,10,1147029,8876694,1839550
1555,0.3,0.136,S6,10,1124112,8899611,1941100
1556,0.3,0.136,S7,10,1094279,8929444,1892850
1557,0.3,0.136,S8,10,1012903,9010820,1847990
1558,0.3,0.136,S9,10,999868,9023855,1709830
1559,0.3,0.136,S10,10,752523,9271200,1485610
1560,0.3,0.136,S1,50,3369607,6654116,8443550
1561,0.3,0.136,S2,50,2569868,7453855,6647700
1562,0.3,0.136,S3,50,2998714,7025009,6870950
1563,0.3,0.136,S4,50,2817896,7205827,9022650
1564,0.3,0.136,S5,50,2518365,7505358,6551150
1565,0.3,0.136,S6,50,3434542,6589181,9931000
1566,0.3,0.136,S7,50,3415068,6608655,9876350
1567,0.3,0.136,S8,50,3012615,7011108,7055000
1568,0.3,0.136,S9,50,2708073,7315650,6573700
1569,0.3,0.136,S10,50,2981310,7042413,8869950
1570,0.3,0.136,S1,90,4058239,5965484,10023723
1571,0.3,0.136,S2,90,5235569,4788154,10023723
1572,0.3,0.136,S3,90,4500317,5523406,10023723
1573,0.3,0.136,S4,90,5589864,4433859,10023723
1574,0.3,0.136,S5,90,4644519,5379204,10023723
1575,0.3,0.136,S6,90,3755689,6268034,10023723
1576,0.3,0.136,S7,90,5062553,4961170,10023723
1577,0.3,0.136,S8,90,4874098,5149625,10023723
1578,0.3,0.136,S9,90,5050472,4973251,10023723
1579,0.3,0.136,S10,90,4862566,5161157,10023723
1580,0.3,0.136,S1,130,6274092,3749631,10023723
1581,0.3,0.136,S2,130,6689996,3333727,10023723
1582,0.3,0.136,S3,130,6311644,3712079,10023723
1583,0.3,0.136,S4,130,6503012,3520711,10023723
1584,0.3,0.136,S5,130,6096772,3926951,10023723
1585,0.3,0.136,S6,130,5642510,4381213,10023723
1586,0.3,0.136,S7,130,4661785,5361938,10023723
1587,0.3,0.136,S8,130,5646866,4376857,10023723
1588,0.3,0.136,S9,130,6345804,3677919,10023723
1589,0.3,0.136,S10,130,5868367,4155356,10023723
1590,0.3,0.136,S1,170,5433733,4589990,10023723
1591,0.3,0.136,S2,170,6332578,3691145,10023723
1592,0.3,0.136,S3,170,6852696,3171027,10023723
1593,0.3,0.136,S4,170,6893263,3130460,10023723
1594,0.3,0.136,S5,170,6079626,3944097,10023723
1595,0.3,0.136,S6,170,5762508,4261215,10023723
1596,0.3,0.136,S7,170,6652330,3371393,10023723
1597,0.3,0.136,S8,170,5753428,4270295,10023723
1598,0.3,0.136,S9,170,6370057,3653666,10023723
1599,0.3,0.136,S10,170,4630238,5393485,10023723
1600,0.3,0.143,S1,10,786788,9236935,1720080
1601,0.3,0.143,S2,10,920238,9103485,1784190
1602,0.3,0.143,S3,10,946802,9076921,1722380
1603,0.3,0.143,S4,10,698133,9325590,1306470
1604,0.3,0.143,S5,10,721847,9301876,1598100
1605,0.3,0.143,S6,10,1036366,8987357,1878330
1606,0.3,0.143,S7,10,972109,9051614,1737800
1607,0.3,0.143,S8,10,801777,9221946,1842380
1608,0.3,0.143,S9,10,1027338,8996385,1850120
1609,0.3,0.143,S10,10,1203146,8820577,1898220
1610,0.3,0.143,S1,50,3839926,6183797,9094300
1611,0.3,0.143,S2,50,2626010,7397713,6767950
1612,0.3,0.143,S3,50,2669210,7354513,6632050
1613,0.3,0.143,S4,50,3094098,6929625,8848550
1614,0.3,0.143,S5,50,2609139,7414584,9741100
1615,0.3,0.143,S6,50,3190871,6832852,7583400
1616,0.3,0.143,S7,50,2956818,7066905,8941050
1617,0.3,0.143,S8,50,3171801,6851922,9498350
1618,0.3,0.143,S9,50,2551073,7472650,6512100
1619,0.3,0.143,S10,50,2867350,7156373,6730400
1620,0.3,0.143,S1,90,4797387,5226336,10023723
1621,0.3,0.143,S2,90,5507124,4516599,10023723
1622,0.3,0.143,S3,90,5041676,4982047,10023723
1623,0.3,0.143,S4,90,5060002,4963721,10023723
1624,0.3,0.143,S5,90,4204146,5819577,10023723
1625,0.3,0.143,S6,90,4378541,5645182,10023723
1626,0.3,0.143,S7,90,4160516,5863207,10023723
1627,0.3,0.143,S8,90,4397623,5626100,10023723
1628,0.3,0.143,S9,90,4410571,5613152,10023723
1629,0.3,0.143,S10,90,4595924,5427799,10023723
1630,0.3,0.143,S1,130,5512943,4510780,10023723
1631,0.3,0.143,S2,130,6531704,3492019,10023723
1632,0.3,0.143,S3,130,6856794,3166929,10023723
1633,0.3,0.143,S4,130,5938230,4085493,10023723
1634,0.3,0.143,S5,130,6211216,3812507,10023723
1635,0.3,0.143,S6,130,6334523,3689200,10023723
1636,0.3,0.143,S7,130,6332554,3691169,10023723
1637,0.3,0.143,S8,130,6254838,3768885,10023723
1638,0.3,0.143,S9,130,5225652,4798071,10023723
1639,0.3,0.143,S10,130,6355432,3668291,10023723
1640,0.3,0.143,S1,170,5937548,4086175,10023723
1641,0.3,0.143,S2,170,4525489,5498234,10023723
1642,0.3,0.143,S3,170,7496623,2527100,10023723
1643,0.3,0.143,S4,170,6450679,3573044,10023723
1644,0.3,0.143,S5,170,6337863,3685860,10023723
1645,0.3,0.143,S6,170,6295036,3728687,10023723
1646,0.3,0.143,S7,170,6023796,3999927,10023723
1647,0.3,0.143,S8,170,5489953,4533770,10023723
1648,0.3,0.143,S9,170,6945445,3078278,10023723
1649,0.3,0.143,S10,170,6905780,3117943,10023723
1650,0.4,0.2,S1,10,1051717,8972006,1889460
1651,0.4,0.2,S2,10,1108397,8915326,1647180
1652,0.4,0.2,S3,10,1135198,8888525,1907700
1653,0.4,0.2,S4,10,961256,9062467,1912900
1654,0.4,0.2,S5,10,1233601,8790122,2137900
1655,0.4,0.2,S6,10,1195348,8828375,2157220
1656,0.4,0.2,S7,10,1311311,8712412,1787250
1657,0.4,0.2,S8,10,686665,9337058,1415530
1658,0.4,0.2,S9,10,1041509,8982214,1784430
1659,0.4,0.2,S10,10,964422,9059301,1624630
1660,0.4,0.2,S1,50,2532009,7491714,6857700
1661,0.4,0.2,S2,50,2933932,7089791,7329000
1662,0.4,0.2,S3,50,2611268,7412455,6675350
1663,0.4,0.2,S4,50,3056121,6967602,9571800
1664,0.4,0.2,S5,50,3063390,6960333,9081400
1665,0.4,0.2,S6,50,3325955,6697768,8128050
1666,0.4,0.2,S7,50,2845192,7178531,9541950
1667,0.4,0.2,S8,50,3159213,6864510,8094250
1668,0.4,0.2,S9,50,2706393,7317330,6887600
1669,0.4,0.2,S10,50,2463019,7560704,6889750
1670,0.4,0.2,S1,90,5603237,4420486,10023723
1671,0.4,0.2,S2,90,4410904,5612819,10023723
1672,0.4,0.2,S3,90,4318845,5704878,10023723
1673,0.4,0.2,S4,90,5277419,4746304,10023723
1674,0.4,0.2,S5,90,3805855,6217868,10023723
1675,0.4,0.2,S6,90,4515242,5508481,10023723
1676,0.4,0.2,S7,90,4844870,5178853,10023723
1677,0.4,0.2,S8,90,4880582,5143141,10023723
1678,0.4,0.2,S9,90,4957642,5066081,10023723
1679,0.4,0.2,S10,90,5352121,4671602,10023723
1680,0.4,0.2,S1,130,6098962,3924761,10023723
1681,0.4,0.2,S2,130,6318060,3705663,10023723
1682,0.4,0.2,S3,130,4839152,5184571,10023723
1683,0.4,0.2,S4,130,5477895,4545828,10023723
1684,0.4,0.2,S5,130,6098400,3925323,10023723
1685,0.4,0.2,S6,130,5619871,4403852,10023723
1686,0.4,0.2,S7,130,5024769,4998954,10023723
1687,0.4,0.2,S8,130,6159947,3863776,10023723
1688,0.4,0.2,S9,130,4019256,6004467,10023723
1689,0.4,0.2,S10,130,6440027,3583696,10023723
1690,0.4,0.2,S1,170,5009221,5014502,10023723
1691,0.4,0.2,S2,170,5093569,4930154,10023723
1692,0.4,0.2,S3,170,5895031,4128692,10023723
1693,0.4,0.2,S4,170,4746199,5277524,10023723
1694,0.4,0.2,S5,170,6564407,3459316,10023723
1695,0.4,0.2,S6,170,6253764,3769959,10023723
1696,0.4,0.2,S7,170,5629023,4394700,10023723
1697,0.4,0.2,S8,170,4286717,5737006,10023723
1698,0.4,0.2,S9,170,5612620,4411103,10023723
1699,0.4,0.2,S10,170,6399628,3624095,10023723
1700,0.4,0.16,S1,10,1191822,8831901,1854440
1701,0.4,0.16,S2,10,1083361,8940362,1825870
1702,0.4,0.16,S3,10,1069888,8953835,1849760
1703,0.4,0.16,S4,10,1144813,8878910,1945400
1704,0.4,0.16,S5,10,1165384,8858339,1906900
1705,0.4,0.16,S6,10,929035,9094688,1904050
1706,0.4,0.16,S7,10,880043,9143680,1886850
1707,0.4,0.16,S8,10,1046703,8977020,1797590
1708,0.4,0.16,S9,10,1037467,8986256,1861720
1709,0.4,0.16,S10,10,1133037,8890686,1859910
1710,0.4,0.16,S1,50,3215202,6808521,8210500
1711,0.4,0.16,S2,50,3242486,6781237,9168500
1712,0.4,0.16,S3,50,2540191,7483532,6354000
1713,0.4,0.16,S4,50,3154347,6869376,7509700
1714,0.4,0.16,S5,50,2457327,7566396,6731150
1715,0.4,0.16,S6,50,2652566,7371157,9512100
1716,0.4,0.16,S7,50,2774290,7249433,6976050
1717,0.4,0.16,S8,50,2794547,7229176,6692600
1718,0.4,0.16,S9,50,2989029,7034694,9414200
1719,0.4,0.16,S10,50,2492885,7530838,6216800
1720,0.4,0.16,S1,90,4789922,5233801,10023723
1721,0.4,0.16,S2,90,5313049,4710674,10023723
1722,0.4,0.16,S3,90,4849329,5174394,10023723
1723,0.4,0.16,S4,90,4435534,5588189,10023723
1724,0.4,0.16,S5,90,4980792,5042931,10023723
1725,0.4,0.16,S6,90,4949537,5074186,10023723
1726,0.4,0.16,S7,90,4605325,5418398,10023723
1727,0.4,0.16,S8,90,4805043,5218680,10023723
1728,0.4,0.16,S9,90,4390828,5632895,10023723
1729,0.4,0.16,S10,90,4025300,5998423,10023723
1730,0.4,0.16,S1,130,6382084,3641639,10023723
1731,0.4,0.16,S2,130,6610874,3412849,10023723
1732,0.4,0.16,S3,130,6237863,3785860,10023723
1733,0.4,0.16,S4,130,6163968,3859755,10023723
1734,0.4,0.16,S5,130,5283556,4740167,10023723
1735,0.4,0.16,S6,130,5658041,4365682,10023723
1736,0.4,0.16,S7,130,6726963,3296760,10023723
1737,0.4,0.16,S8,130,4436947,5586776,10023723
1738,0.4,0.16,S9,130,6143008,3880715,10023723
1739,0.4,0.16,S10,130,4845586,5178137,10023723
1740,0.4,0.16,S1,170,6445443,3578280,10023723
1741,0.4,0.16,S2,170,6213437,3810286,10023723
1742,0.4,0.16,S3,170,4958066,5065657,10023723
1743,0.4,0.16,S4,170,5904352,4119371,10023723
1744,0.4,0.16,S5,170,6132441,3891282,10023723
1745,0.4,0.16,S6,170,5871740,4151983,10023723
1746,0.4,0.16,S7,170,4782427,5241296,10023723
1747,0.4,0.16,S8,170,5839643,4184080,10023723
1748,0.4,0.16,S9,170,6219152,3804571,10023723
1749,0.4,0.16,S10,170,5905405,4118318,10023723
1750,0.4,0.19,S1,10,1130900,8892823,2070790
1751,0.4,0.19,S2,10,896272,9127451,1602110
1752,0.4,0.19,S3,10,1141034,8882689,2046840
1753,0.4,0.19,S4,10,1006216,9017507,1895800
1754,0.4,0.19,S5,10,1337062,8686661,1921410
1755,0.4,0.19,S6,10,1052483,8971240,1765910
1756,0.4,0.19,S7,10,1152866,8870857,1860120
1757,0.4,0.19,S8,10,1082842,8940881,1352570
1758,0.4,0.19,S9,10,1212453,8811270,1897600
1759,0.4,0.19,S10,10,854791,9168932,1658170
1760,0.4,0.19,S1,50,3304397,6719326,7583500
1761,0.4,0.19,S2,50,3276450,6747273,6751450
