,,Machines,File,Accepted Load Algorithm,Accepted Load Greedy,Available Resource,Performance Ratio Algorithm,Performance Ratio Greedy,Difference In PR
4405,,90,S6,5333675,8395862,10023723,1.879327668,1.193888489,0.685439179
4406,,90,S7,4287891,8373212,10023723,2.337681392,1.197118024,1.140563368
4407,,90,S8,4473738,8356651,10023723,2.240569966,1.199490442,1.041079525
4408,,90,S9,4175900,8379952,10023723,2.400374291,1.196155181,1.20421911
4409,,90,S10,4741932,8354586,10023723,2.1138479,1.199786919,0.914060981
4410,,100,S1,5402457,8866066,10023723,1.855400793,1.130571665,0.724829128
4411,,100,S2,5327072,8837521,10023723,1.881657128,1.134223387,0.747433741
4412,,100,S3,4409047,8816453,10023723,2.273444352,1.136933753,1.136510599
4413,,100,S4,4468671,8899929,10023723,2.243110536,1.126269996,1.116840539
4414,,100,S5,4619932,8847199,10023723,2.169668948,1.132982654,1.036686294
4415,,100,S6,5983468,8866340,10023723,1.675236335,1.130536727,0.544699608
4416,,100,S7,5274754,8860575,10023723,1.90032047,1.131272293,0.769048177
4417,,100,S8,5134922,8831892,10023723,1.952069184,1.134946283,0.817122901
4418,,100,S9,4710173,8841013,10023723,2.128100815,1.133775394,0.994325421
4419,,100,S10,4620170,8834335,10023723,2.169557181,1.134632431,1.034924749
4420,,110,S1,4770539,9242539,10023723,2.101172006,1.084520498,1.016651508
4421,,110,S2,5227370,9209748,10023723,1.917546108,1.088381897,0.829164211
4422,,110,S3,5603825,9205833,10023723,1.78872877,1.088844757,0.699884013
4423,,110,S4,5151652,9264101,10023723,1.945729836,1.081996299,0.863733536
4424,,110,S5,4791458,9235431,10023723,2.091998511,1.085355193,1.006643317
4425,,110,S6,5621423,9240955,10023723,1.783129112,1.084706397,0.698422715
4426,,110,S7,6111937,9248550,10023723,1.64002394,1.083815625,0.556208315
4427,,110,S8,6105495,9213528,10023723,1.641754354,1.087935371,0.553818983
4428,,110,S9,5873364,9221872,10023723,1.706640862,1.086951001,0.619689861
4429,,110,S10,6085193,9226190,10023723,1.647231731,1.086442291,0.56078944
4430,,120,S1,4968023,9531191,10023723,2.017648268,1.051675808,0.965972459
4431,,120,S2,5983831,9508067,10023723,1.675134709,1.054233526,0.620901183
4432,,120,S3,6010668,9514233,10023723,1.667655409,1.053550297,0.614105112
4433,,120,S4,6284464,9553106,10023723,1.595000465,1.049263245,0.54573722
4434,,120,S5,4429342,9529313,10023723,2.263027556,1.051883069,1.211144487
4435,,120,S6,6692077,9537963,10023723,1.497849322,1.050929113,0.446920209
4436,,120,S7,6544681,9544103,10023723,1.531583128,1.05025302,0.481330108
4437,,120,S8,5975706,9510464,10023723,1.677412343,1.053967819,0.623444524
4438,,120,S9,6391920,9514688,10023723,1.568186554,1.053499915,0.514686639
4439,,120,S10,4880499,9531495,10023723,2.053831586,1.051642266,1.00218932
4440,,130,S1,5184905,9734460,10023723,1.933251043,1.029715362,0.903535681
4441,,130,S2,5326628,9729279,10023723,1.881813973,1.030263702,0.851550271
4442,,130,S3,6542659,9736371,10023723,1.532056462,1.029513255,0.502543207
4443,,130,S4,4785122,9749782,10023723,2.094768535,1.028097141,1.066671394
4444,,130,S5,4804751,9733369,10023723,2.086210711,1.029830781,1.05637993
4445,,130,S6,6564074,9756102,10023723,1.527058196,1.02743114,0.499627056
4446,,130,S7,6273462,9750941,10023723,1.597797675,1.027974941,0.569822734
4447,,130,S8,6697449,9736948,10023723,1.496647903,1.029452247,0.467195656
4448,,130,S9,6269945,9720490,10023723,1.598693928,1.031195238,0.56749869
4449,,130,S10,6244568,9754132,10023723,1.605190783,1.027638646,0.577552138
4450,,140,S1,5136327,9875838,10023723,1.951535212,1.014974425,0.936560786
4451,,140,S2,6801086,9876245,10023723,1.473841531,1.014932598,0.458908932
4452,,140,S3,6521949,9882778,10023723,1.536921402,1.014261678,0.522659724
4453,,140,S4,4741011,9886004,10023723,2.114258541,1.013930704,1.100327837
4454,,140,S5,4738559,9872239,10023723,2.115352579,1.015344442,1.100008137
4455,,140,S6,5425061,9896709,10023723,1.8476701,1.012833963,0.834836137
4456,,140,S7,6855225,9885065,10023723,1.462201897,1.01402702,0.448174878
4457,,140,S8,5274895,9881104,10023723,1.900269674,1.014433509,0.885836165
4458,,140,S9,5921041,9874130,10023723,1.692898766,1.015149993,0.677748773
4459,,140,S10,6680742,9898045,10023723,1.500390675,1.012697255,0.48769342
4460,,150,S1,6257061,9962759,10023723,1.60198582,1.006119188,0.595866632
4461,,150,S2,5415919,9958822,10023723,1.850788943,1.006516935,0.844272007
4462,,150,S3,6429983,9969972,10023723,1.558903499,1.005391289,0.55351221
4463,,150,S4,4769130,9966092,10023723,2.10179278,1.005782708,1.096010072
4464,,150,S5,5195076,9961593,10023723,1.929466094,1.006236954,0.92322914
4465,,150,S6,6830101,9977583,10023723,1.467580494,1.004624366,0.462956128
4466,,150,S7,5660591,9965869,10023723,1.770790894,1.005805214,0.764985681
4467,,150,S8,5288999,9965203,10023723,1.895202287,1.005872434,0.889329853
4468,,150,S9,6951701,9963835,10023723,1.441909397,1.006010537,0.43589886
4469,,150,S10,5522611,9970483,10023723,1.815033324,1.005339761,0.809693563
4470,,160,S1,6392727,9994894,10023723,1.567988591,1.002884373,0.565104218
4471,,160,S2,5564062,9997094,10023723,1.801511737,1.002663674,0.798848063
4472,,160,S3,5388557,10007832,10023723,1.860186874,1.001587856,0.858599017
4473,,160,S4,7215530,9998430,10023723,1.38918735,1.002529697,0.386657653
4474,,160,S5,4845802,10001168,10023723,2.068537468,1.002255237,1.066282232
4475,,160,S6,7009451,10003824,10023723,1.430029684,1.001989139,0.428040545
4476,,160,S7,6838187,10000434,10023723,1.465845114,1.002328799,0.463516315
4477,,160,S8,6876817,10002543,10023723,1.457610839,1.002117462,0.455493378
4478,,160,S9,6096351,9999455,10023723,1.644216844,1.002426932,0.641789912
4479,,160,S10,6830035,9998264,10023723,1.467594676,1.002546342,0.465048334
4480,,170,S1,5238346,10011176,10023723,1.91352824,1.001253299,0.91227494
4481,,170,S2,6965130,10013464,10023723,1.439129349,1.001024521,0.438104828
4482,,170,S3,6630382,10019766,10023723,1.511786651,1.000394919,0.511391732
4483,,170,S4,6864215,10013505,10023723,1.460286865,1.001020422,0.459266443
4484,,170,S5,4736417,10016763,10023723,2.116309227,1.000694835,1.115614392
4485,,170,S6,6987538,10017377,10023723,1.434514274,1.000633499,0.433880775
4486,,170,S7,6800401,10015908,10023723,1.47398999,1.000780259,0.473209731
4487,,170,S8,6873690,10016260,10023723,1.45827394,1.000745088,0.457528852
4488,,170,S9,4816434,10013867,10023723,2.081150287,1.000984235,1.080166052
4489,,170,S10,6862393,10012593,10023723,1.460674578,1.0011116,0.459562978
4490,,180,S1,5209884,10021606,10023723,1.923981993,1.000211244,0.923770749
4491,,180,S2,5407208,10021627,10023723,1.85377056,1.000209148,0.853561412
4492,,180,S3,6740377,10022876,10023723,1.487116077,1.000084507,0.48703157
4493,,180,S4,6806579,10022007,10023723,1.472652121,1.000171223,0.472480898
4494,,180,S5,4739169,10022831,10023723,2.115080302,1.000088997,1.114991305
4495,,180,S6,7035504,10023266,10023723,1.424734177,1.000045594,0.424688583
4496,,180,S7,7302682,10022709,10023723,1.372608447,1.00010117,0.372507277
4497,,180,S8,6968600,10023256,10023723,1.438412737,1.000046592,0.438366145
4498,,180,S9,5938610,10021439,10023723,1.687890432,1.000227911,0.687662521
4499,,180,S10,6996396,10021833,10023723,1.432698063,1.000188588,0.432509475
4500,,10,S1,1082736,1251350,1876400,1.733017097,1.499500539,0.233516558
4501,,10,S2,929820,1315270,1922450,2.067550709,1.461639055,0.605911654
4502,,10,S3,954179,1346713,1810410,1.897348401,1.344317609,0.553030792
4503,,10,S4,1169677,1243268,1798890,1.537937396,1.446904449,0.091032948
4504,,10,S5,962952,1233200,1695530,1.760762738,1.374902692,0.385860046
4505,,10,S6,1054375,1222687,1729350,1.640165975,1.414384875,0.2257811
4506,,10,S7,739584,1174242,1730000,2.339152821,1.473290855,0.865861966
4507,,10,S8,1090183,1205790,1842310,1.689908942,1.527886282,0.16202266
4508,,10,S9,1170726,1239523,1836720,1.568872648,1.48179582,0.087076828
4509,,10,S10,1124143,1249979,2033100,1.808577734,1.626507325,0.182070409
4510,,20,S1,1410718,2402523,3756400,2.662757546,1.563523013,1.099234533
4511,,20,S2,1164941,2422522,3846480,3.30186679,1.587799822,1.714066968
4512,,20,S3,1713606,2447030,3689420,2.153015337,1.507713432,0.645301905
4513,,20,S4,1385798,2358376,3619880,2.612126731,1.534903679,1.077223052
4514,,20,S5,1584416,2356941,3413400,2.154358451,1.448233112,0.706125339
4515,,20,S6,1798549,2401494,3502000,1.947125155,1.458258901,0.488866254
4516,,20,S7,1629264,2293664,3490280,2.142243369,1.52170501,0.620538359
4517,,20,S8,1228409,2364179,3748940,3.051866276,1.585725954,1.466140322
4518,,20,S9,1963885,2404605,3691060,1.879468502,1.534996392,0.34447211
4519,,20,S10,1399137,2359682,4171500,2.981480727,1.767822952,1.213657775
4520,,30,S1,1769771,3471208,5642220,3.188107388,1.625434143,1.562673245
4521,,30,S2,1918359,3478280,5829630,3.038862903,1.676009407,1.362853496
4522,,30,S3,1742580,3519027,5546340,3.182832352,1.576100439,1.606731913
4523,,30,S4,2443696,3519002,5430120,2.222093092,1.543085227,0.679007865
4524,,30,S5,1534635,3473307,5200590,3.388812323,1.497302139,1.891510185
4525,,30,S6,2614987,3525276,5261490,2.012052068,1.492504417,0.519547651
4526,,30,S7,2054990,3391522,5246790,2.553194906,1.547031097,1.006163809
4527,,30,S8,1557868,3415855,5630010,3.613919793,1.648199353,1.96572044
4528,,30,S9,1698563,3465130,5543310,3.26352923,1.599740847,1.663788384
4529,,30,S10,2062179,3440584,6271500,3.041200594,1.822801013,1.218399581
4530,,40,S1,2446033,4446208,7550360,3.086777652,1.698157171,1.388620481
4531,,40,S2,2205119,4508925,7779920,3.528117984,1.725448971,1.802669013
4532,,40,S3,2433096,4527569,7377160,3.032005313,1.629386543,1.402618771
4533,,40,S4,2498849,4498940,7240160,2.897397962,1.609303525,1.288094437
4534,,40,S5,2403279,4532867,6992160,2.909424998,1.542546913,1.366878085
4535,,40,S6,1856724,4533834,7007760,3.774260472,1.545658707,2.228601764
4536,,40,S7,2569419,4453369,6992280,2.721346732,1.57011018,1.151236553
4537,,40,S8,2555926,4466576,7512960,2.939427824,1.682040113,1.257387711
4538,,40,S9,2494563,4428233,7397600,2.965489346,1.670553469,1.294935877
4539,,40,S10,2547134,4531878,8344200,3.275917168,1.84122344,1.434693728
4540,,50,S1,2478762,5380309,9448500,3.811781849,1.756125903,2.055655946
4541,,50,S2,3421746,5466712,9721200,2.841005732,1.778253546,1.062752186
4542,,50,S3,3465012,5488760,9223700,2.661953263,1.680470635,0.981482629
4543,,50,S4,3158157,5477262,9060350,2.868872573,1.654175024,1.21469755
4544,,50,S5,2920573,5419254,8754500,2.997528225,1.615443749,1.382084476
4545,,50,S6,2450442,5421264,8765900,3.577272998,1.616947634,1.960325364
4546,,50,S7,3146728,5354971,8697300,2.763918585,1.624154454,1.139764131
4547,,50,S8,2482745,5401705,9399300,3.785849936,1.740061703,2.045788234
4548,,50,S9,3312482,5387526,9243500,2.79050573,1.715722578,1.074783151
4549,,50,S10,2984973,5457413,10023723,3.35806153,1.836716957,1.521344573
4550,,60,S1,3045113,6277202,10023723,3.291740898,1.596845697,1.694895201
4551,,60,S2,3417242,6330144,10023723,2.93327865,1.583490518,1.349788132
4552,,60,S3,3634481,6358316,10023723,2.757951686,1.576474494,1.181477191
4553,,60,S4,3069446,6384382,10023723,3.265645657,1.570038102,1.695607555
4554,,60,S5,3206596,6335215,10023723,3.125970032,1.582223018,1.543747013
4555,,60,S6,3494851,6333032,10023723,2.868140301,1.582768412,1.28537189
4556,,60,S7,3645041,6238573,10023723,2.74996166,1.606733303,1.143228358
4557,,60,S8,2725737,6308663,10023723,3.677435864,1.588882304,2.088553561
4558,,60,S9,3089691,6310795,10023723,3.244247726,1.588345525,1.6559022
4559,,60,S10,3963745,6347324,10023723,2.528851629,1.579204559,0.94964707
4560,,70,S1,3061217,7088106,10023723,3.274424191,1.41416099,1.860263201
4561,,70,S2,3895932,7133849,10023723,2.572869085,1.405093239,1.167775846
4562,,70,S3,4177895,7172856,10023723,2.39922808,1.397452145,1.001775936
4563,,70,S4,4118713,7210419,10023723,2.433702712,1.390172055,1.043530657
4564,,70,S5,3816590,7181143,10023723,2.626355726,1.395839492,1.230516234
4565,,70,S6,3430151,7153557,10023723,2.922239575,1.401222217,1.521017358
4566,,70,S7,4199376,7052560,10023723,2.386955348,1.421288582,0.965666766
4567,,70,S8,3627826,7149653,10023723,2.76301096,1.401987341,1.361023619
4568,,70,S9,4116968,7103105,10023723,2.434734251,1.411174831,1.02355942
4569,,70,S10,3391054,7138211,10023723,2.955931401,1.404234618,1.551696782
4570,,80,S1,3658868,7754195,10023723,2.739569452,1.292683896,1.446885556
4571,,80,S2,3885348,7820247,10023723,2.579877787,1.281765525,1.298112262
4572,,80,S3,4628126,7833956,10023723,2.165827594,1.279522504,0.88630509
4573,,80,S4,5159884,7885335,10023723,1.942625648,1.271185435,0.671440213
4574,,80,S5,4383408,7852806,10023723,2.28674196,1.276451118,1.010290841
4575,,80,S6,4625167,7846392,10023723,2.167213205,1.277494548,0.889718658
4576,,80,S7,3813843,7761844,10023723,2.628247413,1.291410005,1.336837408
4577,,80,S8,4320071,7824439,10023723,2.320268116,1.28107881,1.039189306
4578,,80,S9,3776356,7809316,10023723,2.654337409,1.283559661,1.370777748
4579,,80,S10,3941432,7807257,10023723,2.543167813,1.283898173,1.25926964
4580,,90,S1,4692454,8309108,10023723,2.136136657,1.206353678,0.929782978
4581,,90,S2,3915951,8384778,10023723,2.559716146,1.195466714,1.364249432
4582,,90,S3,5135538,8381448,10023723,1.951835037,1.19594168,0.755893357
4583,,90,S4,5032230,8436321,10023723,1.991904782,1.188162826,0.803741956
4584,,90,S5,4785901,8416603,10023723,2.09442757,1.190946395,0.903481175
4585,,90,S6,4208212,8408542,10023723,2.381943448,1.192088117,1.189855331
4586,,90,S7,4209385,8336632,10023723,2.381279688,1.202370814,1.178908875
4587,,90,S8,3606390,8385268,10023723,2.779434005,1.195396856,1.584037149
4588,,90,S9,4692205,8370262,10023723,2.136250015,1.197539934,0.938710081
4589,,90,S10,4809115,8366137,10023723,2.084317593,1.198130392,0.886187201
4590,,100,S1,5295454,8783996,10023723,1.892892092,1.141134741,0.751757351
4591,,100,S2,4852925,8857444,10023723,2.065501321,1.131672184,0.933829137
4592,,100,S3,5345292,8841982,10023723,1.875243298,1.133651143,0.741592155
4593,,100,S4,5395210,8900826,10023723,1.85789302,1.126156494,0.731736526
4594,,100,S5,4981057,8895223,10023723,2.01236866,1.126865847,0.885502813
4595,,100,S6,4808903,8868819,10023723,2.08440948,1.13022072,0.954188759
4596,,100,S7,4544741,8820489,10023723,2.20556529,1.136413525,1.069151764
4597,,100,S8,5520042,8839415,10023723,1.815878031,1.13398036,0.681897672
4598,,100,S9,5508162,8844283,10023723,1.819794516,1.133356203,0.686438313
4599,,100,S10,5517335,8834742,10023723,1.816768965,1.134580161,0.682188805
4600,,110,S1,5525500,9179186,10023723,1.814084336,1.092005653,0.722078683
4601,,110,S2,5073716,9237802,10023723,1.975617674,1.085076623,0.89054105
4602,,110,S3,5761815,9219130,10023723,1.739681507,1.087274287,0.652407219
4603,,110,S4,6147710,9275725,10023723,1.630480781,1.080640381,0.549840399
4604,,110,S5,5082646,9266658,10023723,1.972146595,1.081697738,0.890448856
4605,,110,S6,5460636,9247267,10023723,1.835632882,1.083965998,0.751666885
4606,,110,S7,4870809,9220156,10023723,2.057917484,1.087153298,0.970764186
4607,,110,S8,5012338,9221917,10023723,1.999809869,1.086945697,0.912864172
4608,,110,S9,5911277,9228776,10023723,1.695695025,1.086137858,0.609557167
4609,,110,S10,5721186,9222083,10023723,1.752035854,1.086926132,0.665109723
4610,,120,S1,5826121,9480469,10023723,1.720479715,1.057302439,0.663177276
4611,,120,S2,6087754,9527161,10023723,1.646538773,1.052120668,0.594418104
4612,,120,S3,4957996,9513613,10023723,2.021728739,1.053618956,0.968109782
4613,,120,S4,6182512,9552606,10023723,1.621302636,1.049318165,0.57198447
4614,,120,S5,5099433,9564108,10023723,1.965654417,1.048056233,0.917598184
4615,,120,S6,6384023,9539399,10023723,1.570126392,1.050770913,0.519355479
4616,,120,S7,5051804,9525291,10023723,1.984186837,1.05232722,0.931859617
4617,,120,S8,5265535,9521981,10023723,1.903647588,1.052693027,0.850954561
4618,,120,S9,6385227,9528479,10023723,1.569830329,1.051975137,0.517855192
4619,,120,S10,6213858,9522946,10023723,1.613123924,1.052586353,0.560537571
4620,,130,S1,6303570,9709208,10023723,1.590166049,1.032393476,0.557772572
4621,,130,S2,4393844,9743189,10023723,2.281310625,1.028792832,1.252517793
4622,,130,S3,6366108,9732533,10023723,1.574544918,1.029919241,0.544625677
4623,,130,S4,6466178,9749650,10023723,1.5501774,1.02811106,0.52206634
4624,,130,S5,6648611,9769819,10023723,1.507641671,1.025988608,0.481653063
4625,,130,S6,6315191,9752143,10023723,1.587239879,1.027848238,0.559391641
4626,,130,S7,5431871,9741895,10023723,1.845353654,1.028929484,0.81642417
4627,,130,S8,6259946,9743534,10023723,1.601247519,1.028756404,0.572491115
4628,,130,S9,4882102,9741790,10023723,2.053157226,1.028940575,1.024216652
4629,,130,S10,6475244,9733335,10023723,1.548006994,1.029834378,0.518172616
4630,,140,S1,6614208,9861667,10023723,1.515483486,1.016432922,0.499050565
4631,,140,S2,5274924,9888214,10023723,1.900259226,1.013704093,0.886555134
4632,,140,S3,6239672,9875212,10023723,1.606450307,1.015038766,0.591411541
4633,,140,S4,6751174,9878589,10023723,1.484737766,1.014691774,0.470045991
4634,,140,S5,6649480,9897574,10023723,1.507444642,1.012745447,0.494699196
4635,,140,S6,6384865,9890977,10023723,1.569919333,1.013420919,0.556498414
4636,,140,S7,5620203,9883910,10023723,1.783516183,1.014145515,0.769370667
4637,,140,S8,5724386,9884782,10023723,1.751056445,1.014056051,0.737000394
4638,,140,S9,6769204,9886439,10023723,1.480783117,1.013886092,0.466897025
4639,,140,S10,6611914,9878936,10023723,1.516009283,1.014656133,0.50135315
4640,,150,S1,6598839,9952931,10023723,1.519013117,1.007112679,0.511900439
4641,,150,S2,6887989,9972184,10023723,1.455246662,1.005168276,0.450078386
4642,,150,S3,6490707,9956122,10023723,1.544319132,1.006789893,0.537529239
4643,,150,S4,6243050,9959025,10023723,1.605581086,1.006496419,0.599084667
4644,,150,S5,6396028,9970507,10023723,1.567179349,1.005337341,0.561842008
4645,,150,S6,6915140,9966425,10023723,1.449532909,1.005749103,0.443783806
4646,,150,S7,5092946,9970371,10023723,1.968158115,1.005351055,0.962807061
4647,,150,S8,6553792,9964967,10023723,1.529453941,1.005896256,0.523557684
4648,,150,S9,6993051,9969613,10023723,1.433383369,1.005427493,0.427955876
4649,,150,S10,5975499,9957502,10023723,1.677470451,1.006650363,0.670820088
4650,,160,S1,6356455,9993528,10023723,1.576936044,1.003021455,0.573914588
4651,,160,S2,7247614,10005772,10023723,1.383037645,1.001794064,0.381243581
4652,,160,S3,6542368,9992732,10023723,1.532124607,1.003101354,0.529023253
4653,,160,S4,5135615,9995584,10023723,1.951805772,1.002815143,0.948990629
4654,,160,S5,6549696,10001088,10023723,1.530410419,1.002263254,0.528147165
4655,,160,S6,6575708,9998752,10023723,1.524356465,1.002497412,0.521859053
4656,,160,S7,6390983,10006984,10023723,1.568416471,1.001672732,0.566743739
4657,,160,S8,7194630,9997331,10023723,1.393222862,1.002639905,0.390582957
4658,,160,S9,7082639,10002567,10023723,1.415252563,1.002115057,0.413137506
4659,,160,S10,6471114,9990909,10023723,1.548994964,1.003284386,0.545710579
4660,,170,S1,5459420,10011715,10023723,1.836041741,1.001199395,0.834842346
4661,,170,S2,7081200,10017266,10023723,1.415540163,1.000644587,0.414895576
4662,,170,S3,6592193,10010321,10023723,1.520544529,1.001338818,0.519205711
4663,,170,S4,6619359,10011753,10023723,1.51430418,1.001195595,0.513108585
4664,,170,S5,6573007,10016863,10023723,1.524982858,1.000684845,0.524298013
4665,,170,S6,5021313,10014668,10023723,1.996235447,1.000904174,0.995331273
4666,,170,S7,6300988,10018473,10023723,1.590817662,1.000524032,0.59029363
4667,,170,S8,5465150,10013539,10023723,1.834116721,1.001017023,0.833099698
4668,,170,S9,6439471,10016258,10023723,1.556606591,1.000745288,0.555861303
4669,,170,S10,6562819,10008818,10023723,1.527350213,1.001489187,0.525861027
4670,,180,S1,6562763,10020868,10023723,1.527363246,1.000284905,0.527078341
4671,,180,S2,7314765,10022951,10023723,1.370341084,1.000077023,0.370264061
4672,,180,S3,6653630,10019588,10023723,1.506504419,1.000412692,0.506091728
4673,,180,S4,6626208,10022114,10023723,1.51273896,1.000160545,0.512578415
4674,,180,S5,6699998,10023009,10023723,1.496078506,1.000071236,0.49600727
4675,,180,S6,4978961,10022911,10023723,2.013215809,1.000081014,1.013134795
4676,,180,S7,6393528,10022586,10023723,1.567792149,1.000113444,0.567678705
4677,,180,S8,7261515,10021471,10023723,1.380390043,1.000224718,0.380165325
4678,,180,S9,6569658,10023164,10023723,1.525760245,1.000055771,0.525704474
4679,,180,S10,6687451,10018797,10023723,1.49888545,1.000491676,0.498393774
4680,,10,S1,995296,1216080,2019170,2.028713066,1.660392408,0.368320658
4681,,10,S2,1187987,1276589,1887990,1.589234562,1.478933314,0.110301249
4682,,10,S3,1026161,1231851,1919610,1.870671366,1.558313465,0.312357902
4683,,10,S4,953917,1204089,1797260,1.884084255,1.492630528,0.391453727
4684,,10,S5,915520,1318902,1809690,1.97667992,1.372118626,0.604561294
4685,,10,S6,1149972,1288749,1913570,1.664014428,1.484827534,0.179186894
4686,,10,S7,1134660,1279773,1859070,1.638437946,1.452656057,0.185781889
4687,,10,S8,1192510,1328003,1919480,1.609613337,1.445388301,0.164225035
4688,,10,S9,1083260,1345957,1760060,1.624780754,1.307664361,0.317116394
4689,,10,S10,1248226,1290487,1727230,1.383747815,1.3384327,0.045315115
4690,,20,S1,1897531,2417868,3876000,2.042654376,1.60306518,0.439589196
4691,,20,S2,1439553,2451693,3787700,2.631163979,1.54493242,1.086231559
4692,,20,S3,2000058,2396131,3797400,1.898644939,1.584804837,0.313840102
4693,,20,S4,1313462,2455980,3595640,2.73752876,1.464034723,1.273494036
4694,,20,S5,1709545,2502727,3648120,2.13397132,1.457657987,0.676313333
4695,,20,S6,2355952,2428166,3895500,1.653471718,1.604297235,0.049174483
4696,,20,S7,1619480,2384135,3691480,2.279423025,1.548351918,0.731071107
4697,,20,S8,1387287,2481746,3845260,2.771784065,1.549417225,1.22236684
4698,,20,S9,1337950,2492060,3582840,2.677857917,1.437702142,1.240155775
4699,,20,S10,1491565,2460777,3475440,2.330062719,1.412334397,0.917728323
4700,,30,S1,2460217,3474331,5924070,2.407946128,1.705096607,0.702849521
4701,,30,S2,1817612,3490850,5687850,3.129298222,1.629359612,1.499938611
4702,,30,S3,1948623,3470901,5852640,3.003474761,1.68620194,1.317272821
4703,,30,S4,1910274,3469882,5409600,2.831845065,1.559015552,1.272829514
4704,,30,S5,2089817,3472591,5480730,2.622588485,1.578282614,1.044305871
4705,,30,S6,2076779,3530362,5861460,2.822380234,1.660299992,1.162080242
4706,,30,S7,1986977,3481276,5537220,2.786755961,1.590571963,1.196183999
4707,,30,S8,2126470,3517106,5813280,2.733770051,1.652858913,1.080911138
4708,,30,S9,1726327,3502583,5325150,3.084670517,1.520349411,1.564321107
4709,,30,S10,2058901,3575602,5315880,2.581901704,1.486709091,1.095192613
4710,,40,S1,2635064,4491890,7839600,2.975108005,1.745278713,1.229829292
4711,,40,S2,2399325,4498850,7527640,3.13739906,1.673236494,1.464162566
4712,,40,S3,2448295,4411755,7594800,3.10207716,1.721491787,1.380585373
4713,,40,S4,2387989,4461016,7207680,3.018305361,1.615703687,1.402601673
4714,,40,S5,2177418,4473774,7311840,3.358032312,1.634378491,1.72365382
4715,,40,S6,2147927,4520734,7830920,3.645803605,1.73222313,1.913580475
4716,,40,S7,2469716,4505632,7382960,2.989396352,1.63860697,1.350789382
4717,,40,S8,2388789,4536345,7701200,3.223892943,1.697666293,1.52622665
4718,,40,S9,3211430,4507486,7131760,2.220742784,1.582203472,0.638539312
4719,,40,S10,2829464,4554391,7088400,2.505209467,1.55638811,0.948821357
4720,,50,S1,3226430,5461467,9844400,3.051174208,1.80251936,1.248654848
4721,,50,S2,2800016,5400811,9244350,3.301534706,1.711659601,1.589875105
4722,,50,S3,2967378,5362256,9931850,3.347012076,1.852177516,1.49483456
4723,,50,S4,2954722,5440623,9023500,3.053925209,1.658541678,1.39538353
4724,,50,S5,2899703,5380985,9132250,3.149374264,1.697133517,1.452240746
4725,,50,S6,3500435,5445733,9795750,2.798437908,1.798793661,0.999644247
4726,,50,S7,2586840,5425092,9228700,3.567557329,1.701114009,1.86644332
4727,,50,S8,2950026,5516873,9706250,3.290225239,1.759375284,1.530849955
4728,,50,S9,2869825,5445859,8915550,3.106652845,1.637124648,1.469528196
4729,,50,S10,2431919,5450618,8856850,3.641918172,1.624925834,2.016992338
4730,,60,S1,3624560,6342019,10023723,2.76550064,1.580525539,1.184975101
4731,,60,S2,2963395,6302277,10023723,3.3825133,1.590492293,1.792021006
4732,,60,S3,4016682,6298424,10023723,2.495523171,1.591465262,0.904057909
4733,,60,S4,3500203,6320802,10023723,2.863754759,1.58583088,1.277923879
4734,,60,S5,3687153,6263757,10023723,2.718553583,1.600273286,1.118280297
4735,,60,S6,3325853,6335711,10023723,3.013880349,1.582099152,1.431781197
4736,,60,S7,3574081,6291083,10023723,2.80455955,1.593322326,1.211237223
4737,,60,S8,3533993,6387447,10023723,2.83637319,1.569284724,1.267088467
4738,,60,S9,3665299,6351403,10023723,2.734762703,1.578190362,1.156572341
4739,,60,S10,3383269,6357272,10023723,2.962733084,1.576733385,1.385999699
4740,,70,S1,3646665,7127185,10023723,2.748736997,1.406407018,1.342329979
4741,,70,S2,3541300,7106711,10023723,2.830520713,1.41045879,1.420061922
4742,,70,S3,4197360,7131960,10023723,2.388101807,1.405465398,0.982636409
4743,,70,S4,3746113,7132458,10023723,2.675766321,1.405367266,1.270399055
4744,,70,S5,4099794,7126006,10023723,2.444933331,1.406639708,1.038293623
4745,,70,S6,3532952,7137513,10023723,2.83720894,1.404371943,1.432836997
4746,,70,S7,4069971,7132348,10023723,2.462848752,1.405388941,1.057459812
4747,,70,S8,3865136,7159572,10023723,2.593368771,1.400045003,1.193323769
4748,,70,S9,3845135,7187494,10023723,2.606858537,1.394606103,1.212252434
4749,,70,S10,4251317,7161180,10023723,2.357792421,1.399730631,0.95806179
4750,,80,S1,3811809,7839999,10023723,2.629649859,1.27853626,1.351113599
4751,,80,S2,4774475,7768710,10023723,2.099439834,1.290268655,0.809171179
4752,,80,S3,4193663,7798313,10023723,2.390207081,1.285370695,1.104836387
4753,,80,S4,4037202,7837070,10023723,2.482839105,1.279014096,1.203825009
4754,,80,S5,4635997,7801417,10023723,2.16215045,1.284859276,0.877291174
4755,,80,S6,4237130,7815552,10023723,2.365686915,1.282535514,1.083151402
4756,,80,S7,4061598,7834520,10023723,2.467925925,1.279430393,1.188495532
4757,,80,S8,4413906,7846136,10023723,2.270941656,1.277536229,0.993405426
4758,,80,S9,4530654,7854590,10023723,2.212422975,1.2761612,0.936261775
4759,,80,S10,4774814,7847759,10023723,2.099290779,1.277272021,0.822018757
4760,,90,S1,5040452,8408811,10023723,1.988655581,1.192049982,0.796605599
4761,,90,S2,4086472,8343429,10023723,2.452903874,1.201391298,1.251512576
