,,Machines,File,Accepted Load Algorithm,Accepted Load Greedy,Available Resource,Performance Ratio Algorithm,Performance Ratio Greedy,Difference In PR
13583,,90,S4,3910419,8899670,10023723,2.56333733,1.126302773,1.437034557
13584,,90,S5,4299724,8827298,10023723,2.331248006,1.135536945,1.195711061
13585,,90,S6,4593840,8857078,10023723,2.18199219,1.131718948,1.050273241
13586,,90,S7,4851180,8873557,10023723,2.066244295,1.129617244,0.936627052
13587,,90,S8,5019753,8845202,10023723,1.996855821,1.13323845,0.863617372
13588,,90,S9,4785274,8892275,10023723,2.094701996,1.12723943,0.967462566
13589,,90,S10,4603692,8833137,10023723,2.177322679,1.134786317,1.042536363
13590,,100,S1,4745088,9242751,10023723,2.112441961,1.084495623,1.027946338
13591,,100,S2,5327101,9216513,10023723,1.881646884,1.087583015,0.794063869
13592,,100,S3,4919249,9278036,10023723,2.037653105,1.080371212,0.957281893
13593,,100,S4,4044845,9325763,10023723,2.478147618,1.074842134,1.403305484
13594,,100,S5,4970325,9232424,10023723,2.016713796,1.085708694,0.931005103
13595,,100,S6,4553922,9277195,10023723,2.201118728,1.08046915,1.120649578
13596,,100,S7,5119195,9285949,10023723,1.958066258,1.079450576,0.878615682
13597,,100,S8,4389014,9261411,10023723,2.28382115,1.082310568,1.201510582
13598,,100,S9,4967564,9297895,10023723,2.017834697,1.078063691,0.939771006
13599,,100,S10,5040020,9232911,10023723,1.988826036,1.085651427,0.90317461
13600,,110,S1,4083101,9582804,10023723,2.454928987,1.046011481,1.408917506
13601,,110,S2,4368571,9570794,10023723,2.294508433,1.047324078,1.247184355
13602,,110,S3,5033807,9609078,10023723,1.991280754,1.043151382,0.948129372
13603,,110,S4,4253345,9653807,10023723,2.356668222,1.038318147,1.318350075
13604,,110,S5,5430723,9575670,10023723,1.845743744,1.046790773,0.798952971
13605,,110,S6,4723875,9617428,10023723,2.121928078,1.042245702,1.079682376
13606,,110,S7,5534606,9593968,10023723,1.811099652,1.044794292,0.76630536
13607,,110,S8,3722521,9581720,10023723,2.692724366,1.046129818,1.646594548
13608,,110,S9,5515512,9617069,10023723,1.817369448,1.042284609,0.775084839
13609,,110,S10,5661589,9562464,10023723,1.770478747,1.048236417,0.72224233
13610,,120,S1,4614869,9797042,10023723,2.172049304,1.023137698,1.148911606
13611,,120,S2,5431538,9799199,10023723,1.84546679,1.022912485,0.822554305
13612,,120,S3,5590347,9820286,10023723,1.793041291,1.020715995,0.772325295
13613,,120,S4,4664918,9865778,10023723,2.148745809,1.016009381,1.132736427
13614,,120,S5,5383455,9795279,10023723,1.861949807,1.023321847,0.83862796
13615,,120,S6,3154528,9846522,10023723,3.17756666,1.017996304,2.159570356
13616,,120,S7,5851425,9806172,10023723,1.713039644,1.02218511,0.690854535
13617,,120,S8,6000546,9782407,10023723,1.670468487,1.024668366,0.645800121
13618,,120,S9,3321473,9822244,10023723,3.017854729,1.020512522,1.997342207
13619,,120,S10,5090256,9786099,10023723,1.969198209,1.02428179,0.944916419
13620,,130,S1,4771250,9922427,10023723,2.100858894,1.010208793,1.090650102
13621,,130,S2,4456047,9923672,10023723,2.249465277,1.010082054,1.239383223
13622,,130,S3,5244617,9935798,10023723,1.91124023,1.008849314,0.902390915
13623,,130,S4,4099086,9956957,10023723,2.445355623,1.006705462,1.438650161
13624,,130,S5,5689958,9917154,10023723,1.761651492,1.010745926,0.750905566
13625,,130,S6,5398545,9947182,10023723,1.85674529,1.007694742,0.849050548
13626,,130,S7,5989931,9920157,10023723,1.673428792,1.010439956,0.662988837
13627,,130,S8,3998302,9902528,10023723,2.506994969,1.012238794,1.494756175
13628,,130,S9,5354079,9929493,10023723,1.872165689,1.009489911,0.862675778
13629,,130,S10,5274197,9914119,10023723,1.90052116,1.011055344,0.889465816
13630,,140,S1,4941304,9981305,10023723,2.028558251,1.004249745,1.024308506
13631,,140,S2,4456535,9988023,10023723,2.249218956,1.003574281,1.245644675
13632,,140,S3,5600324,9992341,10023723,1.78984698,1.003140605,0.786706375
13633,,140,S4,4166870,9992743,10023723,2.405576128,1.00310025,1.402475878
13634,,140,S5,5556284,9975987,10023723,1.804033595,1.00478509,0.799248505
13635,,140,S6,4930389,9988888,10023723,2.033049116,1.003487375,1.029561741
13636,,140,S7,6036770,9971411,10023723,1.660444741,1.005246198,0.655198543
13637,,140,S8,5680238,9966754,10023723,1.764666023,1.005715903,0.75895012
13638,,140,S9,5596926,9982881,10023723,1.79093363,1.004091204,0.786842427
13639,,140,S10,5270190,9967542,10023723,1.901966153,1.005636395,0.896329758
13640,,150,S1,4419254,10011621,10023723,2.268193455,1.001208795,1.26698466
13641,,150,S2,5983134,10015199,10023723,1.675329852,1.000851106,0.674478746
13642,,150,S3,5802230,10016526,10023723,1.727563885,1.000718513,0.726845372
13643,,150,S4,4196445,10016319,10023723,2.388622513,1.000739194,1.387883319
13644,,150,S5,5168433,10005954,10023723,1.939412391,1.001775843,0.937636548
13645,,150,S6,4877733,10014182,10023723,2.054996245,1.000952749,1.054043496
13646,,150,S7,3910769,10002324,10023723,2.563107921,1.002139403,1.560968518
13647,,150,S8,4282285,9999983,10023723,2.340741683,1.002374004,1.338367679
13648,,150,S9,3797999,10010569,10023723,2.639211595,1.001314011,1.637897584
13649,,150,S10,4567496,9999951,10023723,2.194577291,1.002377212,1.19220008
13650,,160,S1,4754213,10023467,10023723,2.108387445,1.00002554,1.108361905
13651,,160,S2,4497598,10022994,10023723,2.228683622,1.000072733,1.228610889
13652,,160,S3,5578571,10023723,10023723,1.796826284,1,0.796826284
13653,,160,S4,4767405,10023241,10023723,2.102553276,1.000048088,1.102505188
13654,,160,S5,5745737,10022377,10023723,1.744549568,1.000134299,0.744415268
13655,,160,S6,4843867,10023723,10023723,2.069363795,1,1.069363795
13656,,160,S7,5278734,10019241,10023723,1.898887688,1.000447339,0.898440349
13657,,160,S8,5183921,10020215,10023723,1.933618008,1.000350092,0.933267916
13658,,160,S9,5619946,10023313,10023723,1.783597743,1.000040905,0.783556838
13659,,160,S10,5006894,10019840,10023723,2.001984264,1.000387531,1.001596733
13660,,170,S1,4859681,10023723,10023723,2.062629831,1,1.062629831
13661,,170,S2,4447772,10023723,10023723,2.253650367,1,1.253650367
13662,,170,S3,5720272,10023723,10023723,1.752315799,1,0.752315799
13663,,170,S4,4494490,10023723,10023723,2.230224786,1,1.230224786
13664,,170,S5,5482040,10023723,10023723,1.828465863,1,0.828465863
13665,,170,S6,5357136,10023723,10023723,1.871097355,1,0.871097355
13666,,170,S7,5297541,10023723,10023723,1.892146375,1,0.892146375
13667,,170,S8,5930942,10023723,10023723,1.690072673,1,0.690072673
13668,,170,S9,5913350,10023723,10023723,1.695100578,1,0.695100578
13669,,170,S10,4700479,10023723,10023723,2.132489689,1,1.132489689
13670,,180,S1,3132692,10023723,10023723,3.199715452,1,2.199715452
13671,,180,S2,6121859,10023723,10023723,1.637365872,1,0.637365872
13672,,180,S3,5396645,10023723,10023723,1.857398995,1,0.857398995
13673,,180,S4,4238979,10023723,10023723,2.364655027,1,1.364655027
13674,,180,S5,2678609,10023723,10023723,3.74213743,1,2.74213743
13675,,180,S6,4791178,10023723,10023723,2.092120769,1,1.092120769
13676,,180,S7,3629093,10023723,10023723,2.762046329,1,1.762046329
13677,,180,S8,4607218,10023723,10023723,2.175656329,1,1.175656329
13678,,180,S9,3018516,10023723,10023723,3.32074536,1,2.32074536
13679,,180,S10,5250404,10023723,10023723,1.909133659,1,0.909133659
13680,,10,S1,1099216,1671910,2119300,1.928010509,1.267592155,0.660418354
13681,,10,S2,677865,1614819,2072480,3.057363929,1.283413187,1.773950742
13682,,10,S3,1274833,1495109,2169980,1.702168049,1.451385819,0.25078223
13683,,10,S4,1058858,1613535,2229180,2.105268128,1.381550447,0.723717682
13684,,10,S5,1218673,1578402,2761180,2.265726737,1.749351559,0.516375178
13685,,10,S6,1057269,1455973,2144370,2.028216093,1.472808905,0.555407187
13686,,10,S7,689368,1518686,2089450,3.030964594,1.375827525,1.655137069
13687,,10,S8,820236,1615858,2390620,2.914551422,1.479474063,1.435077359
13688,,10,S9,1198847,1553889,2155910,1.798319552,1.387428574,0.410890978
13689,,10,S10,1039299,1725207,2335260,2.246956843,1.35361148,0.893345363
13690,,20,S1,1545896,3097670,4243220,2.744828889,1.369810212,1.375018677
13691,,20,S2,2561444,2893573,4044420,1.57896093,1.397725235,0.181235695
13692,,20,S3,1581387,2759492,4377160,2.767924613,1.586219493,1.18170512
13693,,20,S4,2638832,2943987,4497520,1.704360111,1.527696963,0.176663148
13694,,20,S5,1256479,2860637,5541980,4.410722344,1.93732375,2.473398594
13695,,20,S6,1608900,2828174,4241160,2.636061906,1.499610703,1.136451203
13696,,20,S7,1370119,2770034,4237900,3.093088994,1.529909019,1.563179975
13697,,20,S8,1134060,2845877,4722540,4.164277022,1.659432224,2.504844798
13698,,20,S9,1244644,2755804,4342380,3.488853037,1.575721641,1.913131397
13699,,20,S10,1257544,2950938,4735660,3.76580064,1.604798203,2.161002437
13700,,30,S1,1534660,4228735,6353100,4.139744308,1.502364182,2.637380126
13701,,30,S2,1547925,4113938,6243060,4.033179902,1.51753867,2.515641232
13702,,30,S3,1980573,3983474,6523530,3.293758927,1.637648445,1.656110483
13703,,30,S4,2647185,4060860,6737490,2.545152681,1.659128854,0.886023827
13704,,30,S5,2019608,4008173,8234130,4.077093178,2.05433498,2.022758198
13705,,30,S6,1916279,3948931,6492090,3.387862623,1.644012012,1.743850611
13706,,30,S7,2324663,4020572,6315930,2.71692284,1.570903344,1.146019496
13707,,30,S8,1799289,4087629,7087290,3.938939214,1.733838859,2.205100356
13708,,30,S9,1912915,4018738,6515100,3.405849188,1.62118058,1.784668609
13709,,30,S10,1818250,4125009,7103250,3.906641001,1.721996243,2.184644758
13710,,40,S1,2045383,5263687,8471480,4.141757314,1.609419405,2.532337909
13711,,40,S2,2096806,5174182,8300960,3.958859332,1.60430383,2.354555502
13712,,40,S3,2353951,4980612,8704960,3.698020902,1.74776915,1.950251752
13713,,40,S4,2316895,5077603,8988000,3.879329879,1.770126574,2.109203305
13714,,40,S5,875138,5071779,10023723,11.45387699,1.976372196,9.477504793
13715,,40,S6,2231254,5043186,8460320,3.791733259,1.677574454,2.114158805
13716,,40,S7,1831476,5105239,8421240,4.598061891,1.649529043,2.948532848
13717,,40,S8,2357226,5105925,9449960,4.008932533,1.850783159,2.158149375
13718,,40,S9,1921333,5143775,8686720,4.5211944,1.688783044,2.832411356
13719,,40,S10,2485141,5194980,9474240,3.812355114,1.823729831,1.988625282
13720,,50,S1,2245871,6241946,10023723,4.463178428,1.605865062,2.857313366
13721,,50,S2,2445247,6076772,10023723,4.09926809,1.649514413,2.449753677
13722,,50,S3,2558206,5936513,10023723,3.918262642,1.688486659,2.229775983
13723,,50,S4,2251763,6025071,10023723,4.451500002,1.66366886,2.787831143
13724,,50,S5,2675818,6082008,10023723,3.74604065,1.648094346,2.097946304
13725,,50,S6,3030875,6064515,10023723,3.307204355,1.652848249,1.654356106
13726,,50,S7,2665749,6097715,10023723,3.7601901,1.643849048,2.116341052
13727,,50,S8,2765289,6040964,10023723,3.624837404,1.659291961,1.965545443
13728,,50,S9,2333195,6148149,10023723,4.296135985,1.630364358,2.665771627
13729,,50,S10,2817782,6133481,10023723,3.557309614,1.634263316,1.923046298
13730,,60,S1,3178481,7097122,10023723,3.15362055,1.412364477,1.741256073
13731,,60,S2,3073296,6934103,10023723,3.261554696,1.445568807,1.815985889
13732,,60,S3,3078201,6803526,10023723,3.256357528,1.473312956,1.783044573
13733,,60,S4,2552317,6884385,10023723,3.927303309,1.456008489,2.47129482
13734,,60,S5,2147898,6971457,10023723,4.666759315,1.437823256,3.22893606
13735,,60,S6,2748502,6981896,10023723,3.64697679,1.43567349,2.211303299
13736,,60,S7,3000541,6973423,10023723,3.340638572,1.437417894,1.903220678
13737,,60,S8,3548780,6896757,10023723,2.824554636,1.453396575,1.371158061
13738,,60,S9,3675011,7034580,10023723,2.727535509,1.424921317,1.302614192
13739,,60,S10,3294363,7058585,10023723,3.042689285,1.420075412,1.622613873
13740,,70,S1,3925738,7834822,10023723,2.553334685,1.279381076,1.273953609
13741,,70,S2,3410478,7724424,10023723,2.939096221,1.297666078,1.641430142
13742,,70,S3,3835465,7564788,10023723,2.613430966,1.325050087,1.288380879
13743,,70,S4,3636037,7631920,10023723,2.756771452,1.313394663,1.443376789
13744,,70,S5,2696473,7738805,10023723,3.717345955,1.295254629,2.422091326
13745,,70,S6,3945206,7739497,10023723,2.540735009,1.295138818,1.24559619
13746,,70,S7,3299614,7676202,10023723,3.037847154,1.305818033,1.732029121
13747,,70,S8,3563132,7631812,10023723,2.813177564,1.31341325,1.499764314
13748,,70,S9,4048774,7808221,10023723,2.47574278,1.283739664,1.192003117
13749,,70,S10,3957468,7789635,10023723,2.532862679,1.286802655,1.246060024
13750,,80,S1,4156984,8462012,10023723,2.411296988,1.184555517,1.226741471
13751,,80,S2,2759538,8408501,10023723,3.632391726,1.19209393,2.440297797
13752,,80,S3,4184478,8195733,10023723,2.395453626,1.223041673,1.172411953
13753,,80,S4,4309995,8281385,10023723,2.325692489,1.210392102,1.115300387
13754,,80,S5,2723540,8359349,10023723,3.680402344,1.199103303,2.481299041
13755,,80,S6,4418457,8406041,10023723,2.268602591,1.192442792,1.076159799
13756,,80,S7,3127541,8276978,10023723,3.204985322,1.211036564,1.993948758
13757,,80,S8,3843069,8238241,10023723,2.608259961,1.216730974,1.391528986
13758,,80,S9,4088924,8412540,10023723,2.451432944,1.191521586,1.259911359
13759,,80,S10,2711057,8390749,10023723,3.697348672,1.194615999,2.502732673
13760,,90,S1,4352732,8949707,10023723,2.302857837,1.120005716,1.182852121
13761,,90,S2,4015956,8905494,10023723,2.495974308,1.125566195,1.370408113
13762,,90,S3,2818086,8702937,10023723,3.556925871,1.15176325,2.405162621
13763,,90,S4,4720768,8802334,10023723,2.123324637,1.138757402,0.984567235
13764,,90,S5,2885134,8854275,10023723,3.474266013,1.132077217,2.342188796
13765,,90,S6,3680007,8922137,10023723,2.723832591,1.123466609,1.600365982
13766,,90,S7,4081210,8774594,10023723,2.456066461,1.14235747,1.313708991
13767,,90,S8,4227628,8748031,10023723,2.371004024,1.145826186,1.225177838
13768,,90,S9,4587489,8892837,10023723,2.185012978,1.127168192,1.057844786
13769,,90,S10,4397994,8876934,10023723,2.279157952,1.12918751,1.149970442
13770,,100,S1,4823116,9344397,10023723,2.078267037,1.072698752,1.005568285
13771,,100,S2,4147423,9318042,10023723,2.41685572,1.075732756,1.341122964
13772,,100,S3,5217083,9121072,10023723,1.921327109,1.098963258,0.822363852
13773,,100,S4,5066614,9235354,10023723,1.978386946,1.085364243,0.893022704
13774,,100,S5,2880774,9281486,10023723,3.479524253,1.07996963,2.399554623
13775,,100,S6,5118727,9331936,10023723,1.958245282,1.074131134,0.884114148
13776,,100,S7,3044464,9192219,10023723,3.292442611,1.090457375,2.201985236
13777,,100,S8,4400564,9157400,10023723,2.277826888,1.094603599,1.183223288
13778,,100,S9,3341886,9305920,10023723,2.999420986,1.077134018,1.922286968
13779,,100,S10,4866050,9288109,10023723,2.059930128,1.079199544,0.980730584
13780,,110,S1,4942156,9654114,10023723,2.028208539,1.038285129,0.98992341
13781,,110,S2,4295838,9641758,10023723,2.333356844,1.039615701,1.293741144
13782,,110,S3,3614361,9490517,10023723,2.773304327,1.05618303,1.717121297
13783,,110,S4,5334049,9585908,10023723,1.879195898,1.045672773,0.833523125
13784,,110,S5,5398750,9619465,10023723,1.856674786,1.042024998,0.814649788
13785,,110,S6,4803429,9639344,10023723,2.086784878,1.039876054,1.046908824
13786,,110,S7,3423719,9540455,10023723,2.927729466,1.050654607,1.877074859
13787,,110,S8,4978815,9499086,10023723,2.013274846,1.055230261,0.958044584
13788,,110,S9,3739677,9624735,10023723,2.680371326,1.04145444,1.638916886
13789,,110,S10,3563793,9625975,10023723,2.812655786,1.041320282,1.771335504
13790,,120,S1,5254549,9838003,10023723,1.907627657,1.018877815,0.888749843
13791,,120,S2,4381915,9852134,10023723,2.287521095,1.01741643,1.270104665
13792,,120,S3,3715773,9765884,10023723,2.697614467,1.026402013,1.671212453
13793,,120,S4,5734767,9818953,10023723,1.747886706,1.020854566,0.72703214
13794,,120,S5,5666201,9833190,10023723,1.769037667,1.01937652,0.749661148
13795,,120,S6,4936592,9822114,10023723,2.030494519,1.020526029,1.00996849
13796,,120,S7,3176835,9781317,10023723,3.155254522,1.024782552,2.13047197
13797,,120,S8,4615532,9753761,10023723,2.171737299,1.027677734,1.144059565
13798,,120,S9,5558240,9818562,10023723,1.803398738,1.020895219,0.782503519
13799,,120,S10,5297011,9827088,10023723,1.892335696,1.020009488,0.872326208
13800,,130,S1,4622695,9944527,10023723,2.168372129,1.007963777,1.160408352
13801,,130,S2,4598685,9950251,10023723,2.179693325,1.007383934,1.172309391
13802,,130,S3,5871240,9914543,10023723,1.707258262,1.011012106,0.696246156
13803,,130,S4,4388383,9939549,10023723,2.284149538,1.008468593,1.275680944
13804,,130,S5,5840341,9936146,10023723,1.71629071,1.008813981,0.707476729
13805,,130,S6,4834088,9930372,10023723,2.073549964,1.009400554,1.06414941
13806,,130,S7,5178585,9906900,10023723,1.935610403,1.011792084,0.923818319
13807,,130,S8,4521879,9893880,10023723,2.216716325,1.013123567,1.203592758
13808,,130,S9,4464574,9931247,10023723,2.245168968,1.00931162,1.235857348
13809,,130,S10,5197240,9931269,10023723,1.928662713,1.009309384,0.919353329
13810,,140,S1,5635314,9992238,10023723,1.778733714,1.003150946,0.775582768
13811,,140,S2,4539021,9987256,10023723,2.208344707,1.003651353,1.204693354
13812,,140,S3,5810929,9973222,10023723,1.72497771,1.005063659,0.719914051
13813,,140,S4,5715535,9993731,10023723,1.753768107,1.003001081,0.750767026
13814,,140,S5,3134874,9979648,10023723,3.19748832,1.004416488,2.193071832
13815,,140,S6,4463105,9982454,10023723,2.24590795,1.004134154,1.241773796
13816,,140,S7,3385000,9960630,10023723,2.961218021,1.006334238,1.954883783
13817,,140,S8,4608942,9966785,10023723,2.174842513,1.005712775,1.169129738
13818,,140,S9,4881198,9979066,10023723,2.053537472,1.004475068,1.049062404
13819,,140,S10,5698610,9977396,10023723,1.758976838,1.004643195,0.754333643
13820,,150,S1,4483862,10014727,10023723,2.235511039,1.000898277,1.234612762
13821,,150,S2,4478897,10011849,10023723,2.237989175,1.001185995,1.23680318
13822,,150,S3,5897832,10005484,10023723,1.699560618,1.0018229,0.697737718
13823,,150,S4,5801174,10018480,10023723,1.727878357,1.000523333,0.727355024
13824,,150,S5,3145624,10007720,10023723,3.186561077,1.001599066,2.184962011
13825,,150,S6,4873788,10011976,10023723,2.056659625,1.001173295,1.05548633
13826,,150,S7,5151015,9995085,10023723,1.945970454,1.002865208,0.943105246
13827,,150,S8,4505592,10002823,10023723,2.224729403,1.00208941,1.222639993
13828,,150,S9,4899751,10008849,10023723,2.045761713,1.001486085,1.044275628
13829,,150,S10,5502370,10006312,10023723,1.821710099,1.001740002,0.819970098
13830,,160,S1,5725207,10023493,10023723,1.750805342,1.000022946,0.750782396
13831,,160,S2,4489543,10022861,10023723,2.232682257,1.000086003,1.232596254
13832,,160,S3,6511109,10022859,10023723,1.539480141,1.000086203,0.539393938
13833,,160,S4,4447519,10023723,10023723,2.253778567,1,1.253778567
13834,,160,S5,3449813,10023053,10023723,2.905584448,1.000066846,1.905517602
13835,,160,S6,5136737,10023209,10023723,1.951379446,1.000051281,0.951328165
13836,,160,S7,4867144,10018752,10023723,2.059467113,1.00049617,1.058970943
13837,,160,S8,4535879,10020587,10023723,2.209874426,1.000312956,1.20956147
13838,,160,S9,4285991,10023335,10023723,2.338717697,1.00003871,1.338678987
13839,,160,S10,5542201,10021653,10023723,1.808617731,1.000206553,0.808411179
13840,,170,S1,4436565,10023723,10023723,2.259343208,1,1.259343208
13841,,170,S2,4562490,10023723,10023723,2.196985199,1,1.196985199
13842,,170,S3,5922076,10023723,10023723,1.692602898,1,0.692602898
13843,,170,S4,4507399,10023723,10023723,2.223837517,1,1.223837517
13844,,170,S5,3134252,10023723,10023723,3.19812287,1,2.19812287
13845,,170,S6,4638410,10023723,10023723,2.161025653,1,1.161025653
13846,,170,S7,5461371,10023723,10023723,1.83538584,1,0.83538584
13847,,170,S8,5017282,10023723,10023723,1.997839268,1,0.997839268
13848,,170,S9,4457862,10023723,10023723,2.248549417,1,1.248549417
13849,,170,S10,3063746,10023723,10023723,3.271721285,1,2.271721285
13850,,180,S1,3841309,10023723,10023723,2.609455006,1,1.609455006
13851,,180,S2,6032771,10023723,10023723,1.661545416,1,0.661545416
13852,,180,S3,6374157,10023723,10023723,1.572556653,1,0.572556653
13853,,180,S4,4586003,10023723,10023723,2.185720986,1,1.185720986
13854,,180,S5,2043041,10023723,10023723,4.906275988,1,3.906275988
13855,,180,S6,5201871,10023723,10023723,1.926945709,1,0.926945709
13856,,180,S7,2728612,10023723,10023723,3.673561137,1,2.673561137
13857,,180,S8,4532796,10023723,10023723,2.211377481,1,1.211377481
13858,,180,S9,4189828,10023723,10023723,2.392394867,1,1.392394867
13859,,180,S10,5845838,10023723,10023723,1.714676835,1,0.714676835
13860,,10,S1,953014,1524250,2207140,2.315957583,1.448017058,0.867940525
13861,,10,S2,1228583,1708143,2347570,1.910794794,1.374340439,0.536454355
13862,,10,S3,1298092,1700226,2324010,1.79032765,1.366882991,0.423444659
13863,,10,S4,1432899,1783392,2721740,1.899463954,1.526159139,0.373304814
13864,,10,S5,1217779,1705959,2511500,2.062361069,1.472192474,0.590168595
13865,,10,S6,1064299,1649340,2483110,2.333094365,1.505517358,0.827577007
13866,,10,S7,884640,1775361,2562600,2.896771568,1.443424746,1.453346822
13867,,10,S8,1064620,1565494,2198800,2.065337867,1.404540675,0.660797192
13868,,10,S9,1170116,1670489,2212800,1.891094558,1.324642066,0.566452492
13869,,10,S10,1350289,1648723,2609220,1.932341891,1.582570268,0.349771623
13870,,20,S1,1672309,2943313,4544620,2.717571932,1.544049172,1.17352276
13871,,20,S2,1449244,2955318,4696980,3.240986335,1.589331503,1.651654832
13872,,20,S3,1573244,2940248,4708720,2.99300045,1.601470352,1.391530098
13873,,20,S4,1587244,3107968,5384200,3.392169068,1.732385919,1.659783149
13874,,20,S5,1178961,2957858,5038160,4.273389875,1.703313682,2.570076193
13875,,20,S6,1113899,3065579,4976480,4.467622289,1.623340974,2.844281315
13876,,20,S7,1186275,3073086,5122100,4.317801522,1.666761034,2.651040487
13877,,20,S8,1431870,2794224,4423220,3.089121219,1.582986904,1.506134315
13878,,20,S9,1056224,2896152,4474060,4.235900718,1.544829139,2.691071579
13879,,20,S10,2384472,2914445,5145320,2.157844588,1.765454486,0.392390102
13880,,30,S1,1463331,4128080,6817080,4.658604239,1.651392415,3.007211824
13881,,30,S2,2115134,4233927,6990840,3.305152298,1.651147977,1.654004321
13882,,30,S3,1649935,4214878,7063080,4.280823184,1.675749571,2.605073613
13883,,30,S4,2261677,4370269,8087220,3.575762587,1.850508516,1.725254071
13884,,30,S5,1852811,4120755,7587090,4.094907684,1.841189297,2.253718387
13885,,30,S6,2168996,4248697,7369440,3.397627289,1.734517665,1.663109624
13886,,30,S7,1700090,4281726,7685550,4.520672435,1.794965395,2.72570704
13887,,30,S8,1823909,4110474,6630570,3.635362291,1.613091337,2.022270954
13888,,30,S9,2175149,4163542,6756450,3.106201,1.622764944,1.483436057
13889,,30,S10,1921589,3991948,7717200,4.016051299,1.933191515,2.082859785
13890,,40,S1,1894064,5270945,9169640,4.841251404,1.739657689,3.101593715
13891,,40,S2,2620906,5298750,9301240,3.5488644,1.755364945,1.793499456
13892,,40,S3,2551776,5265644,9417440,3.690543371,1.788468799,1.902074572
13893,,40,S4,1534282,5416284,10023723,6.533168609,1.850664219,4.68250439
13894,,40,S5,2078243,5188198,10023723,4.823171785,1.93202399,2.891147795
13895,,40,S6,1910640,5267125,9888800,5.17564795,1.877456867,3.298191084
13896,,40,S7,2597422,5347413,10023723,3.859104527,1.874499501,1.984605027
13897,,40,S8,1944720,5199556,8841200,4.546258587,1.700375955,2.845882632
13898,,40,S9,2973648,5252560,9021040,3.033661012,1.717455869,1.316205143
13899,,40,S10,2661061,5138140,10023723,3.76681444,1.95084661,1.81596783
13900,,50,S1,2896959,6233855,10023723,3.460084523,1.607949335,1.852135188
13901,,50,S2,2902590,6253418,10023723,3.453371988,1.602919076,1.850452913
13902,,50,S3,2975266,6207625,10023723,3.369017426,1.614743642,1.754273784
13903,,50,S4,2864111,6403473,10023723,3.499767642,1.565357268,1.934410374
13904,,50,S5,2798277,6174905,10023723,3.582105346,1.623299954,1.958805392
13905,,50,S6,2393766,6232771,10023723,4.187428094,1.608228988,2.579199106
13906,,50,S7,2760602,6300970,10023723,3.630991718,1.590822207,2.040169512
13907,,50,S8,2847979,6194041,10023723,3.519591612,1.618284897,1.901306715
13908,,50,S9,2549048,6236162,10023723,3.932339838,1.607354491,2.324985347
13909,,50,S10,2788878,6113504,10023723,3.594177659,1.639603573,1.954574086
13910,,60,S1,2990811,7105732,10023723,3.351506665,1.410653118,1.940853547
13911,,60,S2,3994923,7179814,10023723,2.509115445,1.396097865,1.113017579
13912,,60,S3,3433467,7179778,10023723,2.919417312,1.396104866,1.523312446
13913,,60,S4,3420066,7230489,10023723,2.930856598,1.386313291,1.544543307
13914,,60,S5,2894997,7056301,10023723,3.462429495,1.420535065,2.04189443
13915,,60,S6,3099385,7109995,10023723,3.234100636,1.409807321,1.824293316
13916,,60,S7,3019259,7171935,10023723,3.319928168,1.397631602,1.922296566
13917,,60,S8,3119555,7049392,10023723,3.213190022,1.421927309,1.791262713
13918,,60,S9,3446519,7151223,10023723,2.908361451,1.401679545,1.506681906
13919,,60,S10,3465136,6995144,10023723,2.892735812,1.43295449,1.459781322
13920,,70,S1,3613512,7868079,10023723,2.773955919,1.273973355,1.499982564
13921,,70,S2,3854899,7925677,10023723,2.600255675,1.264715052,1.335540623
13922,,70,S3,3779720,7909819,10023723,2.651975014,1.267250616,1.384724398
13923,,70,S4,3623294,7951035,10023723,2.766466922,1.260681534,1.505785388
13924,,70,S5,3955515,7802610,10023723,2.534113257,1.284662824,1.249450433
13925,,70,S6,3318286,7874184,10023723,3.020753184,1.27298562,1.747767564
13926,,70,S7,3740813,7934221,10023723,2.679557358,1.263353138,1.41620422
13927,,70,S8,3879703,7797761,10023723,2.583631531,1.285461686,1.298169845
13928,,70,S9,3998212,7894883,10023723,2.507051402,1.269648075,1.237403327
13929,,70,S10,2125346,7707283,10023723,4.716278197,1.300552088,3.415726108
13930,,80,S1,3801181,8466571,10023723,2.63700229,1.183917669,1.453084621
13931,,80,S2,4256561,8515038,10023723,2.354887666,1.177178892,1.177708774
13932,,80,S3,3475982,8500424,10023723,2.883709697,1.179202708,1.704506989
13933,,80,S4,4197385,8554029,10023723,2.388087583,1.171813072,1.216274511
13934,,80,S5,4097906,8458677,10023723,2.446059768,1.185022551,1.261037217
13935,,80,S6,3969016,8468514,10023723,2.52549322,1.183646033,1.341847188
13936,,80,S7,4288955,8541015,10023723,2.337101462,1.173598571,1.163502891
13937,,80,S8,4086545,8420485,10023723,2.452860057,1.190397346,1.26246271
13938,,80,S9,4086682,8482133,10023723,2.452777828,1.181745559,1.27103227
13939,,80,S10,3708965,8287163,10023723,2.70256608,1.209548189,1.493017891
13940,,90,S1,4048506,8935522,10023723,2.475906668,1.121783708,1.35412296
13941,,90,S2,3975892,8987600,10023723,2.521125574,1.115283613,1.405841961
13942,,90,S3,4277440,8978343,10023723,2.343393011,1.116433511,1.2269595
13943,,90,S4,4028309,9012445,10023723,2.488320285,1.112209062,1.376111223
