,Slack,SD,File,Machines,Accepted Load,Rejected Load,Available Resource
1114,0.3,0.1,S5,50,2878859,6655225,7549500
1115,0.3,0.1,S6,50,3460219,6073865,7598450
1116,0.3,0.1,S7,50,2472825,7061259,6461350
1117,0.3,0.1,S8,50,2495232,7038852,5851650
1118,0.3,0.1,S9,50,3175008,6359076,8689350
1119,0.3,0.1,S10,50,3645519,5888565,8380500
1120,0.3,0.1,S1,90,4161462,5372622,9534084
1121,0.3,0.1,S2,90,4155825,5378259,9534084
1122,0.3,0.1,S3,90,5644486,3889598,9534084
1123,0.3,0.1,S4,90,4280267,5253817,9534084
1124,0.3,0.1,S5,90,4316251,5217833,9534084
1125,0.3,0.1,S6,90,4457249,5076835,9534084
1126,0.3,0.1,S7,90,5526594,4007490,9534084
1127,0.3,0.1,S8,90,4396679,5137405,9534084
1128,0.3,0.1,S9,90,5286873,4247211,9534084
1129,0.3,0.1,S10,90,5358163,4175921,9534084
1130,0.3,0.1,S1,130,5895848,3638236,9534084
1131,0.3,0.1,S2,130,5058028,4476056,9534084
1132,0.3,0.1,S3,130,4595673,4938411,9534084
1133,0.3,0.1,S4,130,4407792,5126292,9534084
1134,0.3,0.1,S5,130,4719046,4815038,9534084
1135,0.3,0.1,S6,130,4616816,4917268,9534084
1136,0.3,0.1,S7,130,5800058,3734026,9534084
1137,0.3,0.1,S8,130,5790361,3743723,9534084
1138,0.3,0.1,S9,130,4165989,5368095,9534084
1139,0.3,0.1,S10,130,6070009,3464075,9534084
1140,0.3,0.1,S1,170,4564042,4970042,9534084
1141,0.3,0.1,S2,170,6429879,3104205,9534084
1142,0.3,0.1,S3,170,4594876,4939208,9534084
1143,0.3,0.1,S4,170,4552708,4981376,9534084
1144,0.3,0.1,S5,170,4690435,4843649,9534084
1145,0.3,0.1,S6,170,4689751,4844333,9534084
1146,0.3,0.1,S7,170,5418442,4115642,9534084
1147,0.3,0.1,S8,170,6017884,3516200,9534084
1148,0.3,0.1,S9,170,4116341,5417743,9534084
1149,0.3,0.1,S10,170,5608520,3925564,9534084
1150,0.3,0.12,S1,10,1030831,8503253,2036770
1151,0.3,0.12,S2,10,853356,8680728,1591420
1152,0.3,0.12,S3,10,900428,8633656,1551780
1153,0.3,0.12,S4,10,913103,8620981,1538340
1154,0.3,0.12,S5,10,1173593,8360491,1589820
1155,0.3,0.12,S6,10,854080,8680004,1659860
1156,0.3,0.12,S7,10,993295,8540789,1490160
1157,0.3,0.12,S8,10,915439,8618645,1219540
1158,0.3,0.12,S9,10,1037986,8496098,1599940
1159,0.3,0.12,S10,10,924054,8610030,1580360
1160,0.3,0.12,S1,50,3193702,6340382,9522500
1161,0.3,0.12,S2,50,2949022,6585062,7765900
1162,0.3,0.12,S3,50,2317363,7216721,5813500
1163,0.3,0.12,S4,50,3345485,6188599,8053350
1164,0.3,0.12,S5,50,3309590,6224494,8319550
1165,0.3,0.12,S6,50,2234461,7299623,5831950
1166,0.3,0.12,S7,50,2562965,6971119,6064500
1167,0.3,0.12,S8,50,2909637,6624447,7313900
1168,0.3,0.12,S9,50,2020133,7513951,6104250
1169,0.3,0.12,S10,50,3731149,5802935,7336250
1170,0.3,0.12,S1,90,4660960,4873124,9534084
1171,0.3,0.12,S2,90,4202964,5331120,9534084
1172,0.3,0.12,S3,90,2955937,6578147,9534084
1173,0.3,0.12,S4,90,3885143,5648941,9444240
1174,0.3,0.12,S5,90,4166438,5367646,9534084
1175,0.3,0.12,S6,90,4356258,5177826,9534084
1176,0.3,0.12,S7,90,4731699,4802385,9534084
1177,0.3,0.12,S8,90,4179632,5354452,9534084
1178,0.3,0.12,S9,90,4342828,5191256,9534084
1179,0.3,0.12,S10,90,4292547,5241537,9534084
1180,0.3,0.12,S1,130,5258403,4275681,9534084
1181,0.3,0.12,S2,130,5685544,3848540,9534084
1182,0.3,0.12,S3,130,6190724,3343360,9534084
1183,0.3,0.12,S4,130,5817077,3717007,9534084
1184,0.3,0.12,S5,130,4413178,5120906,9534084
1185,0.3,0.12,S6,130,4982119,4551965,9534084
1186,0.3,0.12,S7,130,6089659,3444425,9534084
1187,0.3,0.12,S8,130,5784797,3749287,9534084
1188,0.3,0.12,S9,130,4490100,5043984,9534084
1189,0.3,0.12,S10,130,5902248,3631836,9534084
1190,0.3,0.12,S1,170,6757674,2776410,9534084
1191,0.3,0.12,S2,170,5703102,3830982,9534084
1192,0.3,0.12,S3,170,6173609,3360475,9534084
1193,0.3,0.12,S4,170,5898780,3635304,9534084
1194,0.3,0.12,S5,170,4439399,5094685,9534084
1195,0.3,0.12,S6,170,5593272,3940812,9534084
1196,0.3,0.12,S7,170,6026858,3507226,9534084
1197,0.3,0.12,S8,170,5778110,3755974,9534084
1198,0.3,0.12,S9,170,4597427,4936657,9534084
1199,0.3,0.12,S10,170,4589109,4944975,9534084
1200,0.3,0.13,S1,10,1020127,8513957,1488850
1201,0.3,0.13,S2,10,941539,8592545,1541230
1202,0.3,0.13,S3,10,830049,8704035,1490480
1203,0.3,0.13,S4,10,1038687,8495397,1541240
1204,0.3,0.13,S5,10,889863,8644221,1571260
1205,0.3,0.13,S6,10,899731,8634353,1616420
1206,0.3,0.13,S7,10,915254,8618830,1558970
1207,0.3,0.13,S8,10,1011959,8522125,1544940
1208,0.3,0.13,S9,10,784106,8749978,1308240
1209,0.3,0.13,S10,10,1025485,8508599,1464240
1210,0.3,0.13,S1,50,2798239,6735845,7875600
1211,0.3,0.13,S2,50,2093887,7440197,5723350
1212,0.3,0.13,S3,50,3681632,5852452,8321550
1213,0.3,0.13,S4,50,3054108,6479976,7645800
1214,0.3,0.13,S5,50,3303061,6231023,8413800
1215,0.3,0.13,S6,50,3375254,6158830,7997900
1216,0.3,0.13,S7,50,2469779,7064305,6182400
1217,0.3,0.13,S8,50,2889313,6644771,7349550
1218,0.3,0.13,S9,50,3555470,5978614,8737750
1219,0.3,0.13,S10,50,2932934,6601150,9026050
1220,0.3,0.13,S1,90,4203614,5330470,9534084
1221,0.3,0.13,S2,90,4142967,5391117,9534084
1222,0.3,0.13,S3,90,4340402,5193682,9534084
1223,0.3,0.13,S4,90,5610479,3923605,9534084
1224,0.3,0.13,S5,90,3662500,5871584,9534084
1225,0.3,0.13,S6,90,4444350,5089734,9523800
1226,0.3,0.13,S7,90,4406057,5128027,9534084
1227,0.3,0.13,S8,90,5629530,3904554,9534084
1228,0.3,0.13,S9,90,5255789,4278295,9534084
1229,0.3,0.13,S10,90,4187174,5346910,9534084
1230,0.3,0.13,S1,130,6294151,3239933,9534084
1231,0.3,0.13,S2,130,5983859,3550225,9534084
1232,0.3,0.13,S3,130,4218119,5315965,9534084
1233,0.3,0.13,S4,130,5952546,3581538,9534084
1234,0.3,0.13,S5,130,4207015,5327069,9534084
1235,0.3,0.13,S6,130,5885038,3649046,9534084
1236,0.3,0.13,S7,130,4046229,5487855,9534084
1237,0.3,0.13,S8,130,5886499,3647585,9534084
1238,0.3,0.13,S9,130,3989683,5544401,9534084
1239,0.3,0.13,S10,130,4570404,4963680,9534084
1240,0.3,0.13,S1,170,5891056,3643028,9534084
1241,0.3,0.13,S2,170,4599129,4934955,9534084
1242,0.3,0.13,S3,170,5345609,4188475,9534084
1243,0.3,0.13,S4,170,5891674,3642410,9534084
1244,0.3,0.13,S5,170,5507238,4026846,9534084
1245,0.3,0.13,S6,170,5897275,3636809,9534084
1246,0.3,0.13,S7,170,3992481,5541603,9534084
1247,0.3,0.13,S8,170,4520072,5014012,9534084
1248,0.3,0.13,S9,170,3942548,5591536,9534084
1249,0.3,0.13,S10,170,3979008,5555076,9534084
1250,0.3,0.15,S1,10,1025002,8509082,1598530
1251,0.3,0.15,S2,10,1059930,8474154,1266910
1252,0.3,0.15,S3,10,910861,8623223,1756000
1253,0.3,0.15,S4,10,1094736,8439348,1476280
1254,0.3,0.15,S5,10,904293,8629791,1283270
1255,0.3,0.15,S6,10,936572,8597512,1585450
1256,0.3,0.15,S7,10,1070101,8463983,1469630
1257,0.3,0.15,S8,10,980442,8553642,1665770
1258,0.3,0.15,S9,10,673064,8861020,1417260
1259,0.3,0.15,S10,10,970332,8563752,1703670
1260,0.3,0.15,S1,50,2204581,7329503,5978400
1261,0.3,0.15,S2,50,3388547,6145537,7957700
1262,0.3,0.15,S3,50,3158749,6375335,8290950
1263,0.3,0.15,S4,50,3347649,6186435,7747500
1264,0.3,0.15,S5,50,2301685,7232399,5916300
1265,0.3,0.15,S6,50,2832688,6701396,7360250
1266,0.3,0.15,S7,50,3360432,6173652,7893950
1267,0.3,0.15,S8,50,3492909,6041175,8714550
1268,0.3,0.15,S9,50,2808258,6725826,7182450
1269,0.3,0.15,S10,50,2615546,6918538,6158950
1270,0.3,0.15,S1,90,3338186,6195898,9534084
1271,0.3,0.15,S2,90,3910313,5623771,9534084
1272,0.3,0.15,S3,90,5401123,4132961,9534084
1273,0.3,0.15,S4,90,5235977,4298107,9534084
1274,0.3,0.15,S5,90,4918909,4615175,9534084
1275,0.3,0.15,S6,90,5162317,4371767,9534084
1276,0.3,0.15,S7,90,5574157,3959927,9534084
1277,0.3,0.15,S8,90,3397764,6136320,9534084
1278,0.3,0.15,S9,90,5515268,4018816,9534084
1279,0.3,0.15,S10,90,4467753,5066331,9534084
1280,0.3,0.15,S1,130,5242156,4291928,9534084
1281,0.3,0.15,S2,130,4367189,5166895,9534084
1282,0.3,0.15,S3,130,4115886,5418198,9534084
1283,0.3,0.15,S4,130,4622535,4911549,9534084
1284,0.3,0.15,S5,130,5810162,3723922,9534084
1285,0.3,0.15,S6,130,4030170,5503914,9534084
1286,0.3,0.15,S7,130,6206095,3327989,9534084
1287,0.3,0.15,S8,130,4635318,4898766,9534084
1288,0.3,0.15,S9,130,5847916,3686168,9534084
1289,0.3,0.15,S10,130,5184345,4349739,9534084
1290,0.3,0.15,S1,170,5287830,4246254,9534084
1291,0.3,0.15,S2,170,5958449,3575635,9534084
1292,0.3,0.15,S3,170,5410934,4123150,9534084
1293,0.3,0.15,S4,170,6050479,3483605,9534084
1294,0.3,0.15,S5,170,5828999,3705085,9534084
1295,0.3,0.15,S6,170,4126504,5407580,9534084
1296,0.3,0.15,S7,170,6347292,3186792,9534084
1297,0.3,0.15,S8,170,5462984,4071100,9534084
1298,0.3,0.15,S9,170,5903228,3630856,9534084
1299,0.3,0.15,S10,170,5895656,3638428,9534084
1300,0.3,0.103,S1,10,986627,8547457,1522950
1301,0.3,0.103,S2,10,935121,8598963,1696270
1302,0.3,0.103,S3,10,872091,8661993,1593550
1303,0.3,0.103,S4,10,1036564,8497520,1232830
1304,0.3,0.103,S5,10,861772,8672312,1624390
1305,0.3,0.103,S6,10,1006416,8527668,1499680
1306,0.3,0.103,S7,10,820701,8713383,1541120
1307,0.3,0.103,S8,10,1091119,8442965,1590130
1308,0.3,0.103,S9,10,1021346,8512738,1472810
1309,0.3,0.103,S10,10,919974,8614110,1671220
1310,0.3,0.103,S1,50,3732820,5801264,7511150
1311,0.3,0.103,S2,50,3498570,6035514,7387050
1312,0.3,0.103,S3,50,3175970,6358114,7918000
1313,0.3,0.103,S4,50,2857152,6676932,8313300
1314,0.3,0.103,S5,50,3070497,6463587,7670500
1315,0.3,0.103,S6,50,3160090,6373994,8247650
1316,0.3,0.103,S7,50,2225625,7308459,5946350
1317,0.3,0.103,S8,50,2656089,6877995,6155400
1318,0.3,0.103,S9,50,3399819,6134265,8162100
1319,0.3,0.103,S10,50,3624619,5909465,8380750
1320,0.3,0.103,S1,90,5360026,4174058,9534084
1321,0.3,0.103,S2,90,4087292,5446792,9534084
1322,0.3,0.103,S3,90,5456769,4077315,9534084
1323,0.3,0.103,S4,90,4460964,5073120,9534084
1324,0.3,0.103,S5,90,5296656,4237428,9534084
1325,0.3,0.103,S6,90,4194691,5339393,9534084
1326,0.3,0.103,S7,90,5662691,3871393,9534084
1327,0.3,0.103,S8,90,5673933,3860151,9534084
1328,0.3,0.103,S9,90,4350748,5183336,9534084
1329,0.3,0.103,S10,90,4890929,4643155,9534084
1330,0.3,0.103,S1,130,6355920,3178164,9534084
1331,0.3,0.103,S2,130,4410134,5123950,9534084
1332,0.3,0.103,S3,130,4523030,5011054,9534084
1333,0.3,0.103,S4,130,4198720,5335364,9534084
1334,0.3,0.103,S5,130,6061261,3472823,9534084
1335,0.3,0.103,S6,130,5760835,3773249,9534084
1336,0.3,0.103,S7,130,6072024,3462060,9534084
1337,0.3,0.103,S8,130,5903060,3631024,9534084
1338,0.3,0.103,S9,130,4635441,4898643,9534084
1339,0.3,0.103,S10,130,4759011,4775073,9534084
1340,0.3,0.103,S1,170,4602203,4931881,9534084
1341,0.3,0.103,S2,170,4059122,5474962,9534084
1342,0.3,0.103,S3,170,4567593,4966491,9534084
1343,0.3,0.103,S4,170,5491941,4042143,9534084
1344,0.3,0.103,S5,170,5929592,3604492,9534084
1345,0.3,0.103,S6,170,5529944,4004140,9534084
1346,0.3,0.103,S7,170,5982358,3551726,9534084
1347,0.3,0.103,S8,170,6155672,3378412,9534084
1348,0.3,0.103,S9,170,4617022,4917062,9534084
1349,0.3,0.103,S10,170,5677444,3856640,9534084
1350,0.3,0.107,S1,10,893584,8640500,1540050
1351,0.3,0.107,S2,10,891254,8642830,1558930
1352,0.3,0.107,S3,10,940079,8594005,1461530
1353,0.3,0.107,S4,10,994228,8539856,1461560
1354,0.3,0.107,S5,10,933153,8600931,1411490
1355,0.3,0.107,S6,10,1067053,8467031,1454270
1356,0.3,0.107,S7,10,937222,8596862,1596780
1357,0.3,0.107,S8,10,1238687,8295397,1585500
1358,0.3,0.107,S9,10,1117553,8416531,1697140
1359,0.3,0.107,S10,10,1019089,8514995,1547650
1360,0.3,0.107,S1,50,2559595,6974489,5365850
1361,0.3,0.107,S2,50,3315534,6218550,7926350
1362,0.3,0.107,S3,50,2496499,7037585,5588600
1363,0.3,0.107,S4,50,3299942,6234142,8355100
1364,0.3,0.107,S5,50,2847953,6686131,6892850
1365,0.3,0.107,S6,50,2999914,6534170,8376850
1366,0.3,0.107,S7,50,2967690,6566394,7279600
1367,0.3,0.107,S8,50,3243521,6290563,6498150
1368,0.3,0.107,S9,50,3002847,6531237,5266200
1369,0.3,0.107,S10,50,2132398,7401686,5680600
1370,0.3,0.107,S1,90,3476642,6057442,9534084
1371,0.3,0.107,S2,90,5125622,4408462,9534084
1372,0.3,0.107,S3,90,5319580,4214504,9534084
1373,0.3,0.107,S4,90,4136244,5397840,9534084
1374,0.3,0.107,S5,90,5370605,4163479,9534084
1375,0.3,0.107,S6,90,4219307,5314777,9534084
1376,0.3,0.107,S7,90,4297280,5236804,9534084
1377,0.3,0.107,S8,90,4270177,5263907,9534084
1378,0.3,0.107,S9,90,4309680,5224404,9534084
1379,0.3,0.107,S10,90,4984940,4549144,9529200
1380,0.3,0.107,S1,130,5648816,3885268,9534084
1381,0.3,0.107,S2,130,5533918,4000166,9534084
1382,0.3,0.107,S3,130,6114083,3420001,9534084
1383,0.3,0.107,S4,130,5655242,3878842,9534084
1384,0.3,0.107,S5,130,5482725,4051359,9534084
1385,0.3,0.107,S6,130,4393792,5140292,9534084
1386,0.3,0.107,S7,130,4750470,4783614,9534084
1387,0.3,0.107,S8,130,5740749,3793335,9534084
1388,0.3,0.107,S9,130,4002978,5531106,9534084
1389,0.3,0.107,S10,130,5785732,3748352,9534084
1390,0.3,0.107,S1,170,4700728,4833356,9534084
1391,0.3,0.107,S2,170,5674458,3859626,9534084
1392,0.3,0.107,S3,170,5886901,3647183,9534084
1393,0.3,0.107,S4,170,5764270,3769814,9534084
1394,0.3,0.107,S5,170,5584015,3950069,9534084
1395,0.3,0.107,S6,170,4445933,5088151,9534084
1396,0.3,0.107,S7,170,6160921,3373163,9534084
1397,0.3,0.107,S8,170,5607150,3926934,9534084
1398,0.3,0.107,S9,170,3921515,5612569,9534084
1399,0.3,0.107,S10,170,4536413,4997671,9534084
1400,0.3,0.111,S1,10,900279,8633805,1554830
1401,0.3,0.111,S2,10,777329,8756755,1424460
1402,0.3,0.111,S3,10,1073159,8460925,1293060
1403,0.3,0.111,S4,10,706685,8827399,1221260
1404,0.3,0.111,S5,10,951353,8582731,1497570
1405,0.3,0.111,S6,10,794305,8739779,1333950
1406,0.3,0.111,S7,10,881846,8652238,1554180
1407,0.3,0.111,S8,10,919097,8614987,1636710
1408,0.3,0.111,S9,10,867027,8667057,1761140
1409,0.3,0.111,S10,10,865668,8668416,1615610
1410,0.3,0.111,S1,50,3000741,6533343,5241300
1411,0.3,0.111,S2,50,3627504,5906580,7572250
1412,0.3,0.111,S3,50,2958682,6575402,6514200
1413,0.3,0.111,S4,50,3429315,6104769,7665450
1414,0.3,0.111,S5,50,2522646,7011438,5906200
1415,0.3,0.111,S6,50,2987746,6546338,5462600
1416,0.3,0.111,S7,50,2339156,7194928,5585050
1417,0.3,0.111,S8,50,3598355,5935729,7987950
1418,0.3,0.111,S9,50,3363038,6171046,8803350
1419,0.3,0.111,S10,50,2438279,7095805,6260950
1420,0.3,0.111,S1,90,5053457,4480627,9534084
1421,0.3,0.111,S2,90,4413856,5120228,9534084
1422,0.3,0.111,S3,90,4332417,5201667,9534084
1423,0.3,0.111,S4,90,4315219,5218865,9534084
1424,0.3,0.111,S5,90,5225873,4308211,9534084
1425,0.3,0.111,S6,90,5159763,4374321,9534084
1426,0.3,0.111,S7,90,5617610,3916474,9534084
1427,0.3,0.111,S8,90,3334532,6199552,9534084
1428,0.3,0.111,S9,90,4366676,5167408,9534084
1429,0.3,0.111,S10,90,3675037,5859047,9534084
1430,0.3,0.111,S1,130,5969193,3564891,9534084
1431,0.3,0.111,S2,130,6098947,3435137,9534084
1432,0.3,0.111,S3,130,4661203,4872881,9534084
1433,0.3,0.111,S4,130,6179161,3354923,9534084
1434,0.3,0.111,S5,130,4860968,4673116,9534084
1435,0.3,0.111,S6,130,6040296,3493788,9534084
1436,0.3,0.111,S7,130,5958855,3575229,9534084
1437,0.3,0.111,S8,130,4151390,5382694,9534084
1438,0.3,0.111,S9,130,3763351,5770733,9534084
1439,0.3,0.111,S10,130,4277839,5256245,9534084
1440,0.3,0.111,S1,170,6197867,3336217,9534084
1441,0.3,0.111,S2,170,6362673,3171411,9534084
1442,0.3,0.111,S3,170,4633504,4900580,9534084
1443,0.3,0.111,S4,170,6571025,2963059,9534084
1444,0.3,0.111,S5,170,4732451,4801633,9534084
1445,0.3,0.111,S6,170,6413873,3120211,9534084
1446,0.3,0.111,S7,170,4637734,4896350,9534084
1447,0.3,0.111,S8,170,4083005,5451079,9534084
1448,0.3,0.111,S9,170,3826087,5707997,9534084
1449,0.3,0.111,S10,170,4284649,5249435,9534084
1450,0.3,0.115,S1,10,867608,8666476,1544490
1451,0.3,0.115,S2,10,672773,8861311,1251130
1452,0.3,0.115,S3,10,999243,8534841,1245570
1453,0.3,0.115,S4,10,797903,8736181,1424060
1454,0.3,0.115,S5,10,1042147,8491937,1436030
1455,0.3,0.115,S6,10,1132854,8401230,1545600
1456,0.3,0.115,S7,10,1010980,8523104,1529390
1457,0.3,0.115,S8,10,1140609,8393475,1557530
1458,0.3,0.115,S9,10,867212,8666872,1703010
1459,0.3,0.115,S10,10,1050485,8483599,1555270
1460,0.3,0.115,S1,50,1943416,7590668,5653200
1461,0.3,0.115,S2,50,3640325,5893759,8038350
1462,0.3,0.115,S3,50,3097247,6436837,5248000
1463,0.3,0.115,S4,50,3180665,6353419,7828000
1464,0.3,0.115,S5,50,3618818,5915266,8403550
1465,0.3,0.115,S6,50,2018624,7515460,5697800
1466,0.3,0.115,S7,50,3343729,6190355,7992350
1467,0.3,0.115,S8,50,3135071,6399013,5243200
1468,0.3,0.115,S9,50,3292698,6241386,8693550
1469,0.3,0.115,S10,50,3019941,6514143,7901850
1470,0.3,0.115,S1,90,4326603,5207481,9534084
1471,0.3,0.115,S2,90,3706623,5827461,9534084
1472,0.3,0.115,S3,90,4391720,5142364,9534084
1473,0.3,0.115,S4,90,4277028,5257056,9534084
1474,0.3,0.115,S5,90,4878327,4655757,9534084
1475,0.3,0.115,S6,90,5298266,4235818,9534084
1476,0.3,0.115,S7,90,4104599,5429485,9534084
1477,0.3,0.115,S8,90,4357153,5176931,9534084
1478,0.3,0.115,S9,90,4906813,4627271,9534084
1479,0.3,0.115,S10,90,3331852,6202232,9534084
1480,0.3,0.115,S1,130,5729128,3804956,9534084
1481,0.3,0.115,S2,130,4332290,5201794,9534084
1482,0.3,0.115,S3,130,6018726,3515358,9534084
1483,0.3,0.115,S4,130,4601430,4932654,9534084
1484,0.3,0.115,S5,130,5832982,3701102,9534084
1485,0.3,0.115,S6,130,5731504,3802580,9534084
1486,0.3,0.115,S7,130,6023381,3510703,9534084
1487,0.3,0.115,S8,130,4512349,5021735,9534084
1488,0.3,0.115,S9,130,6381583,3152501,9534084
1489,0.3,0.115,S10,130,5922927,3611157,9534084
1490,0.3,0.115,S1,170,5927465,3606619,9534084
1491,0.3,0.115,S2,170,4578825,4955259,9534084
1492,0.3,0.115,S3,170,4829923,4704161,9534084
1493,0.3,0.115,S4,170,4568390,4965694,9534084
1494,0.3,0.115,S5,170,5770501,3763583,9534084
1495,0.3,0.115,S6,170,6105958,3428126,9534084
1496,0.3,0.115,S7,170,4218081,5316003,9534084
1497,0.3,0.115,S8,170,4632437,4901647,9534084
1498,0.3,0.115,S9,170,5821122,3712962,9534084
1499,0.3,0.115,S10,170,5874865,3659219,9534084
1500,0.3,0.125,S1,10,796972,8737112,1794240
1501,0.3,0.125,S2,10,803835,8730249,1591970
1502,0.3,0.125,S3,10,606645,8927439,1246210
1503,0.3,0.125,S4,10,1097350,8436734,1234500
1504,0.3,0.125,S5,10,890823,8643261,1461290
1505,0.3,0.125,S6,10,936499,8597585,1499680
1506,0.3,0.125,S7,10,914088,8619996,1401570
1507,0.3,0.125,S8,10,1129223,8404861,1623190
1508,0.3,0.125,S9,10,1027927,8506157,1209970
1509,0.3,0.125,S10,10,1071959,8462125,1635090
1510,0.3,0.125,S1,50,1949446,7584638,5924650
1511,0.3,0.125,S2,50,2574712,6959372,6817350
1512,0.3,0.125,S3,50,2452188,7081896,6423200
1513,0.3,0.125,S4,50,3451923,6082161,7573250
1514,0.3,0.125,S5,50,3638490,5895594,7503500
1515,0.3,0.125,S6,50,3455524,6078560,7870100
1516,0.3,0.125,S7,50,3494852,6039232,8582550
1517,0.3,0.125,S8,50,2912026,6622058,5352050
1518,0.3,0.125,S9,50,3089672,6444412,7725600
1519,0.3,0.125,S10,50,2244913,7289171,5628100
1520,0.3,0.125,S1,90,4040373,5493711,9534084
1521,0.3,0.125,S2,90,4372483,5161601,9534084
1522,0.3,0.125,S3,90,5175904,4358180,9534084
1523,0.3,0.125,S4,90,4374699,5159385,9534084
1524,0.3,0.125,S5,90,3264117,6269967,9534084
1525,0.3,0.125,S6,90,3351753,6182331,9534084
1526,0.3,0.125,S7,90,5013452,4520632,9534084
1527,0.3,0.125,S8,90,4065434,5468650,9534084
1528,0.3,0.125,S9,90,4215021,5319063,9534084
1529,0.3,0.125,S10,90,4429986,5104098,9534084
1530,0.3,0.125,S1,130,3908534,5625550,9534084
1531,0.3,0.125,S2,130,6285534,3248550,9534084
1532,0.3,0.125,S3,130,5970306,3563778,9534084
1533,0.3,0.125,S4,130,5209638,4324446,9534084
1534,0.3,0.125,S5,130,5136033,4398051,9534084
1535,0.3,0.125,S6,130,5709617,3824467,9534084
1536,0.3,0.125,S7,130,6395067,3139017,9534084
1537,0.3,0.125,S8,130,4204956,5329128,9534084
1538,0.3,0.125,S9,130,5881643,3652441,9534084
1539,0.3,0.125,S10,130,5722849,3811235,9534084
1540,0.3,0.125,S1,170,3891688,5642396,9534084
1541,0.3,0.125,S2,170,6303473,3230611,9534084
1542,0.3,0.125,S3,170,6239809,3294275,9534084
1543,0.3,0.125,S4,170,4621270,4912814,9534084
1544,0.3,0.125,S5,170,6656000,2878084,9534084
1545,0.3,0.125,S6,170,5749620,3784464,9534084
1546,0.3,0.125,S7,170,4093195,5440889,9534084
1547,0.3,0.125,S8,170,4225569,5308515,9534084
1548,0.3,0.125,S9,170,4516315,5017769,9534084
1549,0.3,0.125,S10,170,5542359,3991725,9534084
1550,0.3,0.136,S1,10,1024724,8509360,1542460
1551,0.3,0.136,S2,10,924783,8609301,1532720
1552,0.3,0.136,S3,10,864044,8670040,1546210
1553,0.3,0.136,S4,10,943597,8590487,1577770
1554,0.3,0.136,S5,10,913096,8620988,1676520
1555,0.3,0.136,S6,10,829493,8704591,1567140
1556,0.3,0.136,S7,10,1195040,8339044,1509370
1557,0.3,0.136,S8,10,840548,8693536,1610140
1558,0.3,0.136,S9,10,728087,8805997,1331860
1559,0.3,0.136,S10,10,771494,8762590,1449940
1560,0.3,0.136,S1,50,2493097,7040987,5573300
1561,0.3,0.136,S2,50,2556349,6977735,6192950
1562,0.3,0.136,S3,50,2970502,6563582,7851250
1563,0.3,0.136,S4,50,2807658,6726426,5380550
1564,0.3,0.136,S5,50,3067475,6466609,7664750
1565,0.3,0.136,S6,50,3462829,6071255,7219500
1566,0.3,0.136,S7,50,3396634,6137450,7600250
1567,0.3,0.136,S8,50,3594132,5939952,8058750
1568,0.3,0.136,S9,50,3394482,6139602,7640600
1569,0.3,0.136,S10,50,2570628,6963456,6004650
1570,0.3,0.136,S1,90,5322843,4211241,9534084
1571,0.3,0.136,S2,90,4376622,5157462,9534084
1572,0.3,0.136,S3,90,4005433,5528651,9534084
1573,0.3,0.136,S4,90,4026239,5507845,9534084
1574,0.3,0.136,S5,90,5124976,4409108,9534084
1575,0.3,0.136,S6,90,3697793,5836291,9534084
1576,0.3,0.136,S7,90,3554086,5979998,9534084
1577,0.3,0.136,S8,90,4328150,5205934,9534084
1578,0.3,0.136,S9,90,4288265,5245819,9432090
1579,0.3,0.136,S10,90,4223500,5310584,9534084
1580,0.3,0.136,S1,130,5916879,3617205,9534084
1581,0.3,0.136,S2,130,5291171,4242913,9534084
1582,0.3,0.136,S3,130,4215425,5318659,9534084
1583,0.3,0.136,S4,130,3761364,5772720,9534084
1584,0.3,0.136,S5,130,6095104,3438980,9534084
1585,0.3,0.136,S6,130,4500145,5033939,9534084
1586,0.3,0.136,S7,130,6130248,3403836,9534084
1587,0.3,0.136,S8,130,6385329,3148755,9534084
1588,0.3,0.136,S9,130,5861095,3672989,9534084
1589,0.3,0.136,S10,130,4497802,5036282,9534084
1590,0.3,0.136,S1,170,5997634,3536450,9534084
1591,0.3,0.136,S2,170,5410193,4123891,9534084
1592,0.3,0.136,S3,170,4301935,5232149,9534084
1593,0.3,0.136,S4,170,6108151,3425933,9534084
1594,0.3,0.136,S5,170,6092970,3441114,9534084
1595,0.3,0.136,S6,170,5803966,3730118,9534084
1596,0.3,0.136,S7,170,6375507,3158577,9534084
1597,0.3,0.136,S8,170,4462142,5071942,9534084
1598,0.3,0.136,S9,170,3244376,6289708,9534084
1599,0.3,0.136,S10,170,5934467,3599617,9534084
1600,0.3,0.143,S1,10,972272,8561812,1530620
1601,0.3,0.143,S2,10,877652,8656432,1700000
1602,0.3,0.143,S3,10,926558,8607526,1577110
1603,0.3,0.143,S4,10,1009304,8524780,1519630
1604,0.3,0.143,S5,10,973115,8560969,1580960
1605,0.3,0.143,S6,10,1106566,8427518,1490970
1606,0.3,0.143,S7,10,1118654,8415430,1557090
1607,0.3,0.143,S8,10,820808,8713276,1564870
1608,0.3,0.143,S9,10,758433,8775651,1564420
1609,0.3,0.143,S10,10,696950,8837134,1129640
1610,0.3,0.143,S1,50,2664360,6869724,5281250
1611,0.3,0.143,S2,50,2606450,6927634,6305900
1612,0.3,0.143,S3,50,3133754,6400330,7776100
1613,0.3,0.143,S4,50,3375787,6158297,7774150
1614,0.3,0.143,S5,50,3180710,6353374,7692050
