,Slack,SD,Machines,Accepted Load,Rejected Load,Available Resource
153,0.1,0.043,20,1542561.6,16198588.4,3009856
154,0.1,0.043,30,2075267.3,15665882.7,4477353
155,0.1,0.043,40,2795030.5,14946119.5,6248388
156,0.1,0.043,50,3368993.4,14372156.6,8114475
157,0.1,0.043,60,4098363.2,13642786.8,9442092
158,0.1,0.043,70,4449064.3,13292085.7,11242154
159,0.1,0.043,80,4932183.8,12808966.2,12362192
160,0.1,0.043,90,5712055.7,12029094.3,14317398
161,0.1,0.043,100,6384172.6,11356977.4,15994620
162,0.1,0.043,110,6996912.5,10744237.5,17741150
163,0.1,0.043,120,7355663.9,10385486.1,17741150
164,0.1,0.043,130,7921488.1,9819661.9,17741150
165,0.1,0.043,140,8435394.5,9305755.5,17741150
166,0.1,0.043,150,9013521.7,8727628.3,17741150
167,0.1,0.043,160,9485189.1,8255960.9,17741150
168,0.1,0.043,170,9884844.3,7856305.7,17741150
169,0.1,0.043,180,10200988.3,7540161.7,17741150
171,0.1,0.045,10,1168048.9,16573101.1,1626263
172,0.1,0.045,20,1839325.3,15901824.7,3122836
173,0.1,0.045,30,1951105.2,15790044.8,4233654
174,0.1,0.045,40,2848778.8,14892371.2,6182940
175,0.1,0.045,50,3296246.4,14444903.6,7822480
176,0.1,0.045,60,4019861.9,13721288.1,9793692
177,0.1,0.045,70,4293030.6,13448119.4,11296614
178,0.1,0.045,80,5130201,12610949,12412760
179,0.1,0.045,90,5583230.4,12157919.6,14768235
180,0.1,0.045,100,6195700.4,11545449.6,16223430
181,0.1,0.045,110,6964346.8,10776803.2,17372303
182,0.1,0.045,120,7359834.5,10381315.5,17737803
183,0.1,0.045,130,7906198.2,9834951.8,17741150
184,0.1,0.045,140,8521048.1,9220101.9,17741150
185,0.1,0.045,150,8946027.6,8795122.4,17741150
186,0.1,0.045,160,9539762.5,8201387.5,17741150
187,0.1,0.045,170,9828744.9,7912405.1,17741150
188,0.1,0.045,180,10191136.2,7550013.8,17741150
190,0.1,0.048,10,1110204.6,16630945.4,1629142
191,0.1,0.048,20,1550963.2,16190186.8,3216126
192,0.1,0.048,30,2118592.6,15622557.4,4521786
193,0.1,0.048,40,2749610.8,14991539.2,6301616
194,0.1,0.048,50,3328768.9,14412381.1,7891160
195,0.1,0.048,60,3967544.1,13773605.9,9522282
196,0.1,0.048,70,4414967,13326183,11028199
197,0.1,0.048,80,4980214.6,12760935.4,12367776
198,0.1,0.048,90,5752065.7,11989084.3,14537466
199,0.1,0.048,100,6406981.1,11334168.9,16085220
200,0.1,0.048,110,6996315.4,10744834.6,17305135
201,0.1,0.048,120,7604303,10136847,17741150
202,0.1,0.048,130,8124785.8,9616364.2,17741150
203,0.1,0.048,140,8594985.1,9146164.9,17741150
204,0.1,0.048,150,9148136.6,8593013.4,17741150
205,0.1,0.048,160,9563569,8177581,17741150
206,0.1,0.048,170,9997623.7,7743526.3,17741150
207,0.1,0.048,180,10165341.8,7575808.2,17741150
209,0.2,0.1,10,1167735.6,16573414.4,1697743
210,0.2,0.1,20,1937424.8,15803725.2,3435248
211,0.2,0.1,30,2360576.8,15380573.2,4985985
212,0.2,0.1,40,2791454.9,14949695.1,6525124
213,0.2,0.1,50,3456468.5,14284681.5,8418355
214,0.2,0.1,60,3882809.7,13858340.3,9283722
215,0.2,0.1,70,4627007.2,13114142.8,11416678
216,0.2,0.1,80,5233388.6,12507761.4,12658880
217,0.2,0.1,90,5706619.8,12034530.2,13809141
218,0.2,0.1,100,6013890.8,11727259.2,15734345
219,0.2,0.1,110,6656095.8,11085054.2,17403484
220,0.2,0.1,120,7268036.9,10473113.1,17741150
221,0.2,0.1,130,8044779.3,9696370.7,17741150
222,0.2,0.1,140,8616844.1,9124305.9,17741150
223,0.2,0.1,150,8947361.3,8793788.7,17741150
224,0.2,0.1,160,9276137,8465013,17741150
225,0.2,0.1,170,9642026,8099124,17741150
226,0.2,0.1,180,9967803,7773347,17741150
228,0.2,0.08,10,1238527.6,16502622.4,1709599
229,0.2,0.08,20,1879563.7,15861586.3,3321512
230,0.2,0.08,30,2236757.3,15504392.7,4840908
231,0.2,0.08,40,2877685.4,14863464.6,6575768
232,0.2,0.08,50,3081768.1,14659381.9,7451110
233,0.2,0.08,60,3984790,13756360,9643734
234,0.2,0.08,70,4327142.2,13414007.8,10844155
235,0.2,0.08,80,5173766.6,12567383.4,12811768
236,0.2,0.08,90,5671650.9,12069499.1,14575284
237,0.2,0.08,100,6458752.5,11282397.5,16403880
238,0.2,0.08,110,6792214,10948936,17446144
239,0.2,0.08,120,7370796.3,10370353.7,17741150
240,0.2,0.08,130,7887949.2,9853200.8,17741150
241,0.2,0.08,140,8187314.3,9553835.7,17741150
242,0.2,0.08,150,8938421.2,8802728.8,17741150
243,0.2,0.08,160,9202897.8,8538252.2,17741150
244,0.2,0.08,170,9478713.5,8262436.5,17741150
245,0.2,0.08,180,9830361.8,7910788.2,17741150
247,0.2,0.067,10,1146451.4,16594698.6,1685006
248,0.2,0.067,20,1811541.2,15929608.8,3297798
249,0.2,0.067,30,2272558.3,15468591.7,4740675
250,0.2,0.067,40,2658919.2,15082230.8,6662724
251,0.2,0.067,50,3372385.9,14368764.1,8073425
252,0.2,0.067,60,3885850.9,13855299.1,9525150
253,0.2,0.067,70,4681523.8,13059626.2,11624396
254,0.2,0.067,80,5275794.9,12465355.1,12599496
255,0.2,0.067,90,5634472.1,12106677.9,14073174
256,0.2,0.067,100,6225796.3,11515353.7,16441170
257,0.2,0.067,110,6697302.2,11043847.8,17295079
258,0.2,0.067,120,7181686.8,10559463.2,17741150
259,0.2,0.067,130,7643920.7,10097229.3,17741150
260,0.2,0.067,140,8409463.9,9331686.1,17741150
261,0.2,0.067,150,8851449.5,8889700.5,17741150
262,0.2,0.067,160,9401442.7,8339707.3,17741150
263,0.2,0.067,170,9613055.1,8128094.9,17741150
264,0.2,0.067,180,9919222.2,7821927.8,17741150
266,0.2,0.069,10,1251504.8,16489645.2,1763222
267,0.2,0.069,20,1903139.8,15838010.2,3494324
268,0.2,0.069,30,2412918.6,15328231.4,4842243
269,0.2,0.069,40,2743995.6,14997154.4,6828440
270,0.2,0.069,50,3426311.4,14314838.6,7626750
271,0.2,0.069,60,3910149.1,13831000.9,9232044
272,0.2,0.069,70,4632562.1,13108587.9,10934385
273,0.2,0.069,80,5281459.7,12459690.3,12896608
274,0.2,0.069,90,5736867.9,12004282.1,14533902
275,0.2,0.069,100,5958154.5,11782995.5,15081210
276,0.2,0.069,110,6735869.5,11005280.5,17258876
277,0.2,0.069,120,7257556.4,10483593.6,17741150
278,0.2,0.069,130,7815256,9925894,17741150
279,0.2,0.069,140,8167037.6,9574112.4,17741150
280,0.2,0.069,150,8727193.2,9013956.8,17741150
281,0.2,0.069,160,9222666.8,8518483.2,17741150
282,0.2,0.069,170,9692492.5,8048657.5,17741150
283,0.2,0.069,180,9817843.3,7923306.7,17741150
285,0.2,0.071,10,1192139,16549011,1739945
286,0.2,0.071,20,1881464.8,15859685.2,3401742
287,0.2,0.071,30,2234645.4,15506504.6,4877484
288,0.2,0.071,40,2879692.5,14861457.5,6795980
289,0.2,0.071,50,3301521.7,14439628.3,8091530
290,0.2,0.071,60,3859754.6,13881395.4,9479754
291,0.2,0.071,70,4495055.7,13246094.3,10595452
292,0.2,0.071,80,5144842.3,12596307.7,12724456
293,0.2,0.071,90,5672054.8,12069095.2,13990194
294,0.2,0.071,100,6244163.5,11496986.5,16229175
295,0.2,0.071,110,6732316,11008834,17412669
296,0.2,0.071,120,7144533.9,10596616.1,17741150
297,0.2,0.071,130,7692008.7,10049141.3,17741150
298,0.2,0.071,140,8267976.9,9473173.1,17741150
299,0.2,0.071,150,8857055,8884095,17741150
300,0.2,0.071,160,9128373.6,8612776.4,17741150
301,0.2,0.071,170,9273882.3,8467267.7,17741150
302,0.2,0.071,180,9506047.1,8235102.9,17741150
304,0.2,0.074,10,1194803,16546347,1709304
305,0.2,0.074,20,1941169.7,15799980.3,3318424
306,0.2,0.074,30,2285313.5,15455836.5,4754880
307,0.2,0.074,40,2602007.8,15139142.2,6728960
308,0.2,0.074,50,3423806.4,14317343.6,8162670
309,0.2,0.074,60,3879007.3,13862142.7,9786972
310,0.2,0.074,70,4655887.3,13085262.7,12100151
311,0.2,0.074,80,5057504.1,12683645.9,13052032
312,0.2,0.074,90,5616139.3,12125010.7,14482440
313,0.2,0.074,100,6201830.6,11539319.4,16439325
314,0.2,0.074,110,6800599.4,10940550.6,17486538
315,0.2,0.074,120,7300516.1,10440633.9,17741150
316,0.2,0.074,130,7856812.7,9884337.3,17741150
317,0.2,0.074,140,8255584.3,9485565.7,17741150
318,0.2,0.074,150,8634919.7,9106230.3,17741150
319,0.2,0.074,160,9129427.2,8611722.8,17741150
320,0.2,0.074,170,9370307.3,8370842.7,17741150
321,0.2,0.074,180,9647772.5,8093377.5,17741150
323,0.2,0.077,10,1194495.8,16546654.2,1714714
324,0.2,0.077,20,1763011.5,15978138.5,3265536
325,0.2,0.077,30,2490849.8,15250300.2,5223381
326,0.2,0.077,40,2656599.2,15084550.8,6325500
327,0.2,0.077,50,3389444,14351706,8433035
328,0.2,0.077,60,3992242.7,13748907.3,10047846
329,0.2,0.077,70,4653141,13088009,11020849
330,0.2,0.077,80,5181645.5,12559504.5,12813224
331,0.2,0.077,90,5687540.9,12053609.1,14013135
332,0.2,0.077,100,6404783.1,11336366.9,16164125
333,0.2,0.077,110,6719628.4,11021521.6,17331555
334,0.2,0.077,120,7465971.4,10275178.6,17741150
335,0.2,0.077,130,7972310.6,9768839.4,17741150
336,0.2,0.077,140,8420585.6,9320564.4,17741150
337,0.2,0.077,150,8875001.3,8866148.7,17741150
338,0.2,0.077,160,9245175.6,8495974.4,17741150
339,0.2,0.077,170,9632598.5,8108551.5,17741150
340,0.2,0.077,180,9771492.2,7969657.8,17741150
342,0.2,0.083,10,1148591.3,16592558.7,1622967
343,0.2,0.083,20,1616338.5,16124811.5,3097476
344,0.2,0.083,30,2246349.2,15494800.8,4494591
345,0.2,0.083,40,2841288.3,14899861.7,6420228
346,0.2,0.083,50,3240291.3,14500858.7,7790980
347,0.2,0.083,60,3798176.7,13942973.3,9608724
348,0.2,0.083,70,4556866.4,13184283.6,10726170
349,0.2,0.083,80,5174815.6,12566334.4,12928952
350,0.2,0.083,90,5592049.6,12149100.4,14220567
351,0.2,0.083,100,6273997.9,11467152.1,16208025
352,0.2,0.083,110,6767693.4,10973456.6,17425970
353,0.2,0.083,120,7318731.1,10422418.9,17741150
354,0.2,0.083,130,7833603,9907547,17741150
355,0.2,0.083,140,8338214.2,9402935.8,17741150
356,0.2,0.083,150,8892608.9,8848541.1,17741150
357,0.2,0.083,160,9197769,8543381,17741150
358,0.2,0.083,170,9534812,8206338,17741150
359,0.2,0.083,180,9982705.7,7758444.3,17741150
361,0.2,0.087,10,1172526.9,16568623.1,1724824
362,0.2,0.087,20,1790987.7,15950162.3,3337212
363,0.2,0.087,30,2642660.1,15098489.9,5105919
364,0.2,0.087,40,2861070.2,14880079.8,6394344
365,0.2,0.087,50,3304704,14436446,7961740
366,0.2,0.087,60,4062771.5,13678378.5,9808170
367,0.2,0.087,70,4628725.7,13112424.3,11565106
368,0.2,0.087,80,5250071.1,12491078.9,13137272
369,0.2,0.087,90,5607312.6,12133837.4,14304420
370,0.2,0.087,100,6257370.1,11483779.9,16610820
371,0.2,0.087,110,6772857.4,10968292.6,17576617
372,0.2,0.087,120,7325545.2,10415604.8,17741150
373,0.2,0.087,130,7903457.3,9837692.7,17741150
374,0.2,0.087,140,8388792.3,9352357.7,17741150
375,0.2,0.087,150,8870786.4,8870363.6,17741150
376,0.2,0.087,160,9092608.1,8648541.9,17741150
377,0.2,0.087,170,9700078.2,8041071.8,17741150
378,0.2,0.087,180,9934324,7806826,17741150
380,0.2,0.091,10,1211831.7,16529318.3,1689253
381,0.2,0.091,20,1837416.8,15903733.2,3199746
382,0.2,0.091,30,2284307.7,15456842.3,4627236
383,0.2,0.091,40,2647164.9,15093985.1,5886684
384,0.2,0.091,50,3284246.2,14456903.8,7665030
385,0.2,0.091,60,3954564.6,13786585.4,9486666
386,0.2,0.091,70,4585381.8,13155768.2,10956981
387,0.2,0.091,80,4969925.9,12771224.1,12618016
388,0.2,0.091,90,5640277,12100873,13709142
389,0.2,0.091,100,6198517.5,11542632.5,16177005
390,0.2,0.091,110,6704280.3,11036869.7,17364049
391,0.2,0.091,120,7490238.3,10250911.7,17741150
392,0.2,0.091,130,8099297.3,9641852.7,17741150
393,0.2,0.091,140,8367725.2,9373424.8,17741150
394,0.2,0.091,150,9064273.4,8676876.6,17741150
395,0.2,0.091,160,9350504.2,8390645.8,17741150
396,0.2,0.091,170,9703324,8037826,17741150
397,0.2,0.091,180,9803725.9,7937424.1,17741150
399,0.2,0.095,10,1265249.3,16475900.7,1751187
400,0.2,0.095,20,1697868.8,16043281.2,3221934
401,0.2,0.095,30,2452660.8,15288489.2,4807908
402,0.2,0.095,40,2913069.1,14828080.9,6602120
403,0.2,0.095,50,3349835.7,14391314.3,8034780
404,0.2,0.095,60,4120669.1,13620480.9,10332072
405,0.2,0.095,70,4562287.9,13178862.1,11280794
406,0.2,0.095,80,5084859,12656291,13075928
407,0.2,0.095,90,5476593.5,12264556.5,14833395
408,0.2,0.095,100,6169187.8,11571962.2,16906530
409,0.2,0.095,110,6711319.2,11029830.8,17432821
410,0.2,0.095,120,7105649.5,10635500.5,17730975
411,0.2,0.095,130,7721360,10019790,17741150
412,0.2,0.095,140,8156096.7,9585053.3,17741150
413,0.2,0.095,150,8726725.4,9014424.6,17741150
414,0.2,0.095,160,9142636,8598514,17741150
415,0.2,0.095,170,9352124.1,8389025.9,17741150
416,0.2,0.095,180,9543428.1,8197721.9,17741150
418,0.3,0.1,10,1197966.9,16543183.1,1749331
419,0.3,0.1,20,1863402.4,15877747.6,3395092
420,0.3,0.1,30,2944453,14796697,5451825
421,0.3,0.1,40,3188591.6,14552558.4,6596768
422,0.3,0.1,50,3456969.8,14284180.2,8296585
423,0.3,0.1,60,4065519.1,13675630.9,10109898
424,0.3,0.1,70,4688821.5,13052328.5,11794230
425,0.3,0.1,80,5308601.6,12432548.4,13599440
426,0.3,0.1,90,5817060.4,11924089.6,15905583
427,0.3,0.1,100,6303932.8,11437217.2,16329950
428,0.3,0.1,110,6646593.2,11094556.8,17571944
429,0.3,0.1,120,7126829.7,10614320.3,17741150
430,0.3,0.1,130,7586131.3,10155018.7,17741150
431,0.3,0.1,140,8017696.8,9723453.2,17741150
432,0.3,0.1,150,8422855.1,9318294.9,17741150
433,0.3,0.1,160,8673700.5,9067449.5,17741150
434,0.3,0.1,170,9312553.7,8428596.3,17741150
435,0.3,0.1,180,8982471.3,8758678.7,17741150
437,0.3,0.12,10,1262577.8,16478572.2,1710366
438,0.3,0.12,20,1918465.5,15822684.5,3470950
439,0.3,0.12,30,2418966.1,15322183.9,5206233
440,0.3,0.12,40,2588573,15152577,6061988
441,0.3,0.12,50,3408779.4,14332370.6,7880000
442,0.3,0.12,60,3973888.9,13767261.1,9154146
443,0.3,0.12,70,4348991.6,13392158.4,10868081
444,0.3,0.12,80,5187976.7,12553173.3,12876624
445,0.3,0.12,90,5793204.3,11947945.7,15108156
446,0.3,0.12,100,6137719.8,11603430.2,16256620
447,0.3,0.12,110,6588312.7,11152837.3,17604966
448,0.3,0.12,120,6840064.1,10901085.9,17741150
449,0.3,0.12,130,7596934.5,10144215.5,17741150
450,0.3,0.12,140,7860836.6,9880313.4,17741150
451,0.3,0.12,150,8292256.3,9448893.7,17741150
452,0.3,0.12,160,8670082.8,9071067.2,17741150
453,0.3,0.12,170,8817399.8,8923750.2,17741150
454,0.3,0.12,180,8694211,9046939,17741150
456,0.3,0.13,10,1196568,16544582,1762464
457,0.3,0.13,20,2208244,15532906,3712778
458,0.3,0.13,30,2505451.7,15235698.3,5263569
459,0.3,0.13,40,2848301,14892849,6376172
460,0.3,0.13,50,3425052,14316098,8656110
461,0.3,0.13,60,3983147.2,13758002.8,10049964
462,0.3,0.13,70,4591222.6,13149927.4,11782106
463,0.3,0.13,80,4986047,12755103,12688528
464,0.3,0.13,90,5777189.6,11963960.4,15221447
465,0.3,0.13,100,6479398.3,11261751.7,17093535
466,0.3,0.13,110,6761323.2,10979826.8,17656534
467,0.3,0.13,120,7446552.9,10294597.1,17741150
468,0.3,0.13,130,7826419.4,9914730.6,17741150
469,0.3,0.13,140,7813018.3,9928131.7,17741150
470,0.3,0.13,150,8398986.9,9342163.1,17741150
471,0.3,0.13,160,8877828.9,8863321.1,17741150
472,0.3,0.13,170,9045077.4,8696072.6,17741150
473,0.3,0.13,180,9309535.6,8431614.4,17741150
475,0.3,0.15,10,1210988.7,16530161.3,1772893
476,0.3,0.15,20,2124629.5,15616520.5,3615174
477,0.3,0.15,30,2315050.8,15426099.2,5077464
478,0.3,0.15,40,3051526.5,14689623.5,7073368
479,0.3,0.15,50,3391135.9,14350014.1,8194920
480,0.3,0.15,60,3985184.9,13755965.1,9525294
481,0.3,0.15,70,4500186.4,13240963.6,11422194
482,0.3,0.15,80,5164302.7,12576847.3,12487352
483,0.3,0.15,90,5682828.8,12058321.2,14659307
484,0.3,0.15,100,6145967.4,11595182.6,16467080
485,0.3,0.15,110,6824225.7,10916924.3,17741150
486,0.3,0.15,120,7063590.9,10677559.1,17741150
487,0.3,0.15,130,7628063.7,10113086.3,17741150
488,0.3,0.15,140,8093050.4,9648099.6,17741150
489,0.3,0.15,150,8325646.1,9415503.9,17741150
490,0.3,0.15,160,8551072.1,9190077.9,17741150
491,0.3,0.15,170,9032446.7,8708703.3,17741150
492,0.3,0.15,180,9065732.4,8675417.6,17741150
494,0.3,0.103,10,1237308.2,16503841.8,1615124
495,0.3,0.103,20,2024852.8,15716297.2,3482818
496,0.3,0.103,30,2392238.8,15348911.2,5049702
497,0.3,0.103,40,2892347.9,14848802.1,6666184
498,0.3,0.103,50,3303673.6,14437476.4,7548985
499,0.3,0.103,60,4057700.2,13683449.8,10290744
500,0.3,0.103,70,4540354.6,13200795.4,11889486
501,0.3,0.103,80,5269702.4,12471447.6,13498720
502,0.3,0.103,90,5887608.8,11853541.2,15431849
503,0.3,0.103,100,6164314.3,11576835.7,16666835
504,0.3,0.103,110,6657323.4,11083826.6,17725625
505,0.3,0.103,120,7271936.2,10469213.8,17741150
506,0.3,0.103,130,7498742.9,10242407.1,17741150
507,0.3,0.103,140,8143258.6,9597891.4,17741150
508,0.3,0.103,150,8386734.7,9354415.3,17741150
509,0.3,0.103,160,8772519.7,8968630.3,17741150
510,0.3,0.103,170,9247348.9,8493801.1,17741150
511,0.3,0.103,180,9004608.3,8736541.7,17741150
513,0.3,0.107,10,1198439.1,16542710.9,1762111
514,0.3,0.107,20,1781930.7,15959219.3,3439776
515,0.3,0.107,30,2636870.5,15104279.5,5220246
516,0.3,0.107,40,2926515.9,14814634.1,6428536
517,0.3,0.107,50,3564171.8,14176978.2,8487390
518,0.3,0.107,60,4066725.8,13674424.2,9903072
519,0.3,0.107,70,4738673.7,13002476.3,11680998
520,0.3,0.107,80,5079386.7,12661763.3,13327176
521,0.3,0.107,90,5588058.2,12153091.8,15575535
522,0.3,0.107,100,6056825.3,11684324.7,16456635
523,0.3,0.107,110,6331589.1,11409560.9,17316485
524,0.3,0.107,120,7090271.7,10650878.3,17741150
525,0.3,0.107,130,7478164.9,10262985.1,17741150
526,0.3,0.107,140,7856593.9,9884556.1,17741150
527,0.3,0.107,150,8289208.6,9451941.4,17741150
528,0.3,0.107,160,8371098.3,9370051.7,17741150
529,0.3,0.107,170,8804548.6,8936601.4,17741150
530,0.3,0.107,180,8931944.7,8809205.3,17741150
532,0.3,0.111,10,1182875.6,16558274.4,1783635
