,Slack,SD,Machines,Accepted Load,Rejected Load,Available Resource
533,0.3,0.111,20,1900977.7,15840172.3,3540426
534,0.3,0.111,30,2520061.2,15221088.8,5083188
535,0.3,0.111,40,3023739.5,14717410.5,7023380
536,0.3,0.111,50,3370638,14370512,8086935
537,0.3,0.111,60,3885135.9,13856014.1,10278912
538,0.3,0.111,70,4465838.8,13275311.2,11374895
539,0.3,0.111,80,5226420.4,12514729.6,12843688
540,0.3,0.111,90,5705197.2,12035952.8,15475742
541,0.3,0.111,100,6063990.6,11677159.4,16365820
542,0.3,0.111,110,6560996.3,11180153.7,17577191
543,0.3,0.111,120,7199537.2,10541612.8,17741150
544,0.3,0.111,130,7521823.3,10219326.7,17741150
545,0.3,0.111,140,7972472.9,9768677.1,17741150
546,0.3,0.111,150,8437057.4,9304092.6,17741150
547,0.3,0.111,160,8734087.6,9007062.4,17741150
548,0.3,0.111,170,8783012.3,8958137.7,17741150
549,0.3,0.111,180,9119920.9,8621229.1,17741150
551,0.3,0.115,10,1205405.6,16535744.4,1721903
552,0.3,0.115,20,2033635.3,15707514.7,3577128
553,0.3,0.115,30,2269428.1,15471721.9,5032434
554,0.3,0.115,40,2857187.8,14883962.2,6515564
555,0.3,0.115,50,3441974.5,14299175.5,8255605
556,0.3,0.115,60,3873011.4,13868138.6,9932472
557,0.3,0.115,70,4660284.6,13080865.4,11268278
558,0.3,0.115,80,5118033.3,12623116.7,12855360
559,0.3,0.115,90,5665493,12075657,14989302
560,0.3,0.115,100,6245645.3,11495504.7,16581285
561,0.3,0.115,110,6654622.8,11086527.2,17505522
562,0.3,0.115,120,6991623.8,10749526.2,17741150
563,0.3,0.115,130,7614302.8,10126847.2,17741150
564,0.3,0.115,140,7900410.2,9840739.8,17741150
565,0.3,0.115,150,8403440.7,9337709.3,17741150
566,0.3,0.115,160,8692224.5,9048925.5,17741150
567,0.3,0.115,170,8950772.5,8790377.5,17741150
568,0.3,0.115,180,9297730,8443420,17741150
570,0.3,0.125,10,1239215.5,16501934.5,1769618
571,0.3,0.125,20,1820312.8,15920837.2,3440992
572,0.3,0.125,30,2442459.6,15298690.4,5145015
573,0.3,0.125,40,2952437.2,14788712.8,6656340
574,0.3,0.125,50,3524714.2,14216435.8,8136280
575,0.3,0.125,60,3939805.5,13801344.5,9576654
576,0.3,0.125,70,4732787,13008363,11649141
577,0.3,0.125,80,4973563,12767587,13369840
578,0.3,0.125,90,5713153.2,12027996.8,15534702
579,0.3,0.125,100,6152556.1,11588593.9,16725395
580,0.3,0.125,110,6761769.3,10979380.7,17641638
581,0.3,0.125,120,6815286.8,10925863.2,17741150
582,0.3,0.125,130,7631714.8,10109435.2,17741150
583,0.3,0.125,140,8036554.1,9704595.9,17741150
584,0.3,0.125,150,8163219.6,9577930.4,17741150
585,0.3,0.125,160,8734518.3,9006631.7,17741150
586,0.3,0.125,170,9064169.9,8676980.1,17741150
587,0.3,0.125,180,9387011.4,8354138.6,17741150
589,0.3,0.136,10,1279507.7,16461642.3,1764033
590,0.3,0.136,20,1751009.4,15990140.6,3574282
591,0.3,0.136,30,2224182.7,15516967.3,5059281
592,0.3,0.136,40,2879691.6,14861458.4,6895124
593,0.3,0.136,50,3390039.7,14351110.3,8435535
594,0.3,0.136,60,3813062.2,13928087.8,9221484
595,0.3,0.136,70,4730557,13010593,11414431
596,0.3,0.136,80,5167601.7,12573548.3,13702848
597,0.3,0.136,90,5656647.1,12084502.9,15314346
598,0.3,0.136,100,6154845.4,11586304.6,16520325
599,0.3,0.136,110,6563361.1,11177788.9,17571797
600,0.3,0.136,120,7286379.1,10454770.9,17741150
601,0.3,0.136,130,7695810.4,10045339.6,17741150
602,0.3,0.136,140,8225309.3,9515840.7,17741150
603,0.3,0.136,150,8565840.3,9175309.7,17741150
604,0.3,0.136,160,8919757.7,8821392.3,17741150
605,0.3,0.136,170,9119768.2,8621381.8,17741150
606,0.3,0.136,180,9417227.8,8323922.2,17741150
608,0.3,0.143,10,1252003.2,16489146.8,1788917
609,0.3,0.143,20,1930121.4,15811028.6,3679210
610,0.3,0.143,30,2404283.4,15336866.6,5089413
611,0.3,0.143,40,2976725.7,14764424.3,6799456
612,0.3,0.143,50,3532199.2,14208950.8,9053915
613,0.3,0.143,60,4181623.8,13559526.2,10202724
614,0.3,0.143,70,4616057.7,13125092.3,11782169
615,0.3,0.143,80,5201127.4,12540022.6,12525128
616,0.3,0.143,90,5894865.9,11846284.1,14440320
617,0.3,0.143,100,6195899.5,11545250.5,16802565
618,0.3,0.143,110,6680569.2,11060580.8,17502983
619,0.3,0.143,120,7172415,10568735,17741150
620,0.3,0.143,130,7707914.9,10033235.1,17741150
621,0.3,0.143,140,7896268.1,9844881.9,17741150
622,0.3,0.143,150,8354288.6,9386861.4,17741150
623,0.3,0.143,160,8926918,8814232,17741150
624,0.3,0.143,170,9215022.6,8526127.4,17741150
625,0.3,0.143,180,9312124.8,8429025.2,17741150
627,0.4,0.2,10,1331067,16410083,1801528
628,0.4,0.2,20,1779856.9,15961293.1,3515792
629,0.4,0.2,30,2401790.2,15339359.8,5222634
630,0.4,0.2,40,2635531.8,15105618.2,7232204
631,0.4,0.2,50,3472969.2,14268180.8,8602600
632,0.4,0.2,60,3991698.3,13749451.7,10211418
633,0.4,0.2,70,4301367.7,13439782.3,11664583
634,0.4,0.2,80,5190502,12550648,13460904
635,0.4,0.2,90,5705813.3,12035336.7,15653879
636,0.4,0.2,100,6229190.3,11511959.7,16812505
637,0.4,0.2,110,6372787.2,11368362.8,17737749
638,0.4,0.2,120,7125274.1,10615875.9,17741150
639,0.4,0.2,130,7148412,10592738,17741150
640,0.4,0.2,140,7423331.3,10317818.7,17741150
641,0.4,0.2,150,7722168,10018982,17741150
642,0.4,0.2,160,8219649.1,9521500.9,17741150
643,0.4,0.2,170,8199871.2,9541278.8,17741150
644,0.4,0.2,180,8165679.2,9575470.8,17741150
646,0.4,0.16,10,1264490.6,16476659.4,1890206
647,0.4,0.16,20,2011394.4,15729755.6,3649638
648,0.4,0.16,30,2469931.5,15271218.5,5427861
649,0.4,0.16,40,2743127.6,14998022.4,7045984
650,0.4,0.16,50,3348865.2,14392284.8,8408965
651,0.4,0.16,60,4073651.9,13667498.1,10238022
652,0.4,0.16,70,4482533.7,13258616.3,12237393
653,0.4,0.16,80,5165307.8,12575842.2,13068576
654,0.4,0.16,90,5657076.6,12084073.4,15110253
655,0.4,0.16,100,6125980.7,11615169.3,17040025
656,0.4,0.16,110,6352370.5,11388779.5,17679480
657,0.4,0.16,120,7014492.5,10726657.5,17741150
658,0.4,0.16,130,7156901,10584249,17741150
659,0.4,0.16,140,7727110.4,10014039.6,17741150
660,0.4,0.16,150,8254499.9,9486650.1,17741150
661,0.4,0.16,160,8563622.6,9177527.4,17741150
662,0.4,0.16,170,8586645.9,9154504.1,17741150
663,0.4,0.16,180,8613847.4,9127302.6,17741150
665,0.4,0.19,10,1316411.5,16424738.5,1816766
666,0.4,0.19,20,1987390.9,15753759.1,3662998
667,0.4,0.19,30,2560411.3,15180738.7,5603829
668,0.4,0.19,40,2788945.8,14952204.2,7157240
669,0.4,0.19,50,3505048.2,14236101.8,8105340
670,0.4,0.19,60,4144179.7,13596970.3,10177380
671,0.4,0.19,70,4680031.4,13061118.6,11797639
672,0.4,0.19,80,5108707.6,12632442.4,13916704
673,0.4,0.19,90,5492431.3,12248718.7,15431183
674,0.4,0.19,100,6127057.5,11614092.5,17111855
675,0.4,0.19,110,6462892.2,11278257.8,17631775
676,0.4,0.19,120,6973089.9,10768060.1,17741150
677,0.4,0.19,130,7322833.5,10418316.5,17741150
678,0.4,0.19,140,7821144.7,9920005.3,17741150
679,0.4,0.19,150,7708251,10032899,17741150
680,0.4,0.19,160,8258726.4,9482423.6,17741150
681,0.4,0.19,170,8129539.8,9611610.2,17741150
682,0.4,0.19,180,8454249.9,9286900.1,17741150
684,0.4,0.133,10,1284419.6,16456730.4,1868696
685,0.4,0.133,20,2147251.7,15593898.3,3898080
686,0.4,0.133,30,2297219.8,15443930.2,5165712
687,0.4,0.133,40,2919964.8,14821185.2,7159184
688,0.4,0.133,50,3363086,14378064,8608445
689,0.4,0.133,60,3828008.6,13913141.4,9928860
690,0.4,0.133,70,4381833,13359317,11625670
691,0.4,0.133,80,4896033.5,12845116.5,12754296
692,0.4,0.133,90,5473255.3,12267894.7,14990300
693,0.4,0.133,100,5868264.4,11872885.6,16828690
694,0.4,0.133,110,6323421.7,11417728.3,17700569
695,0.4,0.133,120,7075687.2,10665462.8,17741150
696,0.4,0.133,130,7397367.8,10343782.2,17741150
697,0.4,0.133,140,7602858.3,10138291.7,17741150
698,0.4,0.133,150,7753620,9987530,17741150
699,0.4,0.133,160,7983733.8,9757416.2,17741150
700,0.4,0.133,170,8644385.9,9096764.1,17741150
701,0.4,0.133,180,8964658.2,8776491.8,17741150
703,0.4,0.138,10,1272080.9,16469069.1,1858919
704,0.4,0.138,20,1741152,15999998,3545100
705,0.4,0.138,30,2259377.4,15481772.6,5113992
706,0.4,0.138,40,2898281.9,14842868.1,7291000
707,0.4,0.138,50,3313014.1,14428135.9,9206125
708,0.4,0.138,60,3915543.8,13825606.2,10424406
709,0.4,0.138,70,4687826.6,13053323.4,12093200
710,0.4,0.138,80,5052044.9,12689105.1,13988144
711,0.4,0.138,90,5696835.3,12044314.7,15535017
712,0.4,0.138,100,6173449.4,11567700.6,17188810
713,0.4,0.138,110,6749364.7,10991785.3,17741150
714,0.4,0.138,120,6881200.5,10859949.5,17741150
715,0.4,0.138,130,7510361.3,10230788.7,17741150
716,0.4,0.138,140,7681786.9,10059363.1,17741150
717,0.4,0.138,150,7832067.9,9909082.1,17741150
718,0.4,0.138,160,8251697.2,9489452.8,17741150
719,0.4,0.138,170,8241613.4,9499536.6,17741150
720,0.4,0.138,180,8623035.1,9118114.9,17741150
722,0.4,0.143,10,1267240.7,16473909.3,1783758
723,0.4,0.143,20,1985627.8,15755522.2,3545640
724,0.4,0.143,30,2334304.9,15406845.1,5231622
725,0.4,0.143,40,2839548.8,14901601.2,6839680
726,0.4,0.143,50,3440199.6,14300950.4,8130435
727,0.4,0.143,60,4163370.6,13577779.4,10986690
728,0.4,0.143,70,4425732.6,13315417.4,11944058
729,0.4,0.143,80,5011368,12729782,13592176
730,0.4,0.143,90,5428892.8,12312257.2,14622660
731,0.4,0.143,100,6181438.4,11559711.6,17074720
732,0.4,0.143,110,6342038.9,11399111.1,17709171
733,0.4,0.143,120,6832321.4,10908828.6,17741150
734,0.4,0.143,130,7286870.1,10454279.9,17741150
735,0.4,0.143,140,7784558.9,9956591.1,17741150
736,0.4,0.143,150,7970208.2,9770941.8,17741150
737,0.4,0.143,160,8250792.9,9490357.1,17741150
738,0.4,0.143,170,8561194.8,9179955.2,17741150
739,0.4,0.143,180,8842106.3,8899043.7,17741150
741,0.4,0.148,10,1209820.8,16531329.2,1787982
742,0.4,0.148,20,1898940.9,15842209.1,3599806
743,0.4,0.148,30,2513710.2,15227439.8,5404482
744,0.4,0.148,40,2959981.2,14781168.8,7159060
745,0.4,0.148,50,3517773.7,14223376.3,8556370
746,0.4,0.148,60,3979202.8,13761947.2,10766730
747,0.4,0.148,70,4509877,13231273,12649826
748,0.4,0.148,80,4970458.4,12770691.6,13813368
749,0.4,0.148,90,5526146.8,12215003.2,15373116
750,0.4,0.148,100,5885108.8,11856041.2,16873660
751,0.4,0.148,110,6479314.4,11261835.6,17741150
752,0.4,0.148,120,6852678.7,10888471.3,17741150
753,0.4,0.148,130,7206065.7,10535084.3,17741150
754,0.4,0.148,140,7443450.6,10297699.4,17741150
755,0.4,0.148,150,7742270.7,9998879.3,17741150
756,0.4,0.148,160,7961011.5,9780138.5,17741150
757,0.4,0.148,170,8412352.9,9328797.1,17741150
758,0.4,0.148,180,8608400.4,9132749.6,17741150
760,0.4,0.154,10,1222669.3,16518480.7,1745181
761,0.4,0.154,20,1940065.1,15801084.9,3669284
762,0.4,0.154,30,2183657.5,15557492.5,5390526
763,0.4,0.154,40,2730851.4,15010298.6,7060612
764,0.4,0.154,50,3291871.8,14449278.2,8715020
765,0.4,0.154,60,3845733.2,13895416.8,10437246
766,0.4,0.154,70,4576573.3,13164576.7,12616800
767,0.4,0.154,80,5136413.5,12604736.5,13490912
768,0.4,0.154,90,5406458.7,12334691.3,15320493
769,0.4,0.154,100,6065422.9,11675727.1,16802765
770,0.4,0.154,110,6658267,11082883,17723889
771,0.4,0.154,120,6546572.4,11194577.6,17741150
772,0.4,0.154,130,7213871,10527279,17741150
773,0.4,0.154,140,7574470.8,10166679.2,17741150
774,0.4,0.154,150,7960952.9,9780197.1,17741150
775,0.4,0.154,160,8299346.6,9441803.4,17741150
776,0.4,0.154,170,8104205,9636945,17741150
777,0.4,0.154,180,8804790.3,8936359.7,17741150
779,0.4,0.167,10,1246528.9,16494621.1,1856126
780,0.4,0.167,20,2121229,15619921,3809532
781,0.4,0.167,30,2256904.9,15484245.1,4982343
782,0.4,0.167,40,2815920.3,14925229.7,6914524
783,0.4,0.167,50,3258362.4,14482787.6,7693950
784,0.4,0.167,60,3938660.9,13802489.1,9479430
785,0.4,0.167,70,4438941.1,13302208.9,11457964
786,0.4,0.167,80,5126536.6,12614613.4,13623568
787,0.4,0.167,90,5372191.2,12368958.8,15373646
788,0.4,0.167,100,5814280,11926870,16862470
789,0.4,0.167,110,6431576.5,11309573.5,17720147
790,0.4,0.167,120,6836390.7,10904759.3,17741150
791,0.4,0.167,130,7158080,10583070,17741150
792,0.4,0.167,140,7747539.7,9993610.3,17741150
793,0.4,0.167,150,7936613.7,9804536.3,17741150
794,0.4,0.167,160,8214928.7,9526221.3,17741150
795,0.4,0.167,170,8509525.9,9231624.1,17741150
796,0.4,0.167,180,8339923.6,9401226.4,17741150
798,0.4,0.174,10,1236456.2,16504693.8,1781019
799,0.4,0.174,20,1669804.2,16071345.8,3268738
800,0.4,0.174,30,2497841,15243309,5517033
801,0.4,0.174,40,2776446.2,14964703.8,6444372
802,0.4,0.174,50,3371661.7,14369488.3,8606985
803,0.4,0.174,60,3863198.1,13877951.9,10286400
804,0.4,0.174,70,4455222.9,13285927.1,11722025
805,0.4,0.174,80,5071488.3,12669661.7,13744544
806,0.4,0.174,90,5713463.3,12027686.7,15331895
807,0.4,0.174,100,5985625.6,11755524.4,16961810
808,0.4,0.174,110,6366560.5,11374589.5,17654332
809,0.4,0.174,120,7116252.8,10624897.2,17741150
810,0.4,0.174,130,7601134.4,10140015.6,17741150
811,0.4,0.174,140,7825492.3,9915657.7,17741150
812,0.4,0.174,150,8170951.1,9570198.9,17741150
813,0.4,0.174,160,7848162.7,9892987.3,17741150
814,0.4,0.174,170,8659653.5,9081496.5,17741150
815,0.4,0.174,180,8664246.3,9076903.7,17741150
817,0.4,0.182,10,1260332.4,16480817.6,1827756
818,0.4,0.182,20,1860926.5,15880223.5,3514250
819,0.4,0.182,30,2307777.9,15433372.1,5095104
820,0.4,0.182,40,2632476.7,15108673.3,6810616
821,0.4,0.182,50,3361734.9,14379415.1,8465030
822,0.4,0.182,60,3958786,13782364,10135734
823,0.4,0.182,70,4533115.2,13208034.8,11353832
824,0.4,0.182,80,5004243.4,12736906.6,13648520
825,0.4,0.182,90,5540418.8,12200731.2,14998392
826,0.4,0.182,100,6083450,11657700,16827295
827,0.4,0.182,110,6050352.9,11690797.1,17678259
828,0.4,0.182,120,7001182.9,10739967.1,17741150
829,0.4,0.182,130,6888807.4,10852342.6,17741150
830,0.4,0.182,140,7275067.5,10466082.5,17741150
831,0.4,0.182,150,7983897.5,9757252.5,17741150
832,0.4,0.182,160,8261440.6,9479709.4,17741150
833,0.4,0.182,170,8408589.2,9332560.8,17741150
834,0.4,0.182,180,8450372.5,9290777.5,17741150
836,0.5,0.2,10,1316129.3,16425020.7,1791717
837,0.5,0.2,20,1826578.1,15914571.9,3492900
838,0.5,0.2,30,2402092.4,15339057.6,5557680
839,0.5,0.2,40,2875930.7,14865219.3,6815992
840,0.5,0.2,50,3332121.4,14409028.6,8526825
841,0.5,0.2,60,3906691.5,13834458.5,10240266
842,0.5,0.2,70,4385240.6,13355909.4,12487475
843,0.5,0.2,80,4973802.3,12767347.7,13744456
844,0.5,0.2,90,5381082,12360068,15365016
845,0.5,0.2,100,5762258.3,11978891.7,16961150
846,0.5,0.2,110,6621933.5,11119216.5,17741150
847,0.5,0.2,120,6802085.3,10939064.7,17741150
848,0.5,0.2,130,6928107.7,10813042.3,17741150
849,0.5,0.2,140,7350839.2,10390310.8,17741150
850,0.5,0.2,150,7658958,10082192,17741150
851,0.5,0.2,160,8184878.5,9556271.5,17741150
852,0.5,0.2,170,7855168.1,9885981.9,17741150
853,0.5,0.2,180,7909244.9,9831905.1,17741150
855,0.5,0.25,10,1256738.4,16484411.6,1983841
856,0.5,0.25,20,1802973.3,15938176.7,3880732
857,0.5,0.25,30,2229371.2,15511778.8,5593155
858,0.5,0.25,40,2742878.5,14998271.5,7281544
859,0.5,0.25,50,3347796.2,14393353.8,8766900
860,0.5,0.25,60,3831451.3,13909698.7,10361580
861,0.5,0.25,70,4445639.1,13295510.9,12337948
862,0.5,0.25,80,4958307.3,12782842.7,13722624
863,0.5,0.25,90,5309998.9,12431151.1,15509555
864,0.5,0.25,100,5886914,11854236,17501975
865,0.5,0.25,110,6256951.7,11484198.3,17741150
866,0.5,0.25,120,6747459.4,10993690.6,17741150
867,0.5,0.25,130,7232901.2,10508248.8,17741150
868,0.5,0.25,140,7168170.1,10572979.9,17741150
869,0.5,0.25,150,7793148.4,9948001.6,17741150
870,0.5,0.25,160,7867846.8,9873303.2,17741150
871,0.5,0.25,170,8081969.7,9659180.3,17741150
872,0.5,0.25,180,8020784.1,9720365.9,17741150
874,0.5,0.167,10,1314853.8,16426296.2,1805598
875,0.5,0.167,20,1791256.4,15949893.6,3680364
876,0.5,0.167,30,2504515.3,15236634.7,5320500
877,0.5,0.167,40,2716174.7,15024975.3,6962868
878,0.5,0.167,50,3329366.8,14411783.2,8193465
879,0.5,0.167,60,3725378.7,14015771.3,9832530
880,0.5,0.167,70,4361553.2,13379596.8,12433435
881,0.5,0.167,80,4811646.8,12929503.2,13723088
882,0.5,0.167,90,5803327.5,11937822.5,15901964
883,0.5,0.167,100,5593673.4,12147476.6,17185915
884,0.5,0.167,110,6384418.5,11356731.5,17741150
885,0.5,0.167,120,6569997.8,11171152.2,17741150
886,0.5,0.167,130,6738286.2,11002863.8,17741150
887,0.5,0.167,140,7492428.6,10248721.4,17741150
888,0.5,0.167,150,7399209.3,10341940.7,17741150
889,0.5,0.167,160,7760273.4,9980876.6,17741150
890,0.5,0.167,170,7784839.8,9956310.2,17741150
891,0.5,0.167,180,8382963.4,9358186.6,17741150
893,0.5,0.172,10,1215105.6,16526044.4,1847005
894,0.5,0.172,20,1952732.9,15788417.1,3539736
895,0.5,0.172,30,2510395.2,15230754.8,5286171
896,0.5,0.172,40,2802754.8,14938395.2,6739568
897,0.5,0.172,50,3287187.2,14453962.8,8860150
898,0.5,0.172,60,3811149.2,13930000.8,10737216
899,0.5,0.172,70,4336478.1,13404671.9,11805871
900,0.5,0.172,80,4764329.4,12976820.6,13547760
901,0.5,0.172,90,5166818.4,12574331.6,15862643
902,0.5,0.172,100,5514665.7,12226484.3,17483495
903,0.5,0.172,110,6184165.1,11556984.9,17662465
904,0.5,0.172,120,6704032.8,11037117.2,17741150
905,0.5,0.172,130,7319597.1,10421552.9,17741150
906,0.5,0.172,140,7159102.4,10582047.6,17741150
907,0.5,0.172,150,7506700.1,10234449.9,17741150
908,0.5,0.172,160,8002400.7,9738749.3,17741150
909,0.5,0.172,170,7994298.1,9746851.9,17741150
910,0.5,0.172,180,8125538.6,9615611.4,17741150
912,0.5,0.179,10,1340125.9,16401024.1,1862369
913,0.5,0.179,20,1934725.9,15806424.1,3582252
914,0.5,0.179,30,2226556,15514594,5189421
915,0.5,0.179,40,2833783.5,14907366.5,7036820
916,0.5,0.179,50,3428758.2,14312391.8,8792980
917,0.5,0.179,60,3770247,13970903,9913824
918,0.5,0.179,70,4235517,13505633,11694361
919,0.5,0.179,80,4814282.7,12926867.3,13046704
920,0.5,0.179,90,5417628.1,12323521.9,15152004
921,0.5,0.179,100,6070932.5,11670217.5,17179725
922,0.5,0.179,110,6291076.4,11450073.6,17741150
923,0.5,0.179,120,6697158.4,11043991.6,17741150
924,0.5,0.179,130,7026090.3,10715059.7,17741150
925,0.5,0.179,140,7143470.9,10597679.1,17741150
926,0.5,0.179,150,7764615.4,9976534.6,17741150
927,0.5,0.179,160,7442628.8,10298521.2,17741150
928,0.5,0.179,170,8341548.5,9399601.5,17741150
929,0.5,0.179,180,7952773.6,9788376.4,17741150
931,0.5,0.185,10,1251242.7,16489907.3,1859062
932,0.5,0.185,20,1755316.8,15985833.2,3546340
933,0.5,0.185,30,2365540.2,15375609.8,4938996
934,0.5,0.185,40,2779902.9,14961247.1,7301568
935,0.5,0.185,50,3319346.7,14421803.3,8582600
936,0.5,0.185,60,4011981.9,13729168.1,10705398
937,0.5,0.185,70,4425102.3,13316047.7,12991720
938,0.5,0.185,80,4843312.2,12897837.8,14186267
939,0.5,0.185,90,5282996.7,12458153.3,15657290
940,0.5,0.185,100,5769252.4,11971897.6,17061345
941,0.5,0.185,110,6318243.9,11422906.1,17741150
942,0.5,0.185,120,6838479.2,10902670.8,17741150
943,0.5,0.185,130,6740684.1,11000465.9,17741150
944,0.5,0.185,140,7197581.2,10543568.8,17741150
945,0.5,0.185,150,7559929.5,10181220.5,17741150
946,0.5,0.185,160,7703151.5,10037998.5,17741150
947,0.5,0.185,170,7577686.4,10163463.6,17741150
948,0.5,0.185,180,7741028.6,10000121.4,17741150
950,0.5,0.192,10,1190086.7,16551063.3,1875807
951,0.5,0.192,20,1934307.6,15806842.4,3710448
952,0.5,0.192,30,2386723.7,15354426.3,5535096
953,0.5,0.192,40,2605687,15135463,7229744
954,0.5,0.192,50,3435532.8,14305617.2,9050070
955,0.5,0.192,60,3960129.1,13781020.9,11214942
956,0.5,0.192,70,4493747.6,13247402.4,12828417
957,0.5,0.192,80,5165473.4,12575676.6,14109824
958,0.5,0.192,90,5576675.5,12164474.5,16366030
959,0.5,0.192,100,5999544.7,11741605.3,17457245
960,0.5,0.192,110,6230500.5,11510649.5,17741150
961,0.5,0.192,120,6669730.3,11071419.7,17741150
962,0.5,0.192,130,7176498.3,10564651.7,17741150
963,0.5,0.192,140,7224465.5,10516684.5,17741150
964,0.5,0.192,150,7894010.8,9847139.2,17741150
965,0.5,0.192,160,7941210.7,9799939.3,17741150
966,0.5,0.192,170,8347656.4,9393493.6,17741150
967,0.5,0.192,180,8560958.4,9180191.6,17741150
969,0.5,0.208,10,1275234.3,16465915.7,1773647
970,0.5,0.208,20,1868945.6,15872204.4,3595906
971,0.5,0.208,30,2280452.3,15460697.7,5023458
972,0.5,0.208,40,2581188.4,15159961.6,6512656
973,0.5,0.208,50,3093865.2,14647284.8,8612685
974,0.5,0.208,60,3725884.4,14015265.6,10270524
975,0.5,0.208,70,4459773.8,13281376.2,12226963
976,0.5,0.208,80,5101959.7,12639190.3,14863880
977,0.5,0.208,90,5338769.7,12402380.3,16083666
978,0.5,0.208,100,5809611.1,11931538.9,17424135
979,0.5,0.208,110,5972855,11768295,17343267
980,0.5,0.208,120,6972637,10768513,17741150
981,0.5,0.208,130,7155148.1,10586001.9,17741150
982,0.5,0.208,140,7507460.7,10233689.3,17741150
983,0.5,0.208,150,7900275.8,9840874.2,17741150
984,0.5,0.208,160,7905545.2,9835604.8,17741150
985,0.5,0.208,170,7769732.8,9971417.2,17741150
986,0.5,0.208,180,8152127.2,9589022.8,17741150
988,0.5,0.217,10,1300592.6,16440557.4,1853678
989,0.5,0.217,20,1979986.3,15761163.7,3789110
990,0.5,0.217,30,2231527.8,15509622.2,5256192
991,0.5,0.217,40,2969690.9,14771459.1,7282864
992,0.5,0.217,50,3327586.2,14413563.8,8529590
993,0.5,0.217,60,3939193.1,13801956.9,9824472
994,0.5,0.217,70,4437898.5,13303251.5,12171390
995,0.5,0.217,80,5067818.2,12673331.8,14028528
996,0.5,0.217,90,5257091.4,12484058.6,15696009
997,0.5,0.217,100,5891888.8,11849261.2,17070740
998,0.5,0.217,110,6165773,11575377,17741150
999,0.5,0.217,120,6429626.5,11311523.5,17741150
1000,0.5,0.217,130,7279961.3,10461188.7,17741150
1001,0.5,0.217,140,7452986.7,10288163.3,17741150
1002,0.5,0.217,150,7563847.4,10177302.6,17741150
1003,0.5,0.217,160,7475293.1,10265856.9,17741150
1004,0.5,0.217,170,7969795.4,9771354.6,17741150
1005,0.5,0.217,180,7806381.8,9934768.2,17741150
1007,0.5,0.227,10,1229816.3,16511333.7,1885834
1008,0.5,0.227,20,2065595,15675555,3894812
1009,0.5,0.227,30,2503874.3,15237275.7,5707611
1010,0.5,0.227,40,2912040,14829110,7277432
1011,0.5,0.227,50,3225574.1,14515575.9,8475375
1012,0.5,0.227,60,3864138.4,13877011.6,10443726
1013,0.5,0.227,70,4459936,13281214,12511513
1014,0.5,0.227,80,4983702.3,12757447.7,13994520
1015,0.5,0.227,90,5302478.5,12438671.5,16212914
1016,0.5,0.227,100,5507953.4,12233196.6,17547860
1017,0.5,0.227,110,5897117.3,11844032.7,17741150
1018,0.5,0.227,120,6135652.9,11605497.1,17741150
1019,0.5,0.227,130,6945068.3,10796081.7,17741150
1020,0.5,0.227,140,7191002.2,10550147.8,17741150
1021,0.5,0.227,150,7027137.8,10714012.2,17741150
1022,0.5,0.227,160,7502478,10238672,17741150
1023,0.5,0.227,170,7491584,10249566,17741150
1024,0.5,0.227,180,7879794,9861356,17741150
1026,0.5,0.238,10,1288306.6,16452843.4,1829565
1027,0.5,0.238,20,1929998.2,15811151.8,3551926
1028,0.5,0.238,30,2417064.8,15324085.2,5411130
1029,0.5,0.238,40,2787651.3,14953498.7,6625272
1030,0.5,0.238,50,3291144,14450006,8020365
1031,0.5,0.238,60,3813340.8,13927809.2,10270434
1032,0.5,0.238,70,4486352.7,13254797.3,12321288
1033,0.5,0.238,80,4751776.5,12989373.5,13582432
1034,0.5,0.238,90,5442064.4,12299085.6,15384105
1035,0.5,0.238,100,6026910.5,11714239.5,17621250
1036,0.5,0.238,110,6415900,11325250,17741150
1037,0.5,0.238,120,6611513.2,11129636.8,17741150
1038,0.5,0.238,130,7226643.6,10514506.4,17741150
1039,0.5,0.238,140,7217764.5,10523385.5,17741150
1040,0.5,0.238,150,7228525.8,10512624.2,17741150
1041,0.5,0.238,160,7600087.9,10141062.1,17741150
1042,0.5,0.238,170,8214317.8,9526832.2,17741150
1043,0.5,0.238,180,8503906,9237244,17741150
1045,0.6,0.2,10,1340471.9,16400678.1,1877725
1046,0.6,0.2,20,2021097.3,15720052.7,4005214
1047,0.6,0.2,30,2490958.7,15250191.3,5727030
1048,0.6,0.2,40,2524966.7,15216183.3,6993480
1049,0.6,0.2,50,3349269.7,14391880.3,9187105
1050,0.6,0.2,60,3832981.2,13908168.8,10832028
1051,0.6,0.2,70,4356076.1,13385073.9,12075973
1052,0.6,0.2,80,4994510.4,12746639.6,15187979
1053,0.6,0.2,90,5068625.7,12672524.3,16154170
1054,0.6,0.2,100,5926486.6,11814663.4,17498345
1055,0.6,0.2,110,5929510.3,11811639.7,17741150
1056,0.6,0.2,120,6225434.9,11515715.1,17741150
1057,0.6,0.2,130,6645904.1,11095245.9,17741150
1058,0.6,0.2,140,6686256,11054894,17741150
1059,0.6,0.2,150,7103732,10637418,17741150
1060,0.6,0.2,160,7281435.1,10459714.9,17741150
1061,0.6,0.2,170,7463673.5,10277476.5,17741150
1062,0.6,0.2,180,7462819.8,10278330.2,17741150
